match_id;game_in_series;teamA;teamB;teamA_win;split;Region_A;Games_A;Win rate_A;K:D_A;GPM_A;GDM_A;Game duration_A;Kills / game_A;Deaths / game_A;Towers killed_A;Towers lost_A;FB%_A;FT%_A;FOS%_A;DRAPG_A;DRA%_A;VGPG_A;HER%_A;ATAKHAN%_A;DRA@15_A;TD@15_A;GD@15_A;PPG_A;NASHPG_A;NASH%_A;CSM_A;DPM_A;WPM_A;VWPM_A;WCPM_A;Region_B;Games_B;Win rate_B;K:D_B;GPM_B;GDM_B;Game duration_B;Kills / game_B;Deaths / game_B;Towers killed_B;Towers lost_B;FB%_B;FT%_B;FOS%_B;DRAPG_B;DRA%_B;VGPG_B;HER%_B;ATAKHAN%_B;DRA@15_B;TD@15_B;GD@15_B;PPG_B;NASHPG_B;NASH%_B;CSM_B;DPM_B;WPM_B;VWPM_B;WCPM_B;year;month;day
198;1;9;23;1;2;0;91.0;36;1.2;1914.0;105.0;11;17.4;14.4;7.0;4.6;51.6;54.9;50.5;2.56;58.4;2.4;62.6;1;24;6;825.0;30;0.6;58.4;33.6;2814.0;3.3;1.3;1.58;0;24.0;16;1.01;1794.0;-32.0;42;13.1;13.0;5.5;6.3;62.5;50.0;45.8;2.38;50.1;2.6;66.7;0;0;0;729.0;0;0.33;34.2;33.6;2469.0;3.6;1.38;1.58;2025;3;26
209;1;85;23;1;2;0;75.0;19;0.91;1840.0;-51.0;13;15.0;16.5;5.4;6.4;61.3;53.3;48.0;2.27;50.7;2.1;41.3;0;0;0;-204.0;0;0.55;49.5;33.3;2646.0;3.3;1.31;1.58;0;24.0;16;1.01;1794.0;-32.0;42;13.1;13.0;5.5;6.3;62.5;50.0;45.8;2.38;50.1;2.6;66.7;0;0;0;729.0;0;0.33;34.2;33.6;2469.0;3.6;1.38;1.58;2025;3;26
220;1;95;9;1;2;0;67.0;21;1.02;1823.0;-16.0;18;14.1;13.8;5.5;6.1;53.7;46.3;41.8;2.34;49.7;2.3;52.2;0;0;0;92.0;0;0.48;46.9;33.4;2474.0;3.4;1.29;1.55;0;91.0;36;1.2;1914.0;105.0;11;17.4;14.4;7.0;4.6;51.6;54.9;50.5;2.56;58.4;2.4;62.6;1;24;6;825.0;30;0.6;58.4;33.6;2814.0;3.3;1.3;1.58;2025;3;26
231;1;9;85;1;2;0;91.0;36;1.2;1914.0;105.0;11;17.4;14.4;7.0;4.6;51.6;54.9;50.5;2.56;58.4;2.4;62.6;1;24;6;825.0;30;0.6;58.4;33.6;2814.0;3.3;1.3;1.58;0;75.0;19;0.91;1840.0;-51.0;13;15.0;16.5;5.4;6.4;61.3;53.3;48.0;2.27;50.7;2.1;41.3;0;0;0;-204.0;0;0.55;49.5;33.3;2646.0;3.3;1.31;1.58;2025;3;26
243;1;23;95;0;2;0;24.0;16;1.01;1794.0;-32.0;42;13.1;13.0;5.5;6.3;62.5;50.0;45.8;2.38;50.1;2.6;66.7;0;0;0;729.0;0;0.33;34.2;33.6;2469.0;3.6;1.38;1.58;0;67.0;21;1.02;1823.0;-16.0;18;14.1;13.8;5.5;6.1;53.7;46.3;41.8;2.34;49.7;2.3;52.2;0;0;0;92.0;0;0.48;46.9;33.4;2474.0;3.4;1.29;1.55;2025;3;26
254;1;66;87;0;2;0;19.0;4;0.6;1749.0;-218.0;8;10.4;17.4;3.6;7.7;36.8;36.8;21.1;1.68;37.8;3.1;42.1;0;0;0;-1282.0;0;0.37;35.2;34.1;2211.0;3.4;1.27;1.5;0;64.0;37;1.09;1926.0;121.0;9;16.4;15.0;6.9;4.6;51.6;56.3;48.4;2.25;53.7;2.6;43.8;0;0;0;586.0;0;0.66;66.3;34.3;2888.0;3.5;1.33;1.52;2025;3;25
265;1;63;32;1;2;0;54.0;9;0.78;1801.0;-127.0;30;14.2;18.3;4.6;7.1;48.1;44.4;37.0;1.91;40.4;2.1;44.4;0;0;0;-780.0;0;0.56;45.5;32.5;2601.0;3.2;1.13;1.42;0;68.0;15;0.91;1835.0;-79.0;20;15.4;17.0;5.5;6.5;45.6;42.6;25.0;2.09;44.4;2.2;51.5;0;0;0;-328.0;0;0.44;35.1;33.1;2548.0;3.4;1.36;1.5;2025;3;25
276;1;87;63;1;2;0;64.0;37;1.09;1926.0;121.0;9;16.4;15.0;6.9;4.6;51.6;56.3;48.4;2.25;53.7;2.6;43.8;0;0;0;586.0;0;0.66;66.3;34.3;2888.0;3.5;1.33;1.52;0;54.0;9;0.78;1801.0;-127.0;30;14.2;18.3;4.6;7.1;48.1;44.4;37.0;1.91;40.4;2.1;44.4;0;0;0;-780.0;0;0.56;45.5;32.5;2601.0;3.2;1.13;1.42;2025;3;25
287;1;66;32;0;2;0;19.0;4;0.6;1749.0;-218.0;8;10.4;17.4;3.6;7.7;36.8;36.8;21.1;1.68;37.8;3.1;42.1;0;0;0;-1282.0;0;0.37;35.2;34.1;2211.0;3.4;1.27;1.5;0;68.0;15;0.91;1835.0;-79.0;20;15.4;17.0;5.5;6.5;45.6;42.6;25.0;2.09;44.4;2.2;51.5;0;0;0;-328.0;0;0.44;35.1;33.1;2548.0;3.4;1.36;1.5;2025;3;25
298;1;32;87;0;2;0;68.0;15;0.91;1835.0;-79.0;20;15.4;17.0;5.5;6.5;45.6;42.6;25.0;2.09;44.4;2.2;51.5;0;0;0;-328.0;0;0.44;35.1;33.1;2548.0;3.4;1.36;1.5;0;64.0;37;1.09;1926.0;121.0;9;16.4;15.0;6.9;4.6;51.6;56.3;48.4;2.25;53.7;2.6;43.8;0;0;0;586.0;0;0.66;66.3;34.3;2888.0;3.5;1.33;1.52;2025;3;25
