teamA,teamB,tournament,year,month,day,diff_GP,ratio_GP,diff_AGT,ratio_AGT,diff_KD,ratio_KD,diff_CKPM,ratio_CKPM,diff_GPR,ratio_GPR,diff_GSPD,ratio_GSPD,diff_EGR,ratio_EGR,diff_MLR,ratio_MLR,diff_GD15,ratio_GD15,diff_FB%,ratio_FB%,diff_FT%,ratio_FT%,diff_F3T%,ratio_F3T%,diff_PPG,ratio_PPG,diff_HLD%,ratio_HLD%,diff_GRB%,ratio_GRB%,diff_FD%,ratio_FD%,diff_DRG%,ratio_DRG%,diff_ELD%,ratio_ELD%,diff_FBN%,ratio_FBN%,diff_BN%,ratio_BN%,diff_LNE%,ratio_LNE%,diff_JNG%,ratio_JNG%,diff_WPM,ratio_WPM,diff_CWPM,ratio_CWPM,diff_WCPM,ratio_WCPM,diff_winrate%,ratio_winrate%
55,31,22,2025,8,23,4,1.2105262520775657,-0.5999999999999943,0.9822484916494532,0.10000000000000009,1.1428555102064142,0.010000000000000009,1.0114930902378272,0.0,1.000001000001,0.02,0.5744803080916615,0.0,1.000001000001,0.0,1.000001000001,0.0,1.000001000001,-0.050000000000000044,0.9056586685685497,-0.22999999999999998,0.6034472354358009,0.0,1.000001000001,0.0,1.000001000001,-0.05999999999999994,0.8965501783617615,-0.19000000000000006,0.7205871756070946,0.27999999999999997,1.6666626984221466,0.13,1.3611073302574161,0.0,1.000001000001,0.0,1.000001000001,0.22000000000000003,1.916658680588831,-0.0010000000000000009,0.9980019999960079,0.007000000000000006,1.0146729252139934,0.22999999999999998,1.0670550824912295,0.11999999999999988,1.088234493945225,0.019999999999999796,1.0124217314150736,0.08466819221967958,1.3217341078451728
