match_id;game_in_series;teamA;teamB;teamA_win;A_GP;A_W;A_L;A_AGT;A_K;A_D;A_KD;A_CKPM;A_GPR;A_GSPD;A_EGR;A_MLR;A_GD15;A_FB%;A_FT%;A_F3T%;A_PPG;A_HLD%;A_GRB%;A_FD%;A_DRG%;A_ELD%;A_FBN%;A_BN%;A_LNE%;A_JNG%;A_WPM;A_CWPM;A_WCPM;B_GP;B_W;B_L;B_AGT;B_K;B_D;B_KD;B_CKPM;B_GPR;B_GSPD;B_EGR;B_MLR;B_GD15;B_FB%;B_FT%;B_F3T%;B_PPG;B_HLD%;B_GRB%;B_FD%;B_DRG%;B_ELD%;B_FBN%;B_BN%;B_LNE%;B_JNG%;B_WPM;B_CWPM;B_WCPM;tournament;year;month;day
24;4;37;25;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;3.0;3.0;0.0;33.7;57.0;22.0;2.59;0.78;-1.0;93;-1.0;-1.0;-1.0;24;11;-1;-1.0;26;37;1;30;-1;-1;4;27;32;3.75;1.31;1.44;5;2025;1;23
24;5;37;25;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;3.0;3.0;0.0;33.7;57.0;22.0;2.59;0.78;-1.0;93;-1.0;-1.0;-1.0;24;11;-1;-1.0;26;37;1;30;-1;-1;4;27;32;3.75;1.31;1.44;5;2025;1;23
35;1;27;51;1;3.0;0.0;3.0;34.9;51.0;76.0;0.67;1.21;-1.0;42;-1.0;-1.0;-1.0;8;26;-1;-1.0;29;34;0;19;-1;-1;3;0;23;3.17;1.39;1.51;3.0;0.0;3.0;33.0;35.0;59.0;0.59;0.95;-1.0;9;-1.0;-1.0;-1.0;24;11;-1;-1.0;7;23;25;27;-1;-1;16;5;5;3.36;1.41;1.37;5;2025;1;22
35;2;27;51;1;3.0;0.0;3.0;34.9;51.0;76.0;0.67;1.21;-1.0;42;-1.0;-1.0;-1.0;8;26;-1;-1.0;29;34;0;19;-1;-1;3;0;23;3.17;1.39;1.51;3.0;0.0;3.0;33.0;35.0;59.0;0.59;0.95;-1.0;9;-1.0;-1.0;-1.0;24;11;-1;-1.0;7;23;25;27;-1;-1;16;5;5;3.36;1.41;1.37;5;2025;1;22
35;3;27;51;1;3.0;0.0;3.0;34.9;51.0;76.0;0.67;1.21;-1.0;42;-1.0;-1.0;-1.0;8;26;-1;-1.0;29;34;0;19;-1;-1;3;0;23;3.17;1.39;1.51;3.0;0.0;3.0;33.0;35.0;59.0;0.59;0.95;-1.0;9;-1.0;-1.0;-1.0;24;11;-1;-1.0;7;23;25;27;-1;-1;16;5;5;3.36;1.41;1.37;5;2025;1;22
46;1;11;45;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;21
46;2;11;45;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;21
46;3;11;45;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;21
46;4;11;45;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;21
57;1;24;53;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;4.0;1.0;3.0;30.0;51.0;67.0;0.76;0.98;-1.0;11;-1.0;-1.0;-1.0;16;9;-1;-1.0;5;7;16;17;-1;-1;26;0;20;3.3;1.52;1.44;5;2025;1;20
57;2;24;53;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;4.0;1.0;3.0;30.0;51.0;67.0;0.76;0.98;-1.0;11;-1.0;-1.0;-1.0;16;9;-1;-1.0;5;7;16;17;-1;-1;26;0;20;3.3;1.52;1.44;5;2025;1;20
57;3;24;53;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;4.0;1.0;3.0;30.0;51.0;67.0;0.76;0.98;-1.0;11;-1.0;-1.0;-1.0;16;9;-1;-1.0;5;7;16;17;-1;-1;26;0;20;3.3;1.52;1.44;5;2025;1;20
68;1;22;34;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;19
68;2;22;34;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;19
68;3;22;34;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;19
68;4;22;34;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;19
79;1;51;51;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;18
79;2;51;51;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;18
79;3;51;51;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;18
90;1;11;3;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;17
90;2;11;3;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;17
90;3;11;3;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;17
101;1;27;1;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;16
101;2;27;1;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;16
101;3;27;1;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;16
104;1;52;55;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;3.0;3.0;0.0;33.8;57.0;34.0;1.68;0.9;-1.0;100;-1.0;-1.0;-1.0;1;31;-1;-1.0;26;17;25;22;-1;-1;1;19;68;3.42;1.28;1.77;5;2025;1;15
104;2;52;55;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;3.0;3.0;0.0;33.8;57.0;34.0;1.68;0.9;-1.0;100;-1.0;-1.0;-1.0;1;31;-1;-1.0;26;17;25;22;-1;-1;1;19;68;3.42;1.28;1.77;5;2025;1;15
104;3;52;55;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;3.0;3.0;0.0;33.8;57.0;34.0;1.68;0.9;-1.0;100;-1.0;-1.0;-1.0;1;31;-1;-1.0;26;17;25;22;-1;-1;1;19;68;3.42;1.28;1.77;5;2025;1;15
104;4;52;55;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;3.0;3.0;0.0;33.8;57.0;34.0;1.68;0.9;-1.0;100;-1.0;-1.0;-1.0;1;31;-1;-1.0;26;17;25;22;-1;-1;1;19;68;3.42;1.28;1.77;5;2025;1;15
105;1;41;17;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;14
105;2;41;17;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;14
105;3;41;17;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;14
105;4;41;17;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;14
106;1;28;45;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;13
106;2;28;45;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;13
106;3;28;45;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;13
106;4;28;45;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;13
107;1;54;37;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;12
107;2;54;37;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;12
107;3;54;37;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;5;2025;1;12
108;1;51;1;1;16.0;12.0;4.0;33.9;262.0;208.0;1.26;0.86;-1.0;70;-1.0;-1.0;-1.0;20;20;-1;-1.0;13;21;16;32;-1;-1;9;28;44;3.41;1.39;1.57;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;3;1
108;2;51;1;1;16.0;12.0;4.0;33.9;262.0;208.0;1.26;0.86;-1.0;70;-1.0;-1.0;-1.0;20;20;-1;-1.0;13;21;16;32;-1;-1;9;28;44;3.41;1.39;1.57;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;3;1
108;3;51;1;1;16.0;12.0;4.0;33.9;262.0;208.0;1.26;0.86;-1.0;70;-1.0;-1.0;-1.0;20;20;-1;-1.0;13;21;16;32;-1;-1;9;28;44;3.41;1.39;1.57;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;3;1
108;4;51;1;0;16.0;12.0;4.0;33.9;262.0;208.0;1.26;0.86;-1.0;70;-1.0;-1.0;-1.0;20;20;-1;-1.0;13;21;16;32;-1;-1;9;28;44;3.41;1.39;1.57;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;3;1
109;1;24;52;1;9.0;5.0;4.0;33.8;112.0;118.0;0.95;0.76;-1.0;87;-1.0;-1.0;-1.0;15;20;-1;-1.0;33;6;19;26;-1;-1;16;33;67;3.69;1.38;1.5;12.0;9.0;3.0;34.2;200.0;177.0;1.13;0.92;-1.0;47;-1.0;-1.0;-1.0;11;26;-1;-1.0;7;17;5;27;-1;-1;7;26;40;3.41;1.4;1.52;6;2025;2;27
109;2;24;52;0;9.0;5.0;4.0;33.8;112.0;118.0;0.95;0.76;-1.0;87;-1.0;-1.0;-1.0;15;20;-1;-1.0;33;6;19;26;-1;-1;16;33;67;3.69;1.38;1.5;12.0;9.0;3.0;34.2;200.0;177.0;1.13;0.92;-1.0;47;-1.0;-1.0;-1.0;11;26;-1;-1.0;7;17;5;27;-1;-1;7;26;40;3.41;1.4;1.52;6;2025;2;27
109;3;24;52;0;9.0;5.0;4.0;33.8;112.0;118.0;0.95;0.76;-1.0;87;-1.0;-1.0;-1.0;15;20;-1;-1.0;33;6;19;26;-1;-1;16;33;67;3.69;1.38;1.5;12.0;9.0;3.0;34.2;200.0;177.0;1.13;0.92;-1.0;47;-1.0;-1.0;-1.0;11;26;-1;-1.0;7;17;5;27;-1;-1;7;26;40;3.41;1.4;1.52;6;2025;2;27
109;4;24;52;0;9.0;5.0;4.0;33.8;112.0;118.0;0.95;0.76;-1.0;87;-1.0;-1.0;-1.0;15;20;-1;-1.0;33;6;19;26;-1;-1;16;33;67;3.69;1.38;1.5;12.0;9.0;3.0;34.2;200.0;177.0;1.13;0.92;-1.0;47;-1.0;-1.0;-1.0;11;26;-1;-1.0;7;17;5;27;-1;-1;7;26;40;3.41;1.4;1.52;6;2025;2;27
110;1;2;52;1;8.0;6.0;2.0;31.0;155.0;89.0;1.74;0.98;-1.0;103;-1.0;-1.0;-1.0;25;24;-1;-1.0;6;17;30;35;-1;-1;33;32;52;3.42;1.22;1.47;8.0;6.0;2.0;35.3;140.0;124.0;1.13;0.94;-1.0;46;-1.0;-1.0;-1.0;9;34;-1;-1.0;5;23;2;22;-1;-1;8;27;49;3.53;1.44;1.49;6;2025;2;26
110;2;2;52;0;8.0;6.0;2.0;31.0;155.0;89.0;1.74;0.98;-1.0;103;-1.0;-1.0;-1.0;25;24;-1;-1.0;6;17;30;35;-1;-1;33;32;52;3.42;1.22;1.47;8.0;6.0;2.0;35.3;140.0;124.0;1.13;0.94;-1.0;46;-1.0;-1.0;-1.0;9;34;-1;-1.0;5;23;2;22;-1;-1;8;27;49;3.53;1.44;1.49;6;2025;2;26
110;3;2;52;0;8.0;6.0;2.0;31.0;155.0;89.0;1.74;0.98;-1.0;103;-1.0;-1.0;-1.0;25;24;-1;-1.0;6;17;30;35;-1;-1;33;32;52;3.42;1.22;1.47;8.0;6.0;2.0;35.3;140.0;124.0;1.13;0.94;-1.0;46;-1.0;-1.0;-1.0;9;34;-1;-1.0;5;23;2;22;-1;-1;8;27;49;3.53;1.44;1.49;6;2025;2;26
110;4;2;52;0;8.0;6.0;2.0;31.0;155.0;89.0;1.74;0.98;-1.0;103;-1.0;-1.0;-1.0;25;24;-1;-1.0;6;17;30;35;-1;-1;33;32;52;3.42;1.22;1.47;8.0;6.0;2.0;35.3;140.0;124.0;1.13;0.94;-1.0;46;-1.0;-1.0;-1.0;9;34;-1;-1.0;5;23;2;22;-1;-1;8;27;49;3.53;1.44;1.49;6;2025;2;26
111;1;24;1;1;4.0;3.0;1.0;30.5;52.0;44.0;1.18;0.79;-1.0;99;-1.0;-1.0;-1.0;4;18;-1;-1.0;19;4;17;26;-1;-1;33;41;66;3.56;1.34;1.47;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;25
111;2;24;1;1;4.0;3.0;1.0;30.5;52.0;44.0;1.18;0.79;-1.0;99;-1.0;-1.0;-1.0;4;18;-1;-1.0;19;4;17;26;-1;-1;33;41;66;3.56;1.34;1.47;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;25
111;3;24;1;0;4.0;3.0;1.0;30.5;52.0;44.0;1.18;0.79;-1.0;99;-1.0;-1.0;-1.0;4;18;-1;-1.0;19;4;17;26;-1;-1;33;41;66;3.56;1.34;1.47;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;25
111;4;24;1;0;4.0;3.0;1.0;30.5;52.0;44.0;1.18;0.79;-1.0;99;-1.0;-1.0;-1.0;4;18;-1;-1.0;19;4;17;26;-1;-1;33;41;66;3.56;1.34;1.47;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;25
