match_id;game_in_series;teamA;teamB;teamA_win;A_GP;A_W;A_L;A_AGT;A_K;A_D;A_KD;A_CKPM;A_GPR;A_GSPD;A_EGR;A_MLR;A_GD15;A_FB%;A_FT%;A_F3T%;A_PPG;A_HLD%;A_GRB%;A_FD%;A_DRG%;A_ELD%;A_FBN%;A_BN%;A_LNE%;A_JNG%;A_WPM;A_CWPM;A_WCPM;B_GP;B_W;B_L;B_AGT;B_K;B_D;B_KD;B_CKPM;B_GPR;B_GSPD;B_EGR;B_MLR;B_GD15;B_FB%;B_FT%;B_F3T%;B_PPG;B_HLD%;B_GRB%;B_FD%;B_DRG%;B_ELD%;B_FBN%;B_BN%;B_LNE%;B_JNG%;B_WPM;B_CWPM;B_WCPM;tournament;year;month;day
111;5;24;1;0;4.0;3.0;1.0;30.5;52.0;44.0;1.18;0.79;-1.0;99;-1.0;-1.0;-1.0;4;18;-1;-1.0;19;4;17;26;-1;-1;33;41;66;3.56;1.34;1.47;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;25
112;1;34;52;1;5.0;2.0;3.0;29.0;52.0;77.0;0.68;0.89;-1.0;39;-1.0;-1.0;-1.0;23;13;-1;-1.0;4;22;21;13;-1;-1;18;16;36;2.82;0.94;1.34;4.0;3.0;1.0;36.4;71.0;67.0;1.06;0.95;-1.0;3;-1.0;-1.0;-1.0;4;1;-1;-1.0;0;25;0;28;-1;-1;10;27;50;3.49;1.48;1.49;6;2025;2;24
112;2;34;52;0;5.0;2.0;3.0;29.0;52.0;77.0;0.68;0.89;-1.0;39;-1.0;-1.0;-1.0;23;13;-1;-1.0;4;22;21;13;-1;-1;18;16;36;2.82;0.94;1.34;4.0;3.0;1.0;36.4;71.0;67.0;1.06;0.95;-1.0;3;-1.0;-1.0;-1.0;4;1;-1;-1.0;0;25;0;28;-1;-1;10;27;50;3.49;1.48;1.49;6;2025;2;24
112;3;34;52;0;5.0;2.0;3.0;29.0;52.0;77.0;0.68;0.89;-1.0;39;-1.0;-1.0;-1.0;23;13;-1;-1.0;4;22;21;13;-1;-1;18;16;36;2.82;0.94;1.34;4.0;3.0;1.0;36.4;71.0;67.0;1.06;0.95;-1.0;3;-1.0;-1.0;-1.0;4;1;-1;-1.0;0;25;0;28;-1;-1;10;27;50;3.49;1.48;1.49;6;2025;2;24
112;4;34;52;0;5.0;2.0;3.0;29.0;52.0;77.0;0.68;0.89;-1.0;39;-1.0;-1.0;-1.0;23;13;-1;-1.0;4;22;21;13;-1;-1;18;16;36;2.82;0.94;1.34;4.0;3.0;1.0;36.4;71.0;67.0;1.06;0.95;-1.0;3;-1.0;-1.0;-1.0;4;1;-1;-1.0;0;25;0;28;-1;-1;10;27;50;3.49;1.48;1.49;6;2025;2;24
113;1;2;45;1;4.0;3.0;1.0;31.9;65.0;46.0;1.41;0.87;-1.0;77;-1.0;-1.0;-1.0;31;7;-1;-1.0;6;4;1;29;-1;-1;33;37;48;3.37;1.33;1.63;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;24
113;2;2;45;1;4.0;3.0;1.0;31.9;65.0;46.0;1.41;0.87;-1.0;77;-1.0;-1.0;-1.0;31;7;-1;-1.0;6;4;1;29;-1;-1;33;37;48;3.37;1.33;1.63;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;24
113;3;2;45;1;4.0;3.0;1.0;31.9;65.0;46.0;1.41;0.87;-1.0;77;-1.0;-1.0;-1.0;31;7;-1;-1.0;6;4;1;29;-1;-1;33;37;48;3.37;1.33;1.63;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;24
113;4;2;45;0;4.0;3.0;1.0;31.9;65.0;46.0;1.41;0.87;-1.0;77;-1.0;-1.0;-1.0;31;7;-1;-1.0;6;4;1;29;-1;-1;33;37;48;3.37;1.33;1.63;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;24
115;1;22;52;1;11.0;7.0;4.0;32.0;176.0;139.0;1.27;0.89;-1.0;89;-1.0;-1.0;-1.0;5;29;-1;-1.0;22;19;25;32;-1;-1;18;33;33;3.23;1.24;1.57;10.0;7.0;3.0;35.6;158.0;160.0;0.99;0.89;-1.0;48;-1.0;-1.0;-1.0;10;32;-1;-1.0;14;17;8;9;-1;-1;7;28;62;3.3;1.29;1.61;6;2025;2;23
115;2;22;52;0;11.0;7.0;4.0;32.0;176.0;139.0;1.27;0.89;-1.0;89;-1.0;-1.0;-1.0;5;29;-1;-1.0;22;19;25;32;-1;-1;18;33;33;3.23;1.24;1.57;10.0;7.0;3.0;35.6;158.0;160.0;0.99;0.89;-1.0;48;-1.0;-1.0;-1.0;10;32;-1;-1.0;14;17;8;9;-1;-1;7;28;62;3.3;1.29;1.61;6;2025;2;23
115;3;22;52;0;11.0;7.0;4.0;32.0;176.0;139.0;1.27;0.89;-1.0;89;-1.0;-1.0;-1.0;5;29;-1;-1.0;22;19;25;32;-1;-1;18;33;33;3.23;1.24;1.57;10.0;7.0;3.0;35.6;158.0;160.0;0.99;0.89;-1.0;48;-1.0;-1.0;-1.0;10;32;-1;-1.0;14;17;8;9;-1;-1;7;28;62;3.3;1.29;1.61;6;2025;2;23
115;4;22;52;0;11.0;7.0;4.0;32.0;176.0;139.0;1.27;0.89;-1.0;89;-1.0;-1.0;-1.0;5;29;-1;-1.0;22;19;25;32;-1;-1;18;33;33;3.23;1.24;1.57;10.0;7.0;3.0;35.6;158.0;160.0;0.99;0.89;-1.0;48;-1.0;-1.0;-1.0;10;32;-1;-1.0;14;17;8;9;-1;-1;7;28;62;3.3;1.29;1.61;6;2025;2;23
116;1;54;3;1;12.0;8.0;4.0;33.3;198.0;176.0;1.13;0.93;-1.0;82;-1.0;-1.0;-1.0;22;18;-1;-1.0;25;20;26;33;-1;-1;20;29;39;3.45;1.29;1.76;11.0;8.0;3.0;30.4;174.0;133.0;1.31;0.91;-1.0;74;-1.0;-1.0;-1.0;14;37;-1;-1.0;3;12;18;33;-1;-1;26;33;27;3.29;1.26;1.61;6;2025;2;23
116;2;54;3;0;12.0;8.0;4.0;33.3;198.0;176.0;1.13;0.93;-1.0;82;-1.0;-1.0;-1.0;22;18;-1;-1.0;25;20;26;33;-1;-1;20;29;39;3.45;1.29;1.76;11.0;8.0;3.0;30.4;174.0;133.0;1.31;0.91;-1.0;74;-1.0;-1.0;-1.0;14;37;-1;-1.0;3;12;18;33;-1;-1;26;33;27;3.29;1.26;1.61;6;2025;2;23
116;3;54;3;0;12.0;8.0;4.0;33.3;198.0;176.0;1.13;0.93;-1.0;82;-1.0;-1.0;-1.0;22;18;-1;-1.0;25;20;26;33;-1;-1;20;29;39;3.45;1.29;1.76;11.0;8.0;3.0;30.4;174.0;133.0;1.31;0.91;-1.0;74;-1.0;-1.0;-1.0;14;37;-1;-1.0;3;12;18;33;-1;-1;26;33;27;3.29;1.26;1.61;6;2025;2;23
116;4;54;3;0;12.0;8.0;4.0;33.3;198.0;176.0;1.13;0.93;-1.0;82;-1.0;-1.0;-1.0;22;18;-1;-1.0;25;20;26;33;-1;-1;20;29;39;3.45;1.29;1.76;11.0;8.0;3.0;30.4;174.0;133.0;1.31;0.91;-1.0;74;-1.0;-1.0;-1.0;14;37;-1;-1.0;3;12;18;33;-1;-1;26;33;27;3.29;1.26;1.61;6;2025;2;23
117;1;34;1;1;10.0;9.0;1.0;32.1;182.0;98.0;1.86;0.87;-1.0;105;-1.0;-1.0;-1.0;35;22;-1;-1.0;30;35;8;42;-1;-1;1;15;73;3.07;1.13;1.49;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
117;2;34;1;1;10.0;9.0;1.0;32.1;182.0;98.0;1.86;0.87;-1.0;105;-1.0;-1.0;-1.0;35;22;-1;-1.0;30;35;8;42;-1;-1;1;15;73;3.07;1.13;1.49;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
117;3;34;1;0;10.0;9.0;1.0;32.1;182.0;98.0;1.86;0.87;-1.0;105;-1.0;-1.0;-1.0;35;22;-1;-1.0;30;35;8;42;-1;-1;1;15;73;3.07;1.13;1.49;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
117;4;34;1;0;10.0;9.0;1.0;32.1;182.0;98.0;1.86;0.87;-1.0;105;-1.0;-1.0;-1.0;35;22;-1;-1.0;30;35;8;42;-1;-1;1;15;73;3.07;1.13;1.49;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
117;5;34;1;0;10.0;9.0;1.0;32.1;182.0;98.0;1.86;0.87;-1.0;105;-1.0;-1.0;-1.0;35;22;-1;-1.0;30;35;8;42;-1;-1;1;15;73;3.07;1.13;1.49;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
118;1;24;45;1;13.0;9.0;4.0;32.7;215.0;155.0;1.39;0.87;-1.0;104;-1.0;-1.0;-1.0;24;19;-1;-1.0;21;25;18;22;-1;-1;8;31;56;3.66;1.3;1.41;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
118;2;24;45;1;13.0;9.0;4.0;32.7;215.0;155.0;1.39;0.87;-1.0;104;-1.0;-1.0;-1.0;24;19;-1;-1.0;21;25;18;22;-1;-1;8;31;56;3.66;1.3;1.41;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
118;3;24;45;1;13.0;9.0;4.0;32.7;215.0;155.0;1.39;0.87;-1.0;104;-1.0;-1.0;-1.0;24;19;-1;-1.0;21;25;18;22;-1;-1;8;31;56;3.66;1.3;1.41;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
118;4;24;45;0;13.0;9.0;4.0;32.7;215.0;155.0;1.39;0.87;-1.0;104;-1.0;-1.0;-1.0;24;19;-1;-1.0;21;25;18;22;-1;-1;8;31;56;3.66;1.3;1.41;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6;2025;2;22
119;1;42;15;0;8.0;1.0;7.0;29.7;56.0;125.0;0.45;0.76;-0.97;47;41.6;-29.1;-533.0;18;18;21;5.9;19;15;24;16;-1;2;2;16;22;3.13;1.21;1.3;8.0;7.0;1.0;31.1;143.0;81.0;1.77;0.9;1.43;101;64.4;23.1;1467.0;16;20;21;6.1;5;14;16;35;-1;23;26;31;77;3.15;0.86;1.36;4;2025;2;3
120;1;17;47;1;8.0;5.0;3.0;32.7;122.0;90.0;1.36;0.81;1.14;92;61.2;1.3;964.0;18;12;32;6.4;19;21;24;30;0;21;25;20;69;2.9;1.03;1.45;8.0;3.0;5.0;34.5;84.0;125.0;0.67;0.76;-1.42;41;37.7;-0.2;-1003.0;9;3;8;2.3;8;8;11;8;-1;7;10;15;22;3.45;1.27;1.59;4;2025;2;3
121;1;26;46;0;8.0;6.0;2.0;33.1;137.0;96.0;1.43;0.88;0.07;71;43.8;31.2;-602.0;4;12;21;5.5;13;17;17;29;1;7;10;27;61;3.53;1.21;1.59;8.0;3.0;5.0;35.8;106.0;112.0;0.95;0.76;-0.35;28;46.2;-8.7;-375.0;16;20;21;3.1;23;19;16;26;-1;12;10;25;15;3.25;1.24;1.62;4;2025;2;3
122;1;33;40;1;8.0;5.0;3.0;33.6;123.0;104.0;1.18;0.84;0.69;88;61.7;0.8;1016.0;25;1;37;4.8;1;29;24;36;-1;29;30;16;66;3.44;1.45;1.82;8.0;1.0;7.0;37.4;79.0;133.0;0.59;0.71;-0.85;31;47.3;-34.8;-595.0;16;12;13;4.1;8;27;11;11;2;7;11;8;9;3.62;1.19;1.42;4;2025;2;3
123;1;49;20;1;8.0;4.0;4.0;35.6;110.0;114.0;0.96;0.78;-0.04;53;48.1;1.9;-152.0;25;30;14;4.0;27;21;17;27;3;29;21;20;23;3.38;1.29;1.45;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;4;2025;2;3
124;1;17;33;1;7.0;4.0;3.0;33.1;98.0;81.0;1.21;0.77;1.06;94;64.6;-7.4;1129.0;14;14;36;6.3;24;14;29;28;0;17;22;20;71;2.89;1.01;1.44;7.0;5.0;2.0;34.2;114.0;80.0;1.43;0.81;0.99;91;61.5;9.9;1133.0;27;1;32;4.9;1;33;20;41;-1;30;31;10;70;3.42;1.5;1.92;4;2025;2;2
126;1;46;50;0;7.0;3.0;4.0;34.8;81.0;112.0;0.72;0.79;-1.25;41;39.6;3.2;-942.0;14;3;12;2.4;15;9;15;12;-1;9;14;20;25;3.49;1.29;1.56;7.0;3.0;4.0;36.0;97.0;111.0;0.87;0.82;-0.39;1;44.2;-1.4;-378.0;19;33;10;4.0;19;17;13;21;3;25;16;14;14;3.38;1.3;1.45;4;2025;2;2
127;1;14;27;1;7.0;6.0;1.0;31.6;117.0;76.0;1.54;0.87;1.16;102;59.7;26.0;1009.0;14;14;17;6.4;2;21;15;31;-1;25;27;35;77;3.2;0.88;1.41;7.0;6.0;1.0;33.9;132.0;70.0;1.89;0.85;0.5;87;49.7;36.1;-20.0;6;15;24;6.0;10;8;20;35;1;8;12;27;67;3.63;1.24;1.67;4;2025;2;2
128;1;45;20;0;7.0;3.0;4.0;35.0;93.0;94.0;0.99;0.76;0.09;25;49.9;-7.0;-8.0;21;21;25;3.3;31;24;15;24;-1;17;18;27;16;3.23;1.23;1.66;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;4;2025;2;2
129;1;40;42;0;7.0;1.0;6.0;38.3;76.0;120.0;0.63;0.73;-0.81;36;49.9;-35.6;-530.0;14;14;17;4.1;15;29;15;16;2;9;15;11;8;3.6;1.2;1.44;7.0;0.0;7.0;29.5;43.0;122.0;0.35;0.79;-1.29;10;37.4;-37.4;-759.0;19;15;16;6.0;10;16;20;8;-1;0;0;10;15;3.08;1.18;1.25;4;2025;2;2
130;1;49;27;0;6.0;3.0;3.0;35.5;83.0;90.0;0.92;0.81;-0.7;51;36.8;13.2;-1113.0;18;26;5;3.7;19;13;17;26;1;28;18;19;17;3.34;1.25;1.42;6.0;5.0;1.0;33.0;111.0;56.0;1.98;0.84;0.85;88;56.0;27.3;648.0;8;20;26;6.7;14;12;16;32;1;10;10;26;62;3.6;1.23;1.61;4;2025;2;1
131;1;46;33;1;6.0;2.0;4.0;34.1;59.0;91.0;0.65;0.73;-1.34;45;34.1;-0.8;-1157.0;18;4;13;2.2;19;11;9;12;-1;10;13;16;20;3.53;1.3;1.57;6.0;5.0;1.0;33.5;93.0;58.0;1.6;0.75;1.03;97;67.2;16.2;1381.0;24;1;31;5.3;1;33;25;42;-1;29;34;12;75;3.43;1.5;1.92;4;2025;2;1
132;1;40;18;0;6.0;1.0;5.0;39.3;68.0;108.0;0.63;0.74;-0.76;37;46.5;-29.8;-712.0;18;11;21;4.5;19;25;17;16;2;10;18;10;10;3.61;1.21;1.5;6.0;3.0;3.0;33.3;86.0;73.0;1.18;0.8;1.04;90;70.3;-20.3;1412.0;8;20;31;6.5;14;17;25;26;0;10;16;14;67;2.9;1.03;1.43;4;2025;2;1
133;1;19;15;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;6.0;5.0;1.0;32.1;93.0;63.0;1.48;0.81;0.95;85;56.3;27.0;913.0;8;20;12;5.8;2;20;10;24;-1;17;20;30;78;3.28;0.9;1.4;4;2025;2;1
134;1;42;46;0;6.0;0.0;6.0;29.6;35.0;102.0;0.34;0.77;-1.01;10;42.0;-42.0;-311.0;18;18;21;6.7;19;16;17;11;-1;0;0;16;24;3.05;1.15;1.28;6.0;2.0;4.0;36.0;73.0;86.0;0.85;0.74;-0.3;35;43.3;-9.9;-584.0;24;20;21;3.0;26;23;16;20;-1;10;12;24;6;3.3;1.26;1.67;4;2025;2;1
135;1;42;33;0;5.0;0.0;5.0;29.9;34.0;85.0;0.4;0.79;-0.77;8;47.4;-47.4;188.0;23;22;26;6.8;26;19;21;14;-1;0;0;16;29;3.03;1.12;1.25;5.0;4.0;1.0;34.7;76.0;57.0;1.33;0.77;0.82;92;63.6;16.4;1095.0;20;1;29;4.4;1;34;22;39;-1;28;33;9;74;3.44;1.48;2.02;4;2025;1;27
137;1;26;47;1;5.0;4.0;1.0;32.2;85.0;46.0;1.85;0.81;0.1;78;50.3;29.7;338.0;2;13;26;6.2;14;12;21;31;1;4;4;29;54;3.53;1.19;1.59;5.0;2.0;3.0;33.5;49.0;65.0;0.75;0.68;-0.74;38;37.8;2.2;-949.0;20;6;14;1.2;21;8;4;11;-1;13;16;12;25;3.43;1.24;1.56;4;2025;1;27
138;1;17;20;1;5.0;2.0;3.0;34.5;70.0;69.0;1.01;0.81;0.54;75;64.9;-24.9;699.0;12;13;34;6.0;14;9;21;20;0;4;13;21;47;2.93;1.02;1.43;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;4;2025;1;27
139;1;14;46;1;5.0;4.0;1.0;29.8;77.0;50.0;1.54;0.85;1.28;93;61.2;18.8;1380.0;12;22;15;6.2;4;22;13;23;-1;15;25;38;73;3.16;0.85;1.36;5.0;2.0;3.0;34.4;60.0;70.0;0.86;0.75;-0.42;37;38.3;1.7;-986.0;20;14;14;3.2;21;24;12;22;-1;13;10;22;9;3.25;1.24;1.62;4;2025;1;27
140;1;49;40;1;5.0;2.0;3.0;35.5;65.0;82.0;0.79;0.82;-1.04;21;34.1;5.9;-1486.0;12;22;7;3.0;26;12;21;27;1;27;13;18;15;3.36;1.27;1.42;5.0;1.0;4.0;40.2;60.0;90.0;0.67;0.74;-0.71;29;45.9;-25.9;-704.0;20;14;14;4.2;9;24;12;14;2;13;19;6;10;3.7;1.22;1.54;4;2025;1;27
141;1;45;33;0;4.0;2.0;2.0;35.6;55.0;54.0;1.02;0.77;-0.06;31;42.5;7.5;-712.0;31;18;21;3.8;32;34;17;30;-1;21;18;26;13;3.26;1.26;1.59;4.0;3.0;1.0;35.9;60.0;52.0;1.15;0.78;0.56;82;59.8;15.2;848.0;16;1;28;4.5;1;32;16;34;-1;26;32;8;69;3.48;1.51;1.92;4;2025;1;26
142;1;26;40;1;4.0;3.0;1.0;33.5;60.0;40.0;1.5;0.75;-0.36;57;41.4;33.6;-290.0;4;7;21;5.8;6;19;17;28;1;7;4;28;30;3.58;1.19;1.7;4.0;1.0;3.0;43.5;54.0;65.0;0.83;0.68;-0.45;5;53.9;-28.9;-167.0;16;20;21;4.0;14;17;16;16;2;17;19;5;19;3.82;1.25;1.66;4;2025;1;26
143;1;14;18;1;4.0;3.0;1.0;30.4;61.0;40.0;1.53;0.83;1.46;94;68.6;6.4;2050.0;4;18;21;6.3;6;19;17;23;-1;7;18;38;75;3.17;0.86;1.41;4.0;2.0;2.0;36.3;60.0;53.0;1.13;0.78;0.73;83;64.0;-14.0;549.0;16;20;28;6.0;5;10;16;18;0;7;16;22;59;2.99;1.03;1.42;4;2025;1;26
144;1;42;50;0;4.0;0.0;4.0;29.5;22.0;71.0;0.31;0.78;-1.3;15;40.7;-40.7;-524.0;18;18;21;6.3;19;15;30;21;-1;0;0;14;30;2.96;1.08;1.14;4.0;1.0;3.0;36.4;51.0;70.0;0.73;0.82;-1.0;23;36.1;-11.1;-1098.0;16;34;8;2.8;29;14;16;19;1;17;7;13;11;3.33;1.27;1.39;4;2025;1;26
145;1;19;47;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;4.0;2.0;2.0;34.4;44.0;49.0;0.9;0.68;-0.49;33;42.8;7.2;-734.0;16;9;21;1.5;14;7;5;15;-1;17;22;15;19;3.45;1.24;1.57;4;2025;1;26
146;1;26;42;1;3.0;2.0;1.0;37.2;46.0;35.0;1.31;0.73;-0.74;3;33.4;33.2;-969.0;8;11;13;5.3;0;4;26;32;1;10;4;30;21;3.89;1.32;1.8;3.0;0.0;3.0;31.8;17.0;57.0;0.3;0.77;-1.24;15;42.7;-42.7;-116.0;8;11;26;6.0;26;28;25;15;-1;0;0;7;36;2.93;1.01;1.12;4;2025;1;25
148;1;49;18;0;3.0;1.0;2.0;32.8;38.0;52.0;0.73;0.9;-1.23;26;37.0;-3.7;-1418.0;28;26;13;2.7;29;4;26;13;-1;10;8;14;7;3.28;1.22;1.36;3.0;1.0;2.0;32.6;42.0;40.0;1.05;0.84;0.84;85;63.2;-29.9;686.0;8;31;26;7.3;7;17;10;22;0;10;7;24;60;2.87;0.97;1.28;4;2025;1;25
149;1;19;33;0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;3.0;2.0;1.0;34.6;45.0;36.0;1.25;0.78;0.84;87;69.2;-2.5;1484.0;24;1;26;5.0;1;37;25;28;-1;1;1;3;65;3.43;1.48;2.04;4;2025;1;25
150;1;45;47;0;3.0;2.0;1.0;34.3;43.0;35.0;1.23;0.76;-0.34;25;31.8;34.8;-1527.0;28;11;13;2.3;29;25;26;39;-1;28;29;26;13;3.19;1.2;1.63;3.0;1.0;2.0;32.7;25.0;37.0;0.68;0.63;-0.42;44;48.5;-15.2;-401.0;24;11;26;1.7;26;17;0;6;-1;10;16;15;10;3.44;1.25;1.46;4;2025;1;25
151;1;40;15;0;3.0;1.0;2.0;45.5;46.0;55.0;0.84;0.73;-0.42;21;62.7;-29.4;366.0;8;26;13;4.3;11;19;26;15;2;10;23;10;17;3.77;1.17;1.66;3.0;2.0;1.0;28.1;51.0;32.0;1.59;0.98;1.85;99;67.4;-0.7;2144.0;8;11;26;6.3;7;17;10;22;-1;10;16;33;81;3.06;0.79;1.22;4;2025;1;25
152;1;19;27;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1.0;-1.0;-1.0;2.0;2.0;0.0;37.1;44.0;24.0;1.83;0.92;0.4;91;41.2;58.8;-224.0;16;20;21;6.5;0;17;16;44;1;17;16;34;36;3.95;1.33;1.7;4;2025;1;20
153;1;17;42;1;2.0;0.0;2.0;34.7;23.0;34.0;0.68;0.82;0.74;0;69.8;-69.8;1720.0;18;18;1;7.0;19;19;0;8;0;0;0;19;72;2.77;0.96;1.37;2.0;0.0;2.0;33.5;11.0;38.0;0.29;0.72;-1.31;12;39.0;-39.0;-866.0;0;20;21;7.0;14;32;1;35;-1;0;0;12;31;3.12;1.08;1.15;4;2025;1;20
154;1;33;50;1;2.0;1.0;1.0;33.3;30.0;24.0;1.25;0.81;0.64;95;77.5;-27.5;1479.0;1;1;21;5.0;1;36;1;33;-1;1;1;4;46;3.44;1.52;1.95;2.0;1.0;1.0;30.6;26.0;36.0;0.72;1.01;-1.26;6;31.8;18.2;-1381.0;16;1;21;3.0;1;10;16;5;-1;17;16;2;12;3.04;1.01;1.27;4;2025;1;20
155;1;46;15;0;2.0;1.0;1.0;36.3;21.0;17.0;1.24;0.52;0.98;55;70.9;-20.9;1955.0;1;18;1;2.0;1;36;0;14;-1;21;18;20;35;3.67;1.36;1.53;2.0;1.0;1.0;29.4;31.0;28.0;1.11;1.0;0.76;7;53.0;-3.0;661.0;0;0;21;4.0;0;3;0;5;-1;17;16;36;73;3.06;0.85;1.22;4;2025;1;20
156;1;45;40;1;2.0;1.0;1.0;32.1;19.0;27.0;0.7;0.72;-1.41;48;26.7;23.3;-2255.0;18;0;0;2.5;19;27;1;39;-1;21;18;25;5;3.1;1.17;1.35;2.0;1.0;1.0;49.0;38.0;31.0;1.23;0.69;-0.01;65;65.1;-15.1;514.0;16;1;21;5.0;14;17;16;18;2;17;26;5;20;3.78;1.1;1.7;4;2025;1;20
157;1;14;50;1;1.0;0.0;1.0;30.1;2.0;19.0;0.11;0.7;-1.92;27;15.7;-15.7;-2325.0;0;0;0;3.0;0;0;0;0;-1;0;0;32;20;3.25;0.93;1.46;1.0;1.0;0.0;32.5;17.0;7.0;2.43;0.74;0.81;62;53.7;46.3;885.0;0;1;1;5.0;1;4;0;2;-1;1;1;11;64;3.26;1.14;1.63;4;2025;1;19
