teamA;teamB;winA;Region_A;Games_A;Win rate_A;K:D_A;GPM_A;GDM_A;Game duration_A;Kills / game_A;Deaths / game_A;Towers killed_A;Towers lost_A;FB%_A;FT%_A;FOS%_A;DRAPG_A;DRA%_A;VGPG_A;HER%_A;ATAKHAN%_A;DRA@15_A;TD@15_A;GD@15_A;PPG_A;NASHPG_A;NASH%_A;CSM_A;DPM_A;WPM_A;VWPM_A;WCPM_A;Region_B;Games_B;Win rate_B;K:D_B;GPM_B;GDM_B;Game duration_B;Kills / game_B;Deaths / game_B;Towers killed_B;Towers lost_B;FB%_B;FT%_B;FOS%_B;DRAPG_B;DRA%_B;VGPG_B;HER%_B;ATAKHAN%_B;DRA@15_B;TD@15_B;GD@15_B;PPG_B;NASHPG_B;NASH%_B;CSM_B;DPM_B;WPM_B;VWPM_B;WCPM_B
59;67;0;7;20.0;23;1.08;1830.0;19.0;19;14.2;13.1;5.8;5.8;40.0;55.0;45.0;2.05;47.3;1.7;45.0;16;6;6;220.0;25;0.45;47.1;33.6;2454.0;3.5;1.2;1.43;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57
34;18;1;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38;2;16.0;1;0.56;1703.0;-236.0;6;9.7;17.2;3.3;8.3;37.5;25.0;43.8;1.88;46.5;2.1;37.5;9;11;2;-615.0;5;0.19;20.0;32.5;2276.0;2.8;1.34;1.38
13;31;1;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6;2;19.0;4;0.53;1703.0;-255.0;4;9.8;18.6;4.3;7.6;57.9;31.6;31.6;1.26;28.6;1.7;52.6;11;5;1;-982.0;4;0.37;28.1;31.9;2373.0;3.1;1.15;1.28
14;83;0;5;18.0;2;0.69;1701.0;-238.0;2;10.1;14.5;3.3;7.5;50.0;27.8;22.2;1.0;23.4;1.6;22.2;3;1;4;-1361.0;1;0.28;21.4;33.1;1929.0;3.5;1.18;1.34;7;23.0;29;1.32;1848.0;86.0;0;14.4;10.8;5.2;5.0;43.5;47.8;73.9;2.65;65.7;2.6;65.2;33;25;6;921.0;13;0.3;46.7;34.3;2514.0;3.5;1.28;1.44
34;67;0;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57
59;18;1;7;20.0;23;1.08;1830.0;19.0;19;14.2;13.1;5.8;5.8;40.0;55.0;45.0;2.05;47.3;1.7;45.0;16;6;6;220.0;25;0.45;47.1;33.6;2454.0;3.5;1.2;1.43;2;16.0;1;0.56;1703.0;-236.0;6;9.7;17.2;3.3;8.3;37.5;25.0;43.8;1.88;46.5;2.1;37.5;9;11;2;-615.0;5;0.19;20.0;32.5;2276.0;2.8;1.34;1.38
13;14;1;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6;5;18.0;2;0.69;1701.0;-238.0;2;10.1;14.5;3.3;7.5;50.0;27.8;22.2;1.0;23.4;1.6;22.2;3;1;4;-1361.0;1;0.28;21.4;33.1;1929.0;3.5;1.18;1.34
83;31;1;7;23.0;29;1.32;1848.0;86.0;0;14.4;10.8;5.2;5.0;43.5;47.8;73.9;2.65;65.7;2.6;65.2;33;25;6;921.0;13;0.3;46.7;34.3;2514.0;3.5;1.28;1.44;2;19.0;4;0.53;1703.0;-255.0;4;9.8;18.6;4.3;7.6;57.9;31.6;31.6;1.26;28.6;1.7;52.6;11;5;1;-982.0;4;0.37;28.1;31.9;2373.0;3.1;1.15;1.28
59;34;1;7;20.0;23;1.08;1830.0;19.0;19;14.2;13.1;5.8;5.8;40.0;55.0;45.0;2.05;47.3;1.7;45.0;16;6;6;220.0;25;0.45;47.1;33.6;2454.0;3.5;1.2;1.43;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38
67;18;1;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57;2;16.0;1;0.56;1703.0;-236.0;6;9.7;17.2;3.3;8.3;37.5;25.0;43.8;1.88;46.5;2.1;37.5;9;11;2;-615.0;5;0.19;20.0;32.5;2276.0;2.8;1.34;1.38
13;18;1;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6;2;16.0;1;0.56;1703.0;-236.0;6;9.7;17.2;3.3;8.3;37.5;25.0;43.8;1.88;46.5;2.1;37.5;9;11;2;-615.0;5;0.19;20.0;32.5;2276.0;2.8;1.34;1.38
83;59;1;7;23.0;29;1.32;1848.0;86.0;0;14.4;10.8;5.2;5.0;43.5;47.8;73.9;2.65;65.7;2.6;65.2;33;25;6;921.0;13;0.3;46.7;34.3;2514.0;3.5;1.28;1.44;7;20.0;23;1.08;1830.0;19.0;19;14.2;13.1;5.8;5.8;40.0;55.0;45.0;2.05;47.3;1.7;45.0;16;6;6;220.0;25;0.45;47.1;33.6;2454.0;3.5;1.2;1.43
31;67;0;2;19.0;4;0.53;1703.0;-255.0;4;9.8;18.6;4.3;7.6;57.9;31.6;31.6;1.26;28.6;1.7;52.6;11;5;1;-982.0;4;0.37;28.1;31.9;2373.0;3.1;1.15;1.28;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57
34;14;1;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38;5;18.0;2;0.69;1701.0;-238.0;2;10.1;14.5;3.3;7.5;50.0;27.8;22.2;1.0;23.4;1.6;22.2;3;1;4;-1361.0;1;0.28;21.4;33.1;1929.0;3.5;1.18;1.34
67;83;0;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57;7;23.0;29;1.32;1848.0;86.0;0;14.4;10.8;5.2;5.0;43.5;47.8;73.9;2.65;65.7;2.6;65.2;33;25;6;921.0;13;0.3;46.7;34.3;2514.0;3.5;1.28;1.44
59;14;1;7;20.0;23;1.08;1830.0;19.0;19;14.2;13.1;5.8;5.8;40.0;55.0;45.0;2.05;47.3;1.7;45.0;16;6;6;220.0;25;0.45;47.1;33.6;2454.0;3.5;1.2;1.43;5;18.0;2;0.69;1701.0;-238.0;2;10.1;14.5;3.3;7.5;50.0;27.8;22.2;1.0;23.4;1.6;22.2;3;1;4;-1361.0;1;0.28;21.4;33.1;1929.0;3.5;1.18;1.34
34;13;0;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6
31;18;1;2;19.0;4;0.53;1703.0;-255.0;4;9.8;18.6;4.3;7.6;57.9;31.6;31.6;1.26;28.6;1.7;52.6;11;5;1;-982.0;4;0.37;28.1;31.9;2373.0;3.1;1.15;1.28;2;16.0;1;0.56;1703.0;-236.0;6;9.7;17.2;3.3;8.3;37.5;25.0;43.8;1.88;46.5;2.1;37.5;9;11;2;-615.0;5;0.19;20.0;32.5;2276.0;2.8;1.34;1.38
13;59;1;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6;7;20.0;23;1.08;1830.0;19.0;19;14.2;13.1;5.8;5.8;40.0;55.0;45.0;2.05;47.3;1.7;45.0;16;6;6;220.0;25;0.45;47.1;33.6;2454.0;3.5;1.2;1.43
83;18;1;7;23.0;29;1.32;1848.0;86.0;0;14.4;10.8;5.2;5.0;43.5;47.8;73.9;2.65;65.7;2.6;65.2;33;25;6;921.0;13;0.3;46.7;34.3;2514.0;3.5;1.28;1.44;2;16.0;1;0.56;1703.0;-236.0;6;9.7;17.2;3.3;8.3;37.5;25.0;43.8;1.88;46.5;2.1;37.5;9;11;2;-615.0;5;0.19;20.0;32.5;2276.0;2.8;1.34;1.38
34;31;1;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38;2;19.0;4;0.53;1703.0;-255.0;4;9.8;18.6;4.3;7.6;57.9;31.6;31.6;1.26;28.6;1.7;52.6;11;5;1;-982.0;4;0.37;28.1;31.9;2373.0;3.1;1.15;1.28
14;67;0;5;18.0;2;0.69;1701.0;-238.0;2;10.1;14.5;3.3;7.5;50.0;27.8;22.2;1.0;23.4;1.6;22.2;3;1;4;-1361.0;1;0.28;21.4;33.1;1929.0;3.5;1.18;1.34;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57
34;83;1;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38;7;23.0;29;1.32;1848.0;86.0;0;14.4;10.8;5.2;5.0;43.5;47.8;73.9;2.65;65.7;2.6;65.2;33;25;6;921.0;13;0.3;46.7;34.3;2514.0;3.5;1.28;1.44
18;14;1;2;16.0;1;0.56;1703.0;-236.0;6;9.7;17.2;3.3;8.3;37.5;25.0;43.8;1.88;46.5;2.1;37.5;9;11;2;-615.0;5;0.19;20.0;32.5;2276.0;2.8;1.34;1.38;5;18.0;2;0.69;1701.0;-238.0;2;10.1;14.5;3.3;7.5;50.0;27.8;22.2;1.0;23.4;1.6;22.2;3;1;4;-1361.0;1;0.28;21.4;33.1;1929.0;3.5;1.18;1.34
67;13;0;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6
31;59;0;2;19.0;4;0.53;1703.0;-255.0;4;9.8;18.6;4.3;7.6;57.9;31.6;31.6;1.26;28.6;1.7;52.6;11;5;1;-982.0;4;0.37;28.1;31.9;2373.0;3.1;1.15;1.28;7;20.0;23;1.08;1830.0;19.0;19;14.2;13.1;5.8;5.8;40.0;55.0;45.0;2.05;47.3;1.7;45.0;16;6;6;220.0;25;0.45;47.1;33.6;2454.0;3.5;1.2;1.43
13;34;1;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38
67;34;0;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38
34;83;1;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38;7;23.0;29;1.32;1848.0;86.0;0;14.4;10.8;5.2;5.0;43.5;47.8;73.9;2.65;65.7;2.6;65.2;33;25;6;921.0;13;0.3;46.7;34.3;2514.0;3.5;1.28;1.44
13;67;1;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57
83;67;0;7;23.0;29;1.32;1848.0;86.0;0;14.4;10.8;5.2;5.0;43.5;47.8;73.9;2.65;65.7;2.6;65.2;33;25;6;921.0;13;0.3;46.7;34.3;2514.0;3.5;1.28;1.44;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57
13;34;1;6;42.0;40;1.35;1941.0;170.0;6;15.4;11.4;7.5;4.3;61.9;71.4;73.8;2.79;64.5;1.4;59.5;32;23;7;730.0;31;0.76;76.1;34.4;2605.0;3.7;1.41;1.6;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38
34;59;1;7;49.0;25;1.01;1832.0;1.0;34;13.0;12.9;6.0;6.0;57.1;51.0;51.0;2.29;46.1;1.7;55.1;19;12;5;-74.0;18;0.53;53.2;33.7;2344.0;3.4;1.32;1.38;7;20.0;23;1.08;1830.0;19.0;19;14.2;13.1;5.8;5.8;40.0;55.0;45.0;2.05;47.3;1.7;45.0;16;6;6;220.0;25;0.45;47.1;33.6;2454.0;3.5;1.2;1.43
67;31;1;6;31.0;30;1.13;1832.0;51.0;26;12.8;11.4;7.0;5.5;38.7;51.6;38.7;2.52;57.7;1.5;45.2;30;17;5;-90.0;2;0.74;60.9;33.3;2579.0;3.3;1.19;1.57;2;19.0;4;0.53;1703.0;-255.0;4;9.8;18.6;4.3;7.6;57.9;31.6;31.6;1.26;28.6;1.7;52.6;11;5;1;-982.0;4;0.37;28.1;31.9;2373.0;3.1;1.15;1.28
26;11;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
8;68;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3;89;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10;60;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26;60;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
89;10;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
8;11;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
68;3;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10;68;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3;11;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26;8;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
60;89;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
8;60;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3;26;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11;10;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
68;89;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
89;11;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
60;68;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3;8;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10;26;1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
3;60;0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1;-1;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
