Player;Country;Games;Win rate;KDA;Avg kills;Avg deaths;Avg assists;CSM;GPM;KP%;DMG%;DPM;VSPM;Avg WPM;Avg WCPM;Avg VWPM;GD@15;CSD@15;XPD@15;FB %;FB Victim;Penta Kills;Solo Kills
Canyon; KR;65;78.5%;5.3;2.9;2.2;8.7;7.0;379;71.3%;15.9;455;1.61;0.41;0.34;0.35;47;4;175;41.5%;7.7%;0;4
Caps; DK;54;50%;3.7;3.1;2.3;5.5;8.7;415;66%;24.8;600;0.96;0.26;0.25;0.09;266;8;356;22.2%;7.4%;0;17
Care; CN;68;41.2%;3.6;3.8;3.0;7.0;8.4;404;68.5%;23.5;603;1.27;0.36;0.31;0.21;-265;-;-;-;-;-;-
Career; KR;43;55.8%;4.1;1.0;3.0;11.4;1.2;259;73.6%;8.3;221;3.77;1.78;0.5;0.49;13;1;-40;18.6%;7%;0;4
Carim; KR;8;25%;2.6;2.0;2.9;5.4;5.9;333;68.4%;17.0;383;1.58;0.32;0.38;0.27;-306;-2;-338;0%;0%;0;1
Cariok; BR;29;69%;5.5;3.2;2.3;9.2;6.5;371;76.1%;14.3;395;1.44;0.33;0.31;0.3;-88;-3;-41;24.1%;0%;0;3
Carlsen; DK;25;44%;2.8;2.8;2.4;3.7;8.5;387;48.5%;21.4;538;0.82;0.29;0.17;0.13;-334;-8;-196;16%;4%;0;6
Carnage; GR;6;0%;2.1;3.3;5.8;8.7;5.0;312;77.8%;12.3;350;1.35;0.26;0.34;0.25;-315;-10;-467;16.7%;33.3%;0;1
Carros 2; PT;9;33.3%;3.3;6.7;3.9;6.1;8.0;412;75.3%;27.7;787;0.67;0.29;0.18;0.0;176;4;198;44.4%;22.2%;0;3
Carry; TR;14;35.7%;2.3;1.1;4.6;9.6;1.0;246;81.8%;9.4;253;3.6;1.86;0.43;0.46;29;-0;-56;21.4%;0%;0;1
Carzzy; CZ;21;42.9%;3.4;4.7;3.0;5.3;8.9;421;67.5%;25.8;665;1.26;0.49;0.33;0.18;-84;-3;-164;33.3%;4.8%;0;5
Casting; KR;49;55.1%;3.1;2.8;2.8;5.9;7.8;387;52.2%;21.9;641;1.14;0.54;0.17;0.22;27;1;127;16.3%;6.1%;1;11
Castle; KR;15;6.7%;0.8;1.5;4.3;2.1;7.9;363;53.3%;22.7;524;1.11;0.5;0.17;0.29;167;2;85;6.7%;20%;0;3
Caucha; PT;18;77.8%;3.4;2.8;2.7;6.4;7.5;385;38.5%;17.4;606;0.71;0.31;0.09;0.03;135;9;259;11.1%;5.6%;0;5
Cavalo; BR;16;62.5%;3.2;0.8;2.8;8.1;1.2;256;72.1%;7.3;180;3.72;1.87;0.53;0.6;-4;1;227;37.5%;12.5%;0;-
Cboi; DK;25;52%;4.0;2.6;2.9;9.0;6.4;371;74.5%;15.0;400;1.29;0.3;0.24;0.24;106;2;89;44%;8%;0;7
Celo; BR;16;62.5%;3.7;3.2;2.4;5.5;9.0;425;69.6%;25.7;611;1.25;0.42;0.38;0.08;308;3;-28;37.5%;6.3%;0;1
Centu; GR;32;65.6%;4.1;1.3;3.6;13.2;1.1;268;75%;8.1;227;3.36;1.6;0.42;0.39;254;0;348;34.4%;12.5%;0;2
Ceo; AR;16;31.3%;2.2;3.0;2.3;1.9;9.4;404;44.8%;24.5;492;1.24;0.55;0.24;0.22;-244;-6;-280;25%;6.3%;0;-
Ceos; BR;31;38.7%;2.3;0.5;3.9;8.3;1.0;225;67.1%;6.3;157;3.5;1.65;0.43;0.47;-100;-1;-92;19.4%;16.1%;0;-
Chan; KR;31;61.3%;3.9;4.5;2.6;5.7;7.9;405;56%;23.3;696;0.91;0.4;0.14;0.18;113;5;97;19.4%;9.7%;0;20
Charley; JP;17;52.9%;3.3;1.1;4.5;13.8;1.0;261;73.9%;8.8;261;3.17;1.63;0.36;0.53;271;1;247;23.5%;11.8%;0;1
Chasy; KR;38;52.6%;3.1;3.4;2.9;5.5;7.8;394;52.6%;23.9;654;0.97;0.35;0.15;0.19;316;7;145;15.8%;2.6%;0;20
Cheng9; TW;31;25.8%;2.2;3.7;4.0;4.9;7.1;371;49.4%;22.3;597;1.2;0.48;0.26;0.13;-605;-23;-433;9.7%;12.9%;1;9
ChiCh1; TW;38;42.1%;3.9;5.5;3.5;8.1;8.4;439;61.2%;23.9;788;0.93;0.38;0.25;0.09;-315;-1;-124;13.2%;7.9%;0;10
Chika; VN;18;61.1%;4.7;5.3;3.1;9.2;8.3;433;71.9%;26.8;774;1.11;0.31;0.29;0.17;-57;-1;116;22.2%;5.6%;0;5
Chomp; MX;8;0%;2.1;3.4;5.0;6.9;6.8;355;67.3%;29.5;771;0.64;0.21;0.15;0.05;-442;-7;-373;25%;0%;0;4
Chordy; AR;27;51.9%;3.0;1.6;3.6;9.4;2.2;269;68.8%;11.7;321;2.47;1.16;0.31;0.28;-165;1;21;18.5%;11.1%;0;3
Chovy; KR;65;78.5%;6.3;3.9;1.8;7.5;9.3;441;67.8%;27.7;792;1.29;0.4;0.38;0.14;258;8;257;27.7%;4.6%;1;11
Chrome; US;35;57.1%;4.1;4.5;2.7;6.6;9.1;436;69.4%;23.7;659;0.79;0.35;0.19;0.05;-54;-2;-29;28.6%;5.7%;1;6
Cinkrof; PL;27;51.9%;3.1;2.8;3.8;9.0;6.0;346;66.3%;15.9;461;1.39;0.31;0.31;0.22;-38;5;106;29.6%;3.7%;0;6
Claww; EG;19;36.8%;2.0;2.5;4.5;6.6;6.7;348;44.6%;19.8;535;0.63;0.24;0.13;0.03;-619;-11;-293;15.8%;15.8%;0;5
Clear; KR;44;40.9%;2.5;2.6;3.1;5.0;7.8;382;50.7%;22.4;601;0.94;0.35;0.2;0.14;-214;-4;-108;15.9%;6.8%;0;10
Click; IT;19;42.1%;2.3;0.9;4.3;9.2;1.2;247;66.7%;9.0;247;3.6;1.83;0.41;0.45;209;5;436;42.1%;10.5%;0;1
Climber; CN;13;23.1%;3.3;3.0;2.8;6.5;6.2;349;73.1%;16.6;419;1.31;0.31;0.3;0.22;-201;-;-;-;-;-;-
Cloud; KR;44;50%;2.4;0.7;4.6;10.5;1.0;250;74.2%;7.3;203;4.02;2.3;0.48;0.71;-38;-1;-24;22.7%;15.9%;0;3
Clozer; KR;47;36.2%;3.5;2.9;2.5;5.8;9.3;409;71.2%;27.1;655;1.06;0.43;0.23;0.15;138;4;122;29.8%;2.1%;0;5
Coated; VN;5;0%;1.3;3.2;5.6;3.8;7.3;394;50.5%;25.3;625;0.8;0.4;0.12;0.07;165;13;-121;0%;0%;0;1
Comp; GR;39;48.7%;5.8;4.3;1.5;4.5;10.1;455;69.7%;26.8;642;1.05;0.35;0.29;0.09;132;5;153;30.8%;2.6%;0;8
Competitive; JP;17;52.9%;2.5;2.8;3.9;6.8;7.7;379;66.2%;23.5;609;0.88;0.35;0.17;0.14;-78;-1;-122;5.9%;23.5%;0;3
Contractz; US;31;38.7%;2.5;2.8;3.7;6.5;6.3;341;71.4%;17.7;446;1.42;0.29;0.33;0.26;-118;-4;-69;29%;16.1%;0;4
CoreJJ; KR;26;53.8%;4.5;0.8;2.2;9.2;1.1;246;78.8%;7.2;175;3.57;1.65;0.49;0.48;189;-1;-35;26.9%;3.8%;0;1
Courage; KR;19;26.3%;1.6;2.3;4.4;5.0;5.5;324;68.4%;15.7;375;1.34;0.3;0.31;0.26;-442;-14;-681;47.4%;10.5%;0;-
Crack; KR;44;38.6%;2.3;0.5;4.2;8.9;1.1;241;70.1%;7.2;191;3.7;1.78;0.47;0.48;-6;2;-60;25%;13.6%;0;3
Crem; TR;22;54.5%;4.8;4.3;2.1;5.8;9.4;435;67.9%;26.0;658;0.74;0.3;0.2;0.03;298;13;358;27.3%;0%;0;-
Creme; CN;64;65.6%;4.1;3.8;2.7;7.1;8.8;425;66.2%;26.9;776;1.13;0.43;0.25;0.15;123;-;-;-;-;-;-
Crimson; CA;28;50%;3.4;3.1;2.5;5.3;8.0;388;53.7%;21.9;588;0.73;0.27;0.12;0.07;138;4;206;10.7%;10.7%;0;7
Crisp; CN;64;65.6%;3.5;0.7;3.6;11.8;1.0;252;74.4%;6.6;189;3.48;1.96;0.32;0.65;-13;-;-;-;-;-;-
Croco; KR;24;37.5%;3.0;3.8;3.3;6.0;7.0;377;72.7%;17.4;430;1.51;0.32;0.36;0.28;139;3;154;54.2%;8.3%;0;4
Croniik; ES;22;72.7%;4.9;2.6;2.5;9.7;6.5;367;67.4%;14.5;417;1.06;0.2;0.2;0.14;102;9;312;22.7%;4.5%;0;1
Crow; FI;12;41.7%;2.7;1.8;4.0;9.2;0.9;255;64.3%;8.5;227;2.96;1.34;0.35;0.25;-46;-5;-433;16.7%;16.7%;0;2
Crownie; SI;41;82.9%;7.2;5.9;1.8;6.9;9.7;480;62.2%;24.2;712;0.98;0.38;0.3;0.06;226;9;-193;22%;12.2%;0;2
Cryogen; VN;8;50%;2.3;0.5;4.6;10.1;1.1;241;66.3%;9.1;262;3.69;1.62;0.55;0.35;93;1;-71;12.5%;25%;0;-
Cube; CN;75;45.3%;2.7;2.1;3.0;6.2;8.0;375;54.2%;21.8;569;1.01;0.4;0.16;0.16;-181;-;-;-;-;-;-
Cuicuixi; TW;32;40.6%;2.9;4.8;3.7;5.6;8.9;443;61.3%;24.8;711;0.97;0.31;0.3;0.05;424;8;-23;15.6%;9.4%;0;11
Cuzz; KR;57;56.1%;5.3;3.2;2.2;8.4;6.7;370;76%;17.9;457;1.82;0.31;0.5;0.27;143;3;69;38.6%;1.8%;0;5
Cypher; KR;18;44.4%;3.7;3.8;2.3;4.9;9.0;414;67.8%;24.2;630;1.29;0.47;0.36;0.18;-262;-2;-9;5.6%;16.7%;0;1
Czajek; PL;21;42.9%;4.0;2.8;2.1;5.9;8.4;389;59%;25.0;644;1.08;0.45;0.21;0.25;-5;-1;68;33.3%;0%;0;4
Czekolad; PL;51;64.7%;4.3;4.4;2.9;8.1;8.3;421;68.2%;27.7;747;0.98;0.39;0.18;0.16;-2;3;124;17.6%;7.8%;0;9
D1verse; FR;7;0%;0.9;2.1;5.4;2.9;8.0;374;51.2%;26.3;577;0.59;0.3;0.11;0.06;-668;-12;-381;14.3%;14.3%;0;3
D4SH; PT;4;0%;0.9;1.5;7.5;5.5;5.7;307;77%;18.5;437;1.22;0.27;0.28;0.2;-698;-11;-355;0%;75%;0;-
D4nKa; DE;19;42.1%;2.7;2.3;4.3;9.5;5.6;330;70.7%;16.4;475;1.1;0.24;0.24;0.12;-289;-10;-495;26.3%;15.8%;0;4
D4rtaine; PT;7;28.6%;2.5;4.1;3.4;4.6;7.8;396;46.3%;26.6;666;0.65;0.36;0.05;0.07;-100;6;-88;14.3%;0%;0;1
DDahyuk; KR;22;45.5%;3.2;3.0;2.6;5.4;8.3;398;64.7%;24.6;578;0.99;0.39;0.17;0.2;0;1;108;27.3%;9.1%;0;6
DDan; BE;18;33.3%;3.3;3.1;2.8;6.1;9.1;417;58%;24.7;665;0.85;0.37;0.2;0.03;-84;-7;-284;5.6%;11.1%;0;2
DDoiV; KR;49;46.9%;2.9;2.5;3.1;6.6;6.6;356;66%;16.5;444;1.61;0.36;0.38;0.31;-123;-1;-112;20.4%;6.1%;0;1
DNTL; VN;10;40%;2.1;3.5;4.1;5.1;7.6;401;48%;24.4;711;0.76;0.35;0.09;0.19;-310;-1;-156;20%;10%;0;9
DVN; IT;16;43.8%;3.8;4.6;2.6;5.4;8.3;407;51.6%;21.0;616;0.68;0.29;0.11;0.07;-552;-15;-350;6.3%;6.3%;0;8
Daemi; KR;15;26.7%;2.4;4.0;4.2;6.1;8.2;394;62.6%;26.0;738;0.92;0.3;0.21;0.13;91;9;-8;6.7%;6.7%;0;5
Daglas; PL;36;58.3%;5.3;3.1;2.2;8.6;6.6;377;72.6%;17.3;476;1.31;0.3;0.25;0.21;-55;-5;-186;27.8%;5.6%;0;4
Daiky; CO;15;33.3%;4.3;5.2;3.5;9.6;6.1;372;81.7%;18.8;517;1.42;0.25;0.32;0.2;219;-3;-163;0%;6.7%;0;-
Dajor; DE;39;61.5%;4.0;3.6;2.5;6.5;9.1;426;56.7%;25.5;764;1.14;0.45;0.24;0.17;209;10;186;12.8%;10.3%;0;14
Daksider; AT;24;41.7%;4.3;6.3;2.8;5.5;9.4;455;69.5%;24.6;676;0.77;0.26;0.22;0.02;281;3;-39;16.7%;8.3%;1;4
Damocles; KR;15;33.3%;4.7;4.5;1.6;3.1;9.5;438;54.4%;26.6;698;0.84;0.36;0.19;0.08;-38;0;-100;13.3%;0%;0;9
Dandom; HU;15;40%;3.1;1.8;3.3;8.3;5.8;331;72.9%;12.9;326;1.31;0.34;0.23;0.28;0;-5;-58;40%;20%;0;2
Danilo; HR;10;50%;3.5;2.6;2.7;6.8;7.7;384;52.2%;21.7;563;0.58;0.29;0.08;0.0;-687;-13;-389;10%;0%;0;6
Dao; CZ;5;40%;1.6;1.6;4.0;4.6;4.4;296;41.2%;10.1;231;1.37;0.44;0.26;0.23;-659;-7;-290;20%;20%;0;-
Dardoch; US;28;50%;3.3;3.0;3.1;7.3;7.1;368;69.8%;17.7;479;1.22;0.25;0.27;0.21;190;3;106;28.6%;7.1%;0;5
DarkWings; US;35;57.1%;4.6;3.8;2.3;6.8;8.8;418;63%;29.2;807;1.15;0.41;0.25;0.19;228;10;291;8.6%;20%;0;9
Dawciu; PL;16;18.8%;3.3;4.5;3.6;7.3;6.2;371;80.4%;18.5;466;1.23;0.19;0.34;0.11;209;-2;55;25%;12.5%;0;2
Dawi; GR;7;0%;1.4;3.6;4.7;3.0;8.0;385;69.1%;35.6;827;0.55;0.28;0.07;0.08;-730;-5;-405;0%;28.6%;0;2
Daystar; KR;45;51.1%;4.3;3.2;2.4;7.1;8.9;414;65.5%;25.8;673;1.04;0.35;0.24;0.18;-11;-0;-106;22.2%;8.9%;0;14
Dcoy; CA;20;20%;1.8;1.8;3.0;3.5;7.7;349;45.4%;25.4;603;0.66;0.35;0.1;0.05;-646;-14;-320;15%;5%;0;3
Deadhound; DK;10;20%;2.4;4.7;4.1;5.1;8.1;419;63.7%;27.9;750;0.79;0.35;0.14;0.07;-267;-14;-199;20%;10%;0;6
Deadly; GB;15;40%;3.6;4.0;2.5;5.1;9.7;428;62.7%;27.8;719;1.25;0.39;0.4;0.1;140;3;65;20%;0%;0;4
Dean; TN;37;48.6%;3.7;3.2;3.1;8.2;6.5;367;65.7%;15.2;437;1.16;0.22;0.26;0.12;2;3;92;13.5%;5.4%;0;11
Deant9; JP;24;66.7%;4.3;5.5;3.1;8.0;8.4;421;62.5%;24.1;781;0.78;0.31;0.22;0.03;-112;4;124;25%;4.2%;0;5
Decay; FR;19;52.6%;4.2;3.8;2.1;4.9;9.0;416;59.9%;26.7;706;1.1;0.45;0.2;0.17;74;3;234;15.8%;10.5%;0;6
Deidara; IT;10;0%;0.9;1.9;5.9;3.5;7.6;354;48.1%;25.3;593;0.8;0.27;0.17;0.06;-505;-9;-381;20%;20%;0;7
Dekap; JO;30;83.3%;6.9;1.4;2.1;13.3;1.1;273;72.8%;7.9;228;3.45;1.74;0.4;0.5;237;1;184;33.3%;3.3%;0;-
Deletus; DE;5;20%;2.4;3.2;4.0;6.2;5.9;358;70.4%;15.5;392;1.24;0.23;0.25;0.2;-460;-3;-268;40%;0%;0;-
Delight; KR;50;66%;4.1;0.7;3.0;11.4;1.3;257;75%;7.1;198;3.69;1.88;0.48;0.5;71;5;103;30%;12%;0;1
Deliverzz; BG;6;33.3%;1.6;2.3;5.2;5.8;6.1;344;64.4%;15.3;382;1.32;0.21;0.26;0.14;-130;3;-100;33.3%;16.7%;0;-
DenVoksne; DK;22;45.5%;3.1;4.2;2.7;4.4;9.6;443;60.3%;29.4;760;1.03;0.36;0.31;0.1;-54;2;-110;27.3%;0%;0;8
Denathor; US;33;42.4%;3.3;2.9;2.4;5.2;7.8;383;57.6%;22.8;578;0.81;0.37;0.13;0.05;111;-0;81;3%;6.1%;0;8
Denyk; CZ;32;59.4%;3.8;0.8;3.1;10.8;1.0;252;68.7%;7.2;194;3.12;1.52;0.34;0.39;172;3;82;40.6%;3.1%;0;1
Devn; DE;26;69.2%;7.3;4.3;1.5;6.6;8.9;435;60%;22.0;608;0.83;0.27;0.24;0.03;121;5;258;38.5%;3.8%;0;4
Devost; CO;32;65.6%;3.6;3.9;3.5;8.7;7.4;392;61.2%;23.5;691;0.99;0.41;0.15;0.1;329;11;292;18.8%;25%;0;23
Diable; KR;46;37%;3.4;4.3;2.7;5.1;9.4;438;68.8%;27.0;721;1.17;0.41;0.32;0.12;204;5;198;28.3%;2.2%;1;4
Dice; KR;23;69.6%;5.5;4.7;2.3;7.7;8.9;460;71.3%;29.2;812;1.05;0.36;0.24;0.18;691;15;663;26.1%;17.4%;0;10
Didi; AR;27;59.3%;4.5;5.2;2.9;7.9;7.7;408;66.5%;25.4;702;0.96;0.4;0.16;0.14;21;-2;-0;33.3%;22.2%;0;4
Dinastik; CL;11;36.4%;3.1;3.5;2.7;4.8;8.4;405;63%;24.4;614;0.88;0.3;0.15;0.13;-132;5;185;9.1%;18.2%;0;2
Dionelux; TR;25;56%;2.6;2.8;3.4;5.8;7.3;370;54.2%;21.2;541;0.78;0.39;0.1;0.12;-526;-13;-369;24%;8%;0;9
Diplex; DE;15;40%;3.4;2.9;2.5;5.6;8.5;395;63.5%;26.1;652;1.11;0.39;0.21;0.24;-47;3;66;6.7%;6.7%;0;3
Dire; VN;23;56.5%;5.0;3.7;1.9;5.8;8.4;395;67.3%;23.7;598;0.86;0.31;0.21;0.13;86;-0;18;21.7%;8.7%;0;6
Disamis; BR;27;51.9%;4.5;3.2;2.4;7.4;6.4;364;71.4%;16.2;397;1.51;0.28;0.38;0.25;85;-1;-46;33.3%;3.7%;0;1
Djoko; FR;19;36.8%;5.2;5.2;2.8;9.5;6.7;391;78.4%;25.4;714;1.09;0.22;0.22;0.14;126;-5;23;36.8%;15.8%;0;7
DnDn; KR;14;21.4%;1.5;2.7;3.8;2.9;8.5;385;45.9%;25.0;634;1.01;0.53;0.12;0.23;155;9;18;7.1%;7.1%;0;5
Doggo; TW;42;66.7%;6.5;5.5;1.6;4.8;9.7;471;66.2%;27.7;726;1.34;0.46;0.4;0.15;257;6;230;26.2%;4.8%;1;10
Doinb; KR;54;35.2%;3.2;3.2;3.2;7.0;8.2;392;69.3%;24.4;633;1.11;0.34;0.25;0.16;-41;-;-;-;-;-;-
Dolis; CZ;19;42.1%;3.4;3.1;2.7;6.2;8.0;392;63.7%;27.0;611;1.01;0.48;0.15;0.2;-190;0;8;10.5%;10.5%;0;2
Doma1; HU;3;33.3%;3.7;4.7;4.0;10.0;5.6;374;65.9%;22.1;674;0.92;0.38;0.21;0.02;-1233;-47;-919;0%;66.7%;0;-
Domas; LT;17;41.2%;2.8;3.9;3.8;6.9;7.7;388;58.8%;25.6;703;0.79;0.31;0.15;0.09;-90;-2;-185;29.4%;5.9%;0;11
Dome; DE;11;45.5%;3.5;3.5;3.0;6.9;7.3;384;70.2%;17.6;437;1.18;0.21;0.24;0.13;-2;12;509;18.2%;18.2%;0;1
Domoles; PL;6;33.3%;2.3;5.0;4.3;4.8;8.1;413;78.2%;33.7;824;0.66;0.17;0.2;0.02;440;2;97;33.3%;0%;0;3
Doni1; AR;15;53.3%;3.3;3.7;3.9;9.2;7.5;384;70%;24.6;706;1.11;0.39;0.2;0.19;-170;-8;-157;33.3%;6.7%;0;3
Dooly; KR;21;28.6%;2.4;3.4;3.7;5.7;9.0;414;53.9%;25.4;671;0.73;0.25;0.19;0.07;-115;3;149;0%;4.8%;0;7
Doran; KR;72;61.1%;2.8;3.0;3.4;6.5;7.9;398;59.7%;22.3;625;1.1;0.41;0.21;0.22;114;-1;44;20.8%;12.5%;0;25
Doss; DK;49;65.3%;3.4;0.7;3.1;10.0;1.0;243;67.2%;6.3;161;3.49;1.83;0.39;0.38;-28;0;-3;24.5%;10.2%;0;-
Dotmm; TW;35;48.6%;2.8;4.1;3.9;6.6;8.3;412;54.2%;24.3;695;0.99;0.39;0.25;0.1;-254;-1;112;22.9%;14.3%;0;9
DoubleAiM; RS;4;50%;1.8;4.8;5.0;4.0;6.6;384;50.3%;17.3;506;1.33;0.23;0.31;0.2;-519;1;-492;25%;0%;0;2
Doublelift; US;33;60.6%;4.3;5.2;2.5;5.9;9.7;456;71.3%;27.9;726;1.08;0.35;0.31;0.05;221;8;216;30.3%;9.1%;0;7
Doxy; DK;13;38.5%;2.6;3.2;2.9;4.3;7.2;362;48.1%;21.3;618;0.84;0.37;0.13;0.11;-71;-2;-80;23.1%;0%;0;6
DrCalculus; CA;22;18.2%;1.5;2.0;4.0;4.1;7.1;339;49.2%;22.7;528;0.63;0.3;0.12;0.06;-579;-12;-497;18.2%;0%;0;3
DrSaw; NL;6;50%;1.5;2.5;4.7;4.7;7.1;359;35.1%;16.1;499;0.93;0.41;0.18;0.06;-262;-17;-227;33.3%;0%;0;3
Dragonblood; JP;18;50%;3.1;4.1;3.9;8.1;6.3;370;61.1%;16.0;476;1.35;0.33;0.27;0.23;-70;0;25;16.7%;0%;0;-
Draktharr; VN;39;56.4%;3.8;4.6;3.3;7.7;7.0;397;68.5%;19.7;543;1.48;0.36;0.31;0.33;529;9;436;33.3%;5.1%;0;10
Driver; TW;23;73.9%;4.5;2.5;2.1;6.9;8.1;399;54.5%;22.7;620;1.03;0.53;0.13;0.21;245;5;309;13%;8.7%;0;11
Drofan; GR;17;52.9%;4.2;5.1;3.4;9.2;6.9;400;74.6%;21.4;563;1.04;0.18;0.23;0.12;290;5;116;35.3%;17.6%;0;5
Druust; BE;18;33.3%;2.4;3.3;3.5;5.3;7.4;365;60.5%;21.9;575;1.01;0.43;0.18;0.13;-484;-11;-512;22.2%;11.1%;0;-
Druxy; GR;16;50%;4.3;4.3;2.8;7.4;8.8;425;66.5%;23.6;595;1.1;0.37;0.3;0.08;-272;-7;-160;18.8%;6.3%;0;1
DuDu; KR;43;18.6%;1.8;2.3;3.1;3.3;8.2;372;56.2%;23.9;551;0.88;0.31;0.17;0.13;-145;-3;-97;14%;20.9%;0;14
Ducks; DK;11;27.3%;1.8;0.8;5.4;8.8;1.1;240;64.4%;8.7;207;2.86;1.39;0.36;0.19;-44;4;94;36.4%;27.3%;0;1
Duro; KR;65;78.5%;5.1;0.6;2.4;11.7;0.8;255;76%;6.5;185;3.54;1.82;0.37;0.48;-39;-5;-125;29.2%;9.2%;0;1
Dust; VN;2;50%;2.8;2.5;5.0;11.5;5.7;341;66.8%;12.4;302;1.4;0.48;0.3;0.37;-490;-29;-768;0%;0%;0;-
Dya; CO;25;68%;5.3;4.7;2.2;7.1;9.0;435;64.5%;24.6;751;1.05;0.4;0.26;0.11;116;3;149;24%;12%;0;2
EL; KR;15;73.3%;5.4;5.1;2.4;7.8;6.4;388;72.5%;16.9;469;1.39;0.38;0.28;0.36;390;-2;128;26.7%;13.3%;0;6
EN; TW;17;5.9%;1.1;1.1;7.8;7.7;1.3;251;61.5%;7.6;204;2.8;1.34;0.35;0.34;-418;1;-96;23.5%;17.6%;0;3
Eckas; LT;13;30.8%;2.9;2.7;3.5;7.2;6.3;346;76.1%;19.7;518;1.4;0.32;0.32;0.23;255;3;308;38.5%;15.4%;0;2
Ecstassy; RO;16;31.3%;2.6;3.5;3.1;4.8;8.8;396;62.4%;24.4;625;0.75;0.32;0.19;0.03;-178;0;-190;25%;6.3%;0;1
Eddie; VN;23;56.5%;6.7;3.9;1.5;6.3;9.7;437;69.4%;28.2;720;1.2;0.45;0.31;0.15;359;6;295;21.7%;4.3%;0;3
Eika; FR;39;48.7%;3.4;2.7;2.4;5.3;8.5;395;62.1%;23.5;555;1.15;0.43;0.21;0.19;-369;-9;-213;12.8%;7.7%;0;4
Elijah; DK;8;37.5%;3.1;2.9;2.4;4.5;8.5;400;41%;27.3;723;0.92;0.37;0.11;0.11;218;-0;138;0%;0%;0;6
Elio; VN;49;53.1%;3.7;0.5;2.8;9.9;1.0;244;74.8%;8.6;193;3.33;1.7;0.36;0.47;-17;0;44;30.6%;8.2%;0;2
Elixir; GR;8;50%;3.0;4.4;4.6;9.4;6.4;380;65.2%;16.9;502;1.21;0.31;0.18;0.21;-108;3;-58;50%;12.5%;0;1
Elk; CN;91;62.6%;4.9;4.9;2.4;6.8;9.3;452;67.5%;27.5;767;1.28;0.4;0.4;0.13;139;3;71;11%;0%;0;3
Ellim; KR;41;41.5%;3.9;3.4;2.4;6.1;6.9;375;73%;16.9;409;1.5;0.4;0.31;0.35;-37;2;168;43.9%;2.4%;0;4
Elramir; TR;30;83.3%;4.9;2.6;2.7;10.7;6.4;374;64%;15.3;443;1.42;0.36;0.28;0.33;18;5;180;26.7%;6.7%;0;5
Elyoya; ES;48;54.2%;4.9;2.5;2.0;7.5;6.3;353;70.9%;15.0;359;1.61;0.33;0.42;0.31;-29;-4;-160;37.5%;4.2%;0;3
Emo; VN;23;56.5%;4.2;3.3;2.5;7.2;8.6;405;72.2%;23.0;539;1.14;0.51;0.2;0.25;-318;-6;-319;17.4%;17.4%;0;1
Empyros; GR;39;48.7%;2.3;2.6;2.8;3.9;8.5;403;50.4%;23.4;553;1.1;0.41;0.21;0.17;-76;-2;-266;7.7%;17.9%;0;13
Enapon; JP;26;57.7%;3.3;1.2;4.2;12.5;0.9;260;66%;8.6;267;2.85;1.38;0.32;0.39;141;-3;5;23.1%;7.7%;0;-
Endless; HU;4;50%;3.5;7.0;4.0;7.0;6.3;447;75.7%;26.9;932;0.91;0.47;0.13;0.02;294;-32;-430;25%;0%;0;1
Endz; EE;3;33.3%;2.4;0.7;6.0;13.7;1.0;241;62.4%;7.6;218;2.98;1.41;0.35;0.32;44;7;430;33.3%;66.7%;0;-
Enga; AR;28;67.9%;4.6;3.6;2.4;7.5;8.3;418;65.2%;24.2;681;1.02;0.31;0.21;0.13;214;5;73;28.6%;7.1%;0;7
Enjawve; FR;13;30.8%;1.9;1.1;5.5;9.2;1.0;244;75.5%;8.9;232;3.25;1.75;0.32;0.53;140;-3;177;38.5%;7.7%;0;1
Enkil; PL;7;85.7%;3.3;0.9;4.1;12.7;0.9;253;65.4%;6.9;197;3.32;1.37;0.45;0.35;305;-3;72;42.9%;0%;0;-
Envyy; KR;43;55.8%;4.1;4.5;2.6;5.9;9.1;429;63.2%;23.7;635;1.09;0.37;0.31;0.12;-59;-2;-30;16.3%;16.3%;0;6
Erdote; PL;39;48.7%;3.0;0.7;3.0;8.5;1.0;234;71.3%;7.7;179;3.55;1.93;0.38;0.44;-147;-0;-44;28.2%;12.8%;0;-
Erha; CN;48;43.8%;3.2;0.6;3.3;9.9;1.0;241;73.7%;7.6;192;3.55;1.91;0.39;0.57;-63;-;-;-;-;-;-
Eria;;5;0%;1.1;1.6;5.4;4.4;3.5;292;78.2%;22.2;487;2.06;0.82;0.33;0.23;-430;-8;-578;20%;0%;0;2
Erolle; DK;3;100%;5.8;0.7;2.7;14.7;0.9;272;56.3%;6.3;222;2.31;1.1;0.16;0.31;404;-1;-80;33.3%;33.3%;0;-
Escik; PL;16;43.8%;3.5;3.9;2.7;5.5;8.6;413;70.7%;28.2;786;0.92;0.37;0.2;0.12;214;3;94;18.8%;6.3%;0;3
Esko; CZ;17;29.4%;4.9;5.5;2.5;6.9;8.4;414;66.2%;23.9;652;0.95;0.39;0.21;0.09;106;-1;114;29.4%;5.9%;0;2
Etude;;6;33.3%;1.8;4.2;6.2;6.8;5.8;364;61.7%;24.4;744;0.9;0.39;0.12;0.09;-662;-23;-317;16.7%;0%;0;3
Eve; KR;2;50%;3.6;3.5;4.0;11.0;6.1;370;58.2%;18.3;654;0.9;0.43;0.18;0.14;-248;-13;334;0%;0%;0;-
