Player;Country;Games;Win rate;KDA;Avg kills;Avg deaths;Avg assists;CSM;GPM;KP%;DMG%;DPM;VSPM;Avg WPM;Avg WCPM;Avg VWPM;GD@15;CSD@15;XPD@15;FB %;FB Victim;Penta Kills;Solo Kills
Castle; KR;5;20%;2.2;3.0;2.8;3.2;8.3;379;61.3%;22.7;514;1.22;0.5;0.21;0.29;105;-3;141;40%;0%;0;2
Ceos; BR;5;80%;3.8;0.2;3.4;12.8;1.1;245;85.6%;5.9;155;3.73;1.67;0.5;0.46;-369;2;-238;20%;0%;0;-
Chovy; KR;19;73.7%;5.8;3.4;1.9;7.8;9.6;455;65.6%;28.2;792;1.23;0.42;0.33;0.13;510;16;481;26.3%;0%;1;2
Citrus; KR;5;40%;4.4;1.6;2.2;8.0;6.5;352;82.6%;15.0;341;1.96;0.46;0.53;0.37;-208;-0;-317;60%;0%;0;1
Clear; KR;9;55.6%;3.7;2.7;2.6;6.7;7.7;377;52.7%;23.5;655;0.96;0.31;0.21;0.15;-24;2;-5;11.1%;0%;0;2
Climber; CN;13;53.8%;3.9;2.6;2.8;8.6;6.4;369;82.2%;14.8;362;1.57;0.32;0.38;0.25;-255;-;-;-;-;-;-
Clozer; KR;10;60%;5.8;3.3;2.1;8.8;8.9;410;70%;21.4;613;0.99;0.39;0.23;0.17;13;-3;-130;10%;10%;0;1
Contractz; US;5;80%;4.5;3.2;2.6;8.4;6.6;370;74.7%;17.8;474;1.75;0.32;0.42;0.28;-48;2;-114;80%;0%;0;1
CoreJJ; KR;5;60%;4.8;0.0;2.6;12.6;1.0;251;73.7%;5.2;145;3.58;1.73;0.49;0.53;-59;-2;-229;20%;0%;0;-
Creme; CN;15;66.7%;4.6;5.2;2.9;7.9;8.0;424;73.7%;26.3;727;1.11;0.38;0.26;0.2;444;-;-;-;-;-;-
Crisp; CN;16;43.8%;2.6;0.4;4.1;10.3;1.0;241;72.3%;5.3;154;3.87;2.14;0.45;0.7;-30;-;-;-;-;-;-
Croco; KR;10;60%;4.9;3.3;2.7;10.0;6.9;379;76%;17.1;497;1.55;0.24;0.45;0.19;-60;-2;-127;30%;10%;0;-
Cube; CN;17;35.3%;2.7;2.1;2.9;5.6;7.8;368;62.8%;22.9;587;1.1;0.45;0.18;0.15;-197;-;-;-;-;-;-
Cuzz; KR;8;25%;3.2;3.3;3.4;7.6;6.4;359;74.9%;16.2;434;1.75;0.3;0.45;0.27;-430;-4;-398;12.5%;0%;0;-
DarkWings; US;5;20%;1.9;1.8;3.0;4.0;8.2;374;65.1%;30.3;689;1.15;0.38;0.32;0.2;-156;-6;-306;0%;20%;0;-
Delight; KR;13;53.8%;3.9;1.2;3.3;11.8;1.2;262;81.5%;7.3;201;3.8;1.99;0.46;0.59;224;5;-6;30.8%;7.7%;0;1
Diable; KR;9;55.6%;3.5;5.6;3.9;7.9;9.6;461;80.8%;28.5;816;1.22;0.46;0.35;0.15;-69;1;104;22.2%;22.2%;0;1
Dire; VN;4;100%;12.8;3.3;1.0;9.5;8.6;427;83%;25.3;586;0.79;0.34;0.09;0.17;-145;5;423;25%;25%;0;-
DnDn; KR;2;0%;1.2;2.0;4.5;3.5;8.4;374;43.7%;21.3;444;1.22;0.58;0.11;0.22;-1080;-20;-408;0%;0%;0;-
Doggo; TW;8;62.5%;5.7;4.9;1.9;5.9;9.9;470;64.7%;25.4;655;1.49;0.49;0.45;0.2;-217;-14;-666;12.5%;12.5%;0;3
Doinb; KR;10;60%;4.8;1.9;2.0;7.6;8.5;391;66.2%;24.0;548;1.04;0.39;0.23;0.13;-186;-;-;-;-;-;-
Doran; KR;16;75%;3.1;3.3;3.1;6.5;8.1;410;57.1%;23.4;709;0.98;0.39;0.18;0.21;28;0;7;18.8%;12.5%;0;11
Driver; TW;4;50%;2.2;1.8;4.3;7.5;7.4;359;63.8%;21.6;511;1.07;0.53;0.1;0.16;88;-8;89;0%;0%;0;-
DuDu; KR;9;11.1%;1.6;1.7;3.3;3.6;7.3;339;41.4%;22.2;531;0.95;0.31;0.17;0.17;216;8;201;0%;0%;0;-
Duro; KR;19;73.7%;4.4;1.0;3.1;12.4;0.8;258;77.9%;6.7;191;3.67;1.95;0.36;0.49;-117;-4;-162;52.6%;5.3%;0;-
Eddie; VN;4;100%;11.5;5.3;1.0;6.3;10.9;511;76.2%;33.7;764;1.41;0.49;0.41;0.14;-20;0;132;0%;0%;0;-
Elio; VN;7;14.3%;2.2;0.1;3.4;7.3;1.1;231;71.2%;6.3;149;3.55;1.83;0.38;0.52;0;-2;-93;57.1%;0%;0;-
Elk; CN;12;75%;8.3;6.2;1.8;8.4;9.3;471;76%;27.3;816;1.18;0.36;0.37;0.1;234;-2;221;8.3%;8.3%;0;-
Elyoya; ES;6;50%;3.2;3.2;2.8;5.8;6.4;355;64.8%;16.3;408;1.59;0.37;0.38;0.32;-493;-5;-244;0%;0%;0;-
Emo; VN;5;20%;1.7;2.2;4.0;4.4;8.6;379;63.5%;19.9;472;1.19;0.49;0.23;0.29;-228;-8;-500;20%;0%;0;-
Evi; JP;5;40%;1.4;1.8;4.4;4.2;7.9;369;58.5%;19.9;503;0.97;0.43;0.16;0.13;-579;-4;-385;0%;0%;0;2
Eyla; AU;4;0%;1.3;0.3;5.5;6.8;0.9;220;75.8%;8.3;191;3.33;1.68;0.38;0.45;-72;1;479;25%;0%;0;-
FATE; KR;5;40%;2.8;2.0;2.8;5.8;8.7;389;67.6%;26.8;675;0.92;0.29;0.18;0.12;158;2;99;0%;0%;0;-
FBI; AU;4;0%;2.0;2.5;3.3;4.0;8.4;372;69.5%;31.2;734;1.01;0.43;0.27;0.16;-71;-5;-506;25%;0%;0;-
Faker; KR;16;75%;3.9;3.4;2.6;6.7;8.4;418;57.7%;22.8;703;0.92;0.41;0.18;0.14;-149;-7;-195;37.5%;0%;0;3
Feather; CN;9;44.4%;4.1;0.3;2.8;11.1;1.2;243;89.3%;5.8;133;3.84;2.12;0.44;0.67;-65;-;-;-;-;-;-
Flakked; ES;3;33.3%;3.6;4.3;2.3;4.0;10.1;454;79.5%;23.5;489;1.48;0.5;0.41;0.13;-29;3;-284;33.3%;33.3%;0;-
Flandre; CN;21;57.1%;4.8;3.0;2.1;7.1;7.9;386;63.4%;23.7;656;1.02;0.4;0.17;0.18;1;3;337;4.8%;4.8%;0;3
Fudge; AU;5;80%;3.5;2.8;2.6;6.2;8.4;397;57.9%;18.1;467;1.0;0.38;0.18;0.11;-192;-6;-279;0%;20%;0;-
GALA; CN;11;63.6%;4.7;6.5;2.9;7.1;8.8;461;68.3%;26.9;863;0.96;0.31;0.31;0.11;-111;-;-;-;-;-;-
GIDEON; KR;8;0%;1.5;2.4;4.8;4.8;6.4;351;80.8%;15.4;370;1.54;0.39;0.32;0.32;-1;-6;-213;0%;0%;0;2
Gaeng; KR;5;40%;2.0;0.2;4.6;9.2;0.8;235;81.5%;5.8;146;3.34;1.79;0.32;0.51;-312;-2;-236;20%;20%;0;-
Gakgos; TR;1;100%;3.3;1.0;3.0;9.0;8.9;403;50%;16.0;481;0.85;0.43;0.1;0.13;-206;16;-64;0%;100%;0;-
Guigo; BR;3;33.3%;1.7;3.3;4.3;4.0;7.2;361;51%;29.1;740;1.15;0.43;0.22;0.16;-998;-17;-818;33.3%;33.3%;0;1
Gumayusi; KR;16;75%;6.8;6.3;1.8;5.6;9.8;484;69.1%;27.5;857;1.1;0.48;0.28;0.15;283;14;177;12.5%;18.8%;0;2
Gury; VN;4;100%;9.3;4.3;1.8;12.0;7.2;412;77.1%;18.7;618;1.95;0.49;0.39;0.26;675;9;818;25%;0%;0;-
Haichao; CN;12;16.7%;2.3;2.8;3.4;4.9;8.1;372;74.8%;26.9;612;1.21;0.38;0.28;0.19;-47;-;-;-;-;-;-
Hang; CN;15;66.7%;4.2;0.8;3.3;13.3;1.0;253;81%;5.8;162;3.72;2.04;0.37;0.56;86;-;-;-;-;-;-
Hans SamD; KR;2;0%;0.9;1.0;3.5;2.0;9.0;377;54.2%;29.8;581;0.83;0.35;0.3;0.02;-788;-19;-675;50%;50%;0;-
Hans Sama; FR;10;50%;5.5;5.2;1.9;5.3;9.3;448;72%;27.3;783;1.24;0.39;0.39;0.12;-39;1;-207;30%;10%;0;-
Harp; KR;5;40%;3.4;0.4;2.6;8.4;1.1;236;75.8%;9.6;227;3.83;1.7;0.5;0.62;-31;4;280;20%;20%;0;-
Hena; KR;5;40%;3.4;4.8;2.8;4.8;8.6;426;72.8%;31.0;718;1.03;0.48;0.16;0.14;128;-4;-277;20%;0%;0;-
Hizto; VN;4;100%;7.7;3.5;1.8;10.0;6.5;376;84.7%;15.1;355;1.5;0.45;0.23;0.36;-292;2;-118;25%;0%;0;-
HongQ; TW;8;62.5%;3.6;3.0;2.9;7.3;9.1;426;66.2%;26.5;625;1.36;0.48;0.3;0.31;359;9;451;25%;0%;0;1
Hope; CN;21;57.1%;5.8;4.6;2.1;7.8;9.1;437;83.1%;26.4;725;1.31;0.48;0.37;0.18;30;1;226;9.5%;9.5%;0;-
Hoya; KR;9;44.4%;4.0;2.1;2.0;5.9;7.6;371;66.2%;22.4;486;1.09;0.49;0.12;0.26;-401;-;-;-;-;-;-
Huhi; KR;5;20%;2.1;0.6;3.6;7.0;1.1;227;80%;8.1;190;4.13;2.18;0.49;0.61;79;-3;-235;0%;40%;0;-
Hype; KR;10;60%;5.5;6.0;2.4;7.1;9.0;443;73.1%;31.1;901;1.18;0.37;0.37;0.1;-94;-8;143;20%;10%;0;4
Ice; KR;2;100%;6.0;8.0;2.5;7.0;10.5;522;77.3%;29.1;694;1.14;0.41;0.39;0.15;434;14;-162;50%;0%;0;-
Impact; KR;5;60%;2.7;4.0;3.6;5.6;7.0;386;62.3%;22.5;632;0.88;0.34;0.14;0.13;-330;-1;-39;0%;20%;0;1
Inspired; PL;9;66.7%;4.0;2.3;2.6;8.0;7.4;388;61.9%;16.2;485;1.28;0.19;0.32;0.13;87;11;397;33.3%;11.1%;0;-
Isles; AU;4;0%;3.0;1.0;3.0;8.0;1.2;241;81.9%;14.0;331;3.58;2.02;0.39;0.44;397;1;273;25%;0%;0;-
Isma; FR;3;33.3%;1.4;3.0;4.3;3.0;6.1;336;70.4%;13.3;297;1.46;0.35;0.4;0.28;211;2;128;66.7%;0%;0;1
JackeyLove; CN;15;66.7%;5.1;5.4;2.5;7.5;9.5;460;75.4%;29.2;816;1.31;0.39;0.42;0.15;-22;-;-;-;-;-;-
Jackies; CZ;3;33.3%;1.5;1.7;4.3;5.0;7.3;359;44.9%;28.3;699;1.1;0.36;0.27;0.21;435;-3;69;33.3%;0%;0;1
JiaQi; CN;14;28.6%;3.6;3.6;2.2;4.3;9.6;421;73.1%;32.9;755;1.13;0.37;0.37;0.13;-189;-;-;-;-;-;-
JimieN; TW;6;33.3%;3.0;1.3;2.0;4.7;8.4;361;59.9%;21.4;461;1.03;0.37;0.19;0.14;-368;-7;-340;16.7%;33.3%;0;-
Jiwoo; KR;4;0%;2.0;2.5;4.0;5.5;8.8;408;73.6%;26.3;632;0.96;0.43;0.24;0.13;-196;-7;88;50%;50%;0;1
JoJo; BR;3;33.3%;3.7;0.3;3.0;10.7;1.0;238;70.6%;7.1;183;3.89;2.01;0.45;0.54;219;-2;-264;66.7%;0%;0;-
Jun; KR;3;33.3%;2.6;0.7;3.3;8.0;1.1;245;73%;5.7;125;3.52;2.27;0.31;0.62;130;-0;332;66.7%;33.3%;0;-
JunJia; TW;8;62.5%;7.2;4.0;1.8;8.6;6.9;388;79%;17.0;429;1.59;0.41;0.33;0.38;149;6;319;25%;25%;0;-
Junhao; CN;14;35.7%;3.7;2.1;2.1;5.6;7.0;361;81.7%;15.0;333;1.68;0.33;0.45;0.27;-114;-;-;-;-;-;-
Jwei; CN;14;28.6%;2.3;0.4;3.9;8.4;1.1;225;79.9%;5.5;121;3.53;2.01;0.34;0.57;-85;-;-;-;-;-;-
Kael; KR;21;57.1%;3.4;0.4;3.5;11.5;1.1;247;78.6%;7.8;214;3.99;2.12;0.48;0.62;4;-1;145;14.3%;4.8%;0;-
Kaiwing; HK;8;62.5%;3.9;0.8;3.0;10.9;1.2;247;72.1%;7.1;177;3.71;1.97;0.42;0.49;95;5;239;25%;12.5%;0;-
Kakkun; JP;5;40%;3.4;3.4;2.4;4.8;8.4;401;73.3%;27.0;611;0.84;0.33;0.19;0.06;-567;-16;-506;20%;20%;0;1
Kamiloo; FR;3;33.3%;1.9;1.7;3.7;5.3;8.0;375;61.1%;29.2;589;1.24;0.41;0.34;0.24;-374;-13;-628;0%;0%;0;-
Kanavi; KR;15;66.7%;4.1;3.6;3.3;10.1;7.1;397;77.8%;19.2;529;1.72;0.31;0.44;0.27;104;-;-;-;-;-;-
Karis; KR;17;35.3%;3.2;3.0;2.9;6.2;8.2;385;68.8%;24.4;637;1.09;0.37;0.24;0.21;-108;-;-;-;-;-;-
Karsa; TW;4;0%;1.9;2.5;3.8;4.5;6.2;351;92.2%;11.9;274;1.66;0.41;0.35;0.35;117;-14;-366;50%;0%;0;1
Kati; VN;4;100%;5.3;3.0;2.3;9.0;9.1;419;57.3%;22.7;739;1.35;0.46;0.38;0.17;85;6;332;0%;0%;0;-
Keduii; DE;2;0%;2.3;3.5;3.5;4.5;9.2;419;71.6%;28.9;625;1.4;0.47;0.4;0.11;-434;-14;162;0%;0%;0;2
Keine; KR;4;0%;1.6;2.5;4.3;4.3;7.8;360;60.4%;21.8;476;1.12;0.4;0.21;0.16;-326;-8;-83;25%;50%;0;-
Kellin; KR;9;55.6%;2.9;0.9;4.6;12.3;0.9;248;81.7%;6.9;195;3.74;2.15;0.42;0.67;-45;-1;-394;44.4%;11.1%;0;-
Keria; KR;16;75%;4.5;0.8;2.8;11.8;1.1;266;70.7%;9.5;297;3.67;2.02;0.38;0.61;66;0;259;25%;0%;0;4
Kiaya; VN;7;14.3%;1.9;1.9;3.1;4.0;8.4;377;50.3%;26.7;624;1.04;0.51;0.12;0.17;138;10;386;14.3%;14.3%;0;4
Kiin; KR;19;73.7%;4.0;3.9;2.5;6.3;8.0;408;59.4%;23.7;679;1.07;0.38;0.23;0.13;176;2;88;21.1%;10.5%;0;3
Knight; CN;12;75%;7.0;6.1;2.1;8.6;8.5;443;69.7%;28.1;850;1.12;0.35;0.29;0.12;184;0;286;0%;8.3%;0;-
Kratos; VN;4;100%;7.4;5.3;1.8;7.8;8.0;436;65.5%;20.3;663;1.01;0.33;0.22;0.15;901;3;190;25%;0%;0;3
Kyeahoo; KR;12;50%;3.9;4.3;2.8;6.9;8.8;420;74.7%;25.1;686;1.17;0.41;0.24;0.21;68;3;135;41.7%;8.3%;0;3
LP; CN;7;14.3%;1.3;2.1;4.4;3.7;9.1;388;68%;26.5;585;1.1;0.38;0.33;0.07;-405;-;-;-;-;-;-
Labrov; GR;10;50%;4.1;0.7;2.8;10.7;1.0;253;81%;8.2;227;3.56;1.8;0.45;0.47;-49;2;-24;30%;20%;0;-
Larssen; SE;2;0%;1.6;1.0;2.5;3.0;8.5;376;79.2%;22.8;446;0.65;0.37;0.09;0.09;-172;-7;-245;50%;0%;0;-
Leave; CN;10;60%;4.6;5.2;2.4;5.8;9.7;458;75.4%;33.3;794;1.28;0.38;0.43;0.13;371;-;-;-;-;-;-
Lehends; KR;8;0%;1.0;1.0;6.0;4.9;1.1;236;62.7%;9.7;226;3.33;2.01;0.33;0.57;-96;6;59;37.5%;25%;0;-
Levi; VN;7;14.3%;2.2;4.0;3.7;4.0;6.9;374;79.2%;17.2;422;1.47;0.29;0.37;0.29;211;2;74;57.1%;0%;0;1
Life; KR;9;11.1%;2.0;1.0;4.6;7.9;0.8;233;78%;6.9;161;3.49;1.87;0.39;0.49;91;1;107;33.3%;22.2%;0;-
Light; CN;16;43.8%;4.6;4.1;2.1;5.8;9.1;429;69.7%;28.5;784;0.96;0.36;0.3;0.05;-47;-;-;-;-;-;-
