tournament;date;Team;GP;AGT;KD;CKPM;GPR;GSPD;EGR;MLR;GD15;FB%;FT%;F3T%;PPG;HLD%;GRB%;FD%;DRG%;ELD%;FBN%;BN%;LNE%;JNG%;WPM;CWPM;WCPM;winrate%
LTA South 2025 Split 3;2025-07-27;Fluxo W7M;2;32.6;0.42;0.68;-1.14;-0.094;43.5;-43.5;-1418.0;0.5;0.0;0.0;3.0;0.0;0.5;1.0;0.75;;0.0;0.0;0.49;0.465;3.46;1.48;1.43;0.0
LTA South 2025 Split 3;2025-07-27;FURIA;2;32.6;2.38;0.68;1.14;0.094;56.5;43.5;1418.0;0.5;1.0;1.0;3.0;1.0;0.5;0.0;0.25;;0.5;1.0;0.51;0.535;3.12;1.16;1.78;1.0
LTA South 2025 Split 3;2025-07-27;Isurus;3;29.9;0.69;1.01;-1.17;-0.069;37.2;-3.9;-951.0;0.33;0.0;0.33;3.3;1.0;0.44;0.33;0.46;;0.33;1.0;0.493;0.5329999999999999;3.42;1.18;1.42;0.3333333333333333
LTA South 2025 Split 3;2025-07-27;Leviatan;2;36.3;0.35;0.69;-1.91;-0.136;37.0;-37.0;-345.0;0.5;0.0;0.0;1.5;0.5;0.67;0.5;0.2;;0.0;0.0;0.48;0.434;3.45;1.24;1.59;0.0
LTA South 2025 Split 3;2025-07-27;LOUD;3;30.8;0.76;1.18;-0.53;-0.071;42.8;-9.5;-545.0;0.33;1.0;0.67;3.7;0.67;0.44;0.33;0.58;;0.33;0.33;0.48;0.489;3.19;1.44;1.38;0.3333333333333333
LTA South 2025 Split 3;2025-07-27;paiN Gaming;2;36.3;2.85;0.69;1.91;0.136;63.0;37.0;345.0;0.5;1.0;1.0;1.0;0.5;0.33;0.5;0.8;;1.0;1.0;0.52;0.5660000000000001;3.78;1.42;2.05;1.0
LTA South 2025 Split 3;2025-07-27;RED Canids;3;29.9;1.46;1.01;1.17;0.069;62.8;3.9;951.0;0.67;1.0;0.67;4.7;0.0;0.56;0.67;0.54;;0.0;0.0;0.507;0.467;3.54;1.28;1.54;0.6666666666666666
LTA South 2025 Split 3;2025-07-27;Vivo Keyd Stars;3;30.8;1.32;1.18;0.53;0.071;57.2;9.5;545.0;0.67;0.0;0.33;2.0;0.33;0.56;0.67;0.42;;0.67;0.67;0.52;0.511;3.02;1.12;1.61;0.6666666666666666
LTA South 2025 Split 3;2025-08-02;Fluxo W7M;5;29.9;0.63;0.76;-0.3;-0.036000000000000004;52.9;-32.9;38.0;0.4;0.2;0.2;4.2;0.6;0.67;0.6;0.65;;0.2;0.2;0.49;0.485;3.34;1.44;1.48;0.2
LTA South 2025 Split 3;2025-08-02;FURIA;5;31.8;1.13;0.7;0.83;0.026000000000000002;62.7;-2.7;1245.0;0.6;0.8;0.8;4.2;0.8;0.6;0.2;0.36;;0.6;0.8;0.499;0.526;3.22;1.21;1.63;0.6
LTA South 2025 Split 3;2025-08-02;Isurus;6;29.1;0.89;0.92;-0.77;-0.035;39.1;10.9;-980.0;0.5;0.33;0.5;3.2;0.5;0.33;0.5;0.44;;0.5;0.75;0.502;0.517;3.36;1.28;1.45;0.5
LTA South 2025 Split 3;2025-08-02;Leviatan;2;36.3;0.35;0.69;-1.91;-0.136;37.0;-37.0;-345.0;0.5;0.0;0.0;1.5;0.5;0.67;0.5;0.2;;0.0;0.0;0.48;0.434;3.45;1.24;1.59;0.0
LTA South 2025 Split 3;2025-08-02;LOUD;3;30.8;0.76;1.18;-0.53;-0.071;42.8;-9.5;-545.0;0.33;1.0;0.67;3.7;0.67;0.44;0.33;0.58;;0.33;0.33;0.48;0.489;3.19;1.44;1.38;0.3333333333333333
LTA South 2025 Split 3;2025-08-02;paiN Gaming;5;33.3;1.85;0.7;0.48;0.066;45.1;34.9;-540.0;0.4;0.6;0.6;2.6;0.4;0.33;0.6;0.67;;0.6;0.6;0.513;0.514;3.78;1.35;1.6;0.8
LTA South 2025 Split 3;2025-08-02;RED Canids;3;29.9;1.46;1.01;1.17;0.069;62.8;3.9;951.0;0.67;1.0;0.67;4.7;0.0;0.56;0.67;0.54;;0.0;0.0;0.507;0.467;3.54;1.28;1.54;0.6666666666666666
LTA South 2025 Split 3;2025-08-02;Vivo Keyd Stars;3;30.8;1.32;1.18;0.53;0.071;57.2;9.5;545.0;0.67;0.0;0.33;2.0;0.33;0.56;0.67;0.42;;0.67;0.67;0.52;0.511;3.02;1.12;1.61;0.6666666666666666
LTA South 2025 Split 3;2025-08-03;Fluxo W7M;5;29.9;0.63;0.76;-0.3;-0.036000000000000004;52.9;-32.9;38.0;0.4;0.2;0.2;4.2;0.6;0.67;0.6;0.65;;0.2;0.2;0.49;0.485;3.34;1.44;1.48;0.2
LTA South 2025 Split 3;2025-08-03;FURIA;5;31.8;1.13;0.7;0.83;0.026000000000000002;62.7;-2.7;1245.0;0.6;0.8;0.8;4.2;0.8;0.6;0.2;0.36;;0.6;0.8;0.499;0.526;3.22;1.21;1.63;0.6
LTA South 2025 Split 3;2025-08-03;Isurus;6;29.1;0.89;0.92;-0.77;-0.035;39.1;10.9;-980.0;0.5;0.33;0.5;3.2;0.5;0.33;0.5;0.44;;0.5;0.75;0.502;0.517;3.36;1.28;1.45;0.5
LTA South 2025 Split 3;2025-08-03;Leviatan;4;35.3;0.58;0.83;-0.97;-0.077;52.2;-52.2;303.0;0.5;0.25;0.25;2.5;0.5;0.58;0.5;0.16;;0.0;0.0;0.486;0.43700000000000006;3.44;1.25;1.41;0.0
LTA South 2025 Split 3;2025-08-03;LOUD;6;30.3;0.63;0.95;-0.64;-0.064;46.8;-13.5;-789.0;0.33;0.67;0.5;3.3;0.5;0.44;0.67;0.64;;0.33;0.33;0.488;0.494;3.25;1.34;1.48;0.3333333333333333
LTA South 2025 Split 3;2025-08-03;paiN Gaming;5;33.3;1.85;0.7;0.48;0.066;45.1;34.9;-540.0;0.4;0.6;0.6;2.6;0.4;0.33;0.6;0.67;;0.6;0.6;0.513;0.514;3.78;1.35;1.6;0.8
LTA South 2025 Split 3;2025-08-03;RED Canids;6;29.9;1.72;0.87;0.96;0.063;56.0;10.7;992.0;0.67;0.83;0.67;4.2;0.33;0.56;0.33;0.42;;0.33;0.5;0.505;0.484;3.66;1.43;1.57;0.6666666666666666
LTA South 2025 Split 3;2025-08-03;Vivo Keyd Stars;5;32.2;1.29;1.09;0.29;0.05;47.3;32.7;-53.0;0.6;0.2;0.4;3.2;0.4;0.53;0.6;0.62;;0.8;0.83;0.515;0.531;3.21;1.16;1.65;0.8
LTA South 2025 Split 3;2025-08-09;Fluxo W7M;5;29.9;0.63;0.76;-0.3;-0.036000000000000004;52.9;-32.9;38.0;0.4;0.2;0.2;4.2;0.6;0.67;0.6;0.65;;0.2;0.2;0.49;0.485;3.34;1.44;1.48;0.2
LTA South 2025 Split 3;2025-08-09;FURIA;8;31.0;1.29;0.77;0.88;0.018000000000000002;67.2;-4.7;1460.0;0.5;0.88;0.75;4.1;0.75;0.71;0.5;0.5;;0.63;0.75;0.507;0.528;3.18;1.23;1.52;0.625
LTA South 2025 Split 3;2025-08-09;Isurus;8;29.1;0.78;0.87;-1.02;-0.048;38.0;-0.5;-1025.0;0.5;0.38;0.5;3.3;0.5;0.38;0.38;0.41;;0.38;0.6;0.499;0.501;3.36;1.29;1.5;0.375
LTA South 2025 Split 3;2025-08-09;Leviatan;4;35.3;0.58;0.83;-0.97;-0.077;52.2;-52.2;303.0;0.5;0.25;0.25;2.5;0.5;0.58;0.5;0.16;;0.0;0.0;0.486;0.43700000000000006;3.44;1.25;1.41;0.0
LTA South 2025 Split 3;2025-08-09;LOUD;8;30.0;0.81;0.89;-0.05;-0.027000000000000003;51.4;-1.4;-302.0;0.38;0.63;0.5;3.8;0.5;0.46;0.75;0.65;;0.38;0.43;0.493;0.508;3.31;1.35;1.5;0.5
LTA South 2025 Split 3;2025-08-09;paiN Gaming;5;33.3;1.85;0.7;0.48;0.066;45.1;34.9;-540.0;0.4;0.6;0.6;2.6;0.4;0.33;0.6;0.67;;0.6;0.6;0.513;0.514;3.78;1.35;1.6;0.8
LTA South 2025 Split 3;2025-08-09;RED Canids;6;29.9;1.72;0.87;0.96;0.063;56.0;10.7;992.0;0.67;0.83;0.67;4.2;0.33;0.56;0.33;0.42;;0.33;0.5;0.505;0.484;3.66;1.43;1.57;0.6666666666666666
LTA South 2025 Split 3;2025-08-09;Vivo Keyd Stars;8;31.3;1.04;1.02;-0.16;0.03;39.1;23.4;-716.0;0.63;0.13;0.38;2.8;0.38;0.38;0.38;0.48;;0.63;0.67;0.502;0.507;3.07;1.1;1.51;0.625
LTA South 2025 Split 3;2025-08-10;Fluxo W7M;7;30.7;0.5;0.8;-0.83;-0.065;51.7;-37.5;-282.0;0.43;0.29;0.14;3.3;0.71;0.67;0.57;0.55;;0.14;0.13;0.48700000000000004;0.473;3.33;1.46;1.48;0.14285714285714285
LTA South 2025 Split 3;2025-08-10;FURIA;8;31.0;1.29;0.77;0.88;0.018000000000000002;67.2;-4.7;1460.0;0.5;0.88;0.75;4.1;0.75;0.71;0.5;0.5;;0.63;0.75;0.507;0.528;3.18;1.23;1.52;0.625
LTA South 2025 Split 3;2025-08-10;Isurus;8;29.1;0.78;0.87;-1.02;-0.048;38.0;-0.5;-1025.0;0.5;0.38;0.5;3.3;0.5;0.38;0.38;0.41;;0.38;0.6;0.499;0.501;3.36;1.29;1.5;0.375
LTA South 2025 Split 3;2025-08-10;Leviatan;6;34.4;1.0;0.85;0.0;-0.005;51.8;-18.5;563.0;0.5;0.33;0.5;3.3;0.33;0.5;0.5;0.32;;0.33;0.38;0.49700000000000005;0.47600000000000003;3.49;1.31;1.42;0.3333333333333333
LTA South 2025 Split 3;2025-08-10;LOUD;8;30.0;0.81;0.89;-0.05;-0.027000000000000003;51.4;-1.4;-302.0;0.38;0.63;0.5;3.8;0.5;0.46;0.75;0.65;;0.38;0.43;0.493;0.508;3.31;1.35;1.5;0.5
LTA South 2025 Split 3;2025-08-10;paiN Gaming;7;33.9;1.0;0.78;-0.39;0.018000000000000002;36.8;20.3;-928.0;0.29;0.71;0.43;2.0;0.43;0.43;0.43;0.52;;0.43;0.5;0.511;0.496;3.83;1.37;1.6;0.5714285714285714
LTA South 2025 Split 3;2025-08-10;RED Canids;8;31.2;2.04;0.89;1.38;0.073;63.0;12.0;1219.0;0.75;0.63;0.75;3.5;0.38;0.5;0.5;0.54;;0.5;0.57;0.502;0.5;3.69;1.44;1.7;0.75
LTA South 2025 Split 3;2025-08-10;Vivo Keyd Stars;8;31.3;1.04;1.02;-0.16;0.03;39.1;23.4;-716.0;0.63;0.13;0.38;2.8;0.38;0.38;0.38;0.48;;0.63;0.67;0.502;0.507;3.07;1.1;1.51;0.625
LCP 2025 Season Finals;2025-07-26;DetonatioN FocusMe;2;32.8;0.76;0.67;-1.57;-0.131;25.9;-25.9;-2690.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.75;0.0;0.0;0.0;0.483;0.428;2.99;1.32;1.62;0.0
LCP 2025 Season Finals;2025-07-26;MGN Vikings Esports;2;32.8;1.32;0.67;1.57;0.131;74.1;25.9;2690.0;0.5;1.0;1.0;4.5;1.0;1.0;0.0;0.25;1.0;0.5;1.0;0.517;0.5720000000000001;3.93;1.15;1.35;1.0
LCP 2025 Season Finals;2025-07-26;PSG Talon;2;42.1;0.76;0.52;0.61;0.03;73.5;-73.5;1771.0;0.5;0.5;0.5;2.0;1.0;0.67;0.0;0.58;;1.0;0.75;0.498;0.502;3.31;1.4;1.81;0.0
LCP 2025 Season Finals;2025-07-26;Team Secret Whales;2;42.1;1.32;0.52;-0.61;-0.03;26.5;73.5;-1771.0;0.5;0.5;0.5;2.0;0.0;0.33;1.0;0.42;;0.0;0.25;0.502;0.498;4.23;1.53;1.65;1.0
LCP 2025 Season Finals;2025-07-27;Chiefs Esports Club;3;29.4;1.03;0.76;0.24;0.018000000000000002;56.0;-22.7;935.0;0.67;0.67;0.33;2.3;0.33;0.33;0.33;0.42;;0.33;0.5;0.491;0.47700000000000004;3.4;1.13;1.2;0.3333333333333333
LCP 2025 Season Finals;2025-07-27;CTBC Flying Oyster;3;35.1;0.89;0.83;-1.07;-0.035;37.0;29.7;-862.0;0.33;0.33;0.0;3.7;0.33;0.56;0.67;0.5;;0.33;0.5;0.495;0.511;3.77;1.57;1.71;0.6666666666666666
LCP 2025 Season Finals;2025-07-27;DetonatioN FocusMe;2;32.8;0.76;0.67;-1.57;-0.131;25.9;-25.9;-2690.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.75;0.0;0.0;0.0;0.483;0.428;2.99;1.32;1.62;0.0
LCP 2025 Season Finals;2025-07-27;Fukuoka SoftBank HAWKS gaming;3;29.4;0.97;0.76;-0.24;-0.018000000000000002;44.0;22.7;-935.0;0.33;0.33;0.67;3.0;0.67;0.67;0.67;0.58;;0.0;0.5;0.509;0.523;3.0;0.9;1.3;0.6666666666666666
LCP 2025 Season Finals;2025-07-27;GAM Esports;3;35.1;1.12;0.83;1.07;0.035;63.0;-29.7;862.0;0.67;0.67;1.0;3.7;0.67;0.44;0.33;0.5;;0.67;0.5;0.505;0.489;3.56;1.37;1.65;0.3333333333333333
LCP 2025 Season Finals;2025-07-27;MGN Vikings Esports;2;32.8;1.32;0.67;1.57;0.131;74.1;25.9;2690.0;0.5;1.0;1.0;4.5;1.0;1.0;0.0;0.25;1.0;0.5;1.0;0.517;0.5720000000000001;3.93;1.15;1.35;1.0
LCP 2025 Season Finals;2025-07-27;PSG Talon;2;42.1;0.76;0.52;0.61;0.03;73.5;-73.5;1771.0;0.5;0.5;0.5;2.0;1.0;0.67;0.0;0.58;;1.0;0.75;0.498;0.502;3.31;1.4;1.81;0.0
LCP 2025 Season Finals;2025-07-27;Team Secret Whales;2;42.1;1.32;0.52;-0.61;-0.03;26.5;73.5;-1771.0;0.5;0.5;0.5;2.0;0.0;0.33;1.0;0.42;;0.0;0.25;0.502;0.498;4.23;1.53;1.65;1.0
LCP 2025 Season Finals;2025-08-02;Chiefs Esports Club;6;30.4;0.91;0.74;0.1;-0.0;54.7;-21.3;510.0;0.5;0.67;0.33;2.8;0.4;0.33;0.33;0.46;;0.33;0.4;0.496;0.484;3.36;1.11;1.24;0.3333333333333333
LCP 2025 Season Finals;2025-08-02;CTBC Flying Oyster;5;32.4;1.36;0.85;-0.06;0.018000000000000002;52.0;28.0;165.0;0.4;0.4;0.2;3.4;0.4;0.53;0.6;0.64;;0.6;0.67;0.508;0.521;3.72;1.51;1.77;0.8
LCP 2025 Season Finals;2025-08-02;DetonatioN FocusMe;5;31.9;1.02;0.7;-0.63;-0.040999999999999995;38.4;1.6;-1127.0;0.6;0.2;0.4;1.8;0.25;0.4;0.8;0.59;0.0;0.4;0.4;0.493;0.47600000000000003;3.1;1.41;1.67;0.4
LCP 2025 Season Finals;2025-08-02;Fukuoka SoftBank HAWKS gaming;3;29.4;0.97;0.76;-0.24;-0.018000000000000002;44.0;22.7;-935.0;0.33;0.33;0.67;3.0;0.67;0.67;0.67;0.58;;0.0;0.5;0.509;0.523;3.0;0.9;1.3;0.6666666666666666
LCP 2025 Season Finals;2025-08-02;GAM Esports;3;35.1;1.12;0.83;1.07;0.035;63.0;-29.7;862.0;0.67;0.67;1.0;3.7;0.67;0.44;0.33;0.5;;0.67;0.5;0.505;0.489;3.56;1.37;1.65;0.3333333333333333
LCP 2025 Season Finals;2025-08-02;MGN Vikings Esports;2;32.8;1.32;0.67;1.57;0.131;74.1;25.9;2690.0;0.5;1.0;1.0;4.5;1.0;1.0;0.0;0.25;1.0;0.5;1.0;0.517;0.5720000000000001;3.93;1.15;1.35;1.0
LCP 2025 Season Finals;2025-08-02;PSG Talon;4;35.2;0.49;0.67;-0.36;-0.034;49.4;-49.4;33.0;0.5;0.5;0.5;2.3;0.75;0.58;0.25;0.38;;0.5;0.5;0.485;0.483;3.46;1.36;1.59;0.0
LCP 2025 Season Finals;2025-08-02;Team Secret Whales;2;42.1;1.32;0.52;-0.61;-0.03;26.5;73.5;-1771.0;0.5;0.5;0.5;2.0;0.0;0.33;1.0;0.42;;0.0;0.25;0.502;0.498;4.23;1.53;1.65;1.0
LCP 2025 Season Finals;2025-08-03;Chiefs Esports Club;6;30.4;0.91;0.74;0.1;-0.0;54.7;-21.3;510.0;0.5;0.67;0.33;2.8;0.4;0.33;0.33;0.46;;0.33;0.4;0.496;0.484;3.36;1.11;1.24;0.3333333333333333
LCP 2025 Season Finals;2025-08-03;CTBC Flying Oyster;5;32.4;1.36;0.85;-0.06;0.018000000000000002;52.0;28.0;165.0;0.4;0.4;0.2;3.4;0.4;0.53;0.6;0.64;;0.6;0.67;0.508;0.521;3.72;1.51;1.77;0.8
LCP 2025 Season Finals;2025-08-03;DetonatioN FocusMe;5;31.9;1.02;0.7;-0.63;-0.040999999999999995;38.4;1.6;-1127.0;0.6;0.2;0.4;1.8;0.25;0.4;0.8;0.59;0.0;0.4;0.4;0.493;0.47600000000000003;3.1;1.41;1.67;0.4
LCP 2025 Season Finals;2025-08-03;Fukuoka SoftBank HAWKS gaming;5;32.3;0.62;0.9;-0.99;-0.062;38.9;1.1;-1072.0;0.2;0.6;0.4;3.0;0.4;0.53;0.6;0.41;;0.2;0.4;0.5;0.489;3.06;0.99;1.33;0.4
LCP 2025 Season Finals;2025-08-03;GAM Esports;5;34.0;0.76;0.81;0.52;-0.012;55.2;-35.2;569.0;0.8;0.8;0.6;3.0;0.6;0.53;0.4;0.4;;0.4;0.33;0.502;0.484;3.51;1.39;1.57;0.2
LCP 2025 Season Finals;2025-08-03;MGN Vikings Esports;4;34.7;1.93;0.89;1.75;0.129;71.4;28.6;1984.0;0.75;0.5;1.0;3.5;1.0;0.83;0.25;0.56;1.0;0.5;0.8;0.515;0.568;3.79;1.15;1.49;1.0
LCP 2025 Season Finals;2025-08-03;PSG Talon;4;35.2;0.49;0.67;-0.36;-0.034;49.4;-49.4;33.0;0.5;0.5;0.5;2.3;0.75;0.58;0.25;0.38;;0.5;0.5;0.485;0.483;3.46;1.36;1.59;0.0
LCP 2025 Season Finals;2025-08-03;Team Secret Whales;4;37.2;1.94;0.63;-0.19;0.026000000000000002;41.5;58.5;-950.0;0.25;0.25;0.75;2.3;0.25;0.33;0.75;0.57;;0.5;0.5;0.502;0.511;4.19;1.5;1.5;1.0
LCP 2025 Season Finals;2025-08-09;Chiefs Esports Club;9;30.2;0.89;0.69;-0.45;-0.021;47.3;-14.0;-4.0;0.56;0.44;0.33;2.3;0.38;0.37;0.22;0.43;;0.33;0.38;0.493;0.45899999999999996;3.3;1.09;1.29;0.3333333333333333
LCP 2025 Season Finals;2025-08-09;CTBC Flying Oyster;5;32.4;1.36;0.85;-0.06;0.018000000000000002;52.0;28.0;165.0;0.4;0.4;0.2;3.4;0.4;0.53;0.6;0.64;;0.6;0.67;0.508;0.521;3.72;1.51;1.77;0.8
LCP 2025 Season Finals;2025-08-09;DetonatioN FocusMe;5;31.9;1.02;0.7;-0.63;-0.040999999999999995;38.4;1.6;-1127.0;0.6;0.2;0.4;1.8;0.25;0.4;0.8;0.59;0.0;0.4;0.4;0.493;0.47600000000000003;3.1;1.41;1.67;0.4
LCP 2025 Season Finals;2025-08-09;Fukuoka SoftBank HAWKS gaming;5;32.3;0.62;0.9;-0.99;-0.062;38.9;1.1;-1072.0;0.2;0.6;0.4;3.0;0.4;0.53;0.6;0.41;;0.2;0.4;0.5;0.489;3.06;0.99;1.33;0.4
LCP 2025 Season Finals;2025-08-09;GAM Esports;7;32.9;1.07;0.81;0.63;0.022000000000000002;53.7;-10.9;576.0;0.71;0.71;0.57;3.0;0.71;0.62;0.43;0.44;;0.43;0.43;0.503;0.498;3.52;1.35;1.52;0.42857142857142855
LCP 2025 Season Finals;2025-08-09;MGN Vikings Esports;7;32.7;1.66;0.78;1.68;0.1;69.7;16.0;1576.0;0.57;0.71;0.86;4.0;0.86;0.71;0.57;0.59;1.0;0.57;0.75;0.514;0.5770000000000001;3.67;1.13;1.54;0.8571428571428571
LCP 2025 Season Finals;2025-08-09;PSG Talon;6;33.5;0.43;0.71;-0.53;-0.057999999999999996;49.7;-49.7;-176.0;0.5;0.5;0.5;2.5;0.5;0.44;0.33;0.4;;0.33;0.43;0.489;0.478;3.43;1.33;1.57;0.0
LCP 2025 Season Finals;2025-08-09;Team Secret Whales;4;37.2;1.94;0.63;-0.19;0.026000000000000002;41.5;58.5;-950.0;0.25;0.25;0.75;2.3;0.25;0.33;0.75;0.57;;0.5;0.5;0.502;0.511;4.19;1.5;1.5;1.0
LCP 2025 Season Finals;2025-08-10;Chiefs Esports Club;9;30.2;0.89;0.69;-0.45;-0.021;47.3;-14.0;-4.0;0.56;0.44;0.33;2.3;0.38;0.37;0.22;0.43;;0.33;0.38;0.493;0.45899999999999996;3.3;1.09;1.29;0.3333333333333333
LCP 2025 Season Finals;2025-08-10;CTBC Flying Oyster;7;31.3;1.68;0.88;0.48;0.047;60.4;25.3;964.0;0.29;0.57;0.43;4.7;0.57;0.52;0.71;0.73;;0.57;0.71;0.509;0.5329999999999999;3.71;1.47;1.73;0.8571428571428571
LCP 2025 Season Finals;2025-08-10;DetonatioN FocusMe;8;31.4;0.91;0.86;-0.47;-0.037000000000000005;46.6;-9.1;-369.0;0.38;0.5;0.5;3.4;0.43;0.58;0.63;0.55;0.0;0.25;0.29;0.499;0.467;3.11;1.43;1.55;0.375
LCP 2025 Season Finals;2025-08-10;Fukuoka SoftBank HAWKS gaming;8;31.6;0.83;0.99;-0.57;-0.027999999999999997;39.2;10.8;-1006.0;0.5;0.38;0.38;2.6;0.38;0.38;0.63;0.45;;0.25;0.57;0.49700000000000005;0.511;3.06;1.0;1.31;0.5
LCP 2025 Season Finals;2025-08-10;GAM Esports;7;32.9;1.07;0.81;0.63;0.022000000000000002;53.7;-10.9;576.0;0.71;0.71;0.57;3.0;0.71;0.62;0.43;0.44;;0.43;0.43;0.503;0.498;3.52;1.35;1.52;0.42857142857142855
LCP 2025 Season Finals;2025-08-10;MGN Vikings Esports;7;32.7;1.66;0.78;1.68;0.1;69.7;16.0;1576.0;0.57;0.71;0.86;4.0;0.86;0.71;0.57;0.59;1.0;0.57;0.75;0.514;0.5770000000000001;3.67;1.13;1.54;0.8571428571428571
LCP 2025 Season Finals;2025-08-10;PSG Talon;6;33.5;0.43;0.71;-0.53;-0.057999999999999996;49.7;-49.7;-176.0;0.5;0.5;0.5;2.5;0.5;0.44;0.33;0.4;;0.33;0.43;0.489;0.478;3.43;1.33;1.57;0.0
LCP 2025 Season Finals;2025-08-10;Team Secret Whales;6;34.3;1.03;0.73;-0.69;-0.022000000000000002;33.9;32.8;-1620.0;0.5;0.17;0.5;2.7;0.17;0.39;0.5;0.41;;0.33;0.43;0.49700000000000005;0.486;3.97;1.48;1.48;0.6666666666666666
LCP 2025 Season Finals;2025-08-15;Chiefs Esports Club;9;30.2;0.89;0.69;-0.45;-0.021;47.3;-14.0;-4.0;0.56;0.44;0.33;2.3;0.38;0.37;0.22;0.43;;0.33;0.38;0.493;0.45899999999999996;3.3;1.09;1.29;0.3333333333333333
LCP 2025 Season Finals;2025-08-15;CTBC Flying Oyster;7;31.3;1.68;0.88;0.48;0.047;60.4;25.3;964.0;0.29;0.57;0.43;4.7;0.57;0.52;0.71;0.73;;0.57;0.71;0.509;0.5329999999999999;3.71;1.47;1.73;0.8571428571428571
LCP 2025 Season Finals;2025-08-15;DetonatioN FocusMe;8;31.4;0.91;0.86;-0.47;-0.037000000000000005;46.6;-9.1;-369.0;0.38;0.5;0.5;3.4;0.43;0.58;0.63;0.55;0.0;0.25;0.29;0.499;0.467;3.11;1.43;1.55;0.375
LCP 2025 Season Finals;2025-08-15;Fukuoka SoftBank HAWKS gaming;10;30.8;0.65;1.0;-1.05;-0.068;34.6;5.4;-1111.0;0.4;0.3;0.3;2.3;0.3;0.4;0.5;0.38;;0.2;0.5;0.494;0.49;3.1;1.01;1.24;0.4
LCP 2025 Season Finals;2025-08-15;GAM Esports;9;31.7;1.49;0.85;1.14;0.068;60.3;-4.8;788.0;0.78;0.78;0.67;3.1;0.78;0.59;0.56;0.54;;0.44;0.5;0.506;0.52;3.47;1.28;1.48;0.5555555555555556
LCP 2025 Season Finals;2025-08-15;MGN Vikings Esports;9;33.3;1.81;0.75;1.45;0.08199999999999999;68.6;20.3;1396.0;0.67;0.67;0.89;3.1;0.78;0.56;0.56;0.62;1.0;0.67;0.82;0.512;0.56;3.69;1.2;1.66;0.8888888888888888
LCP 2025 Season Finals;2025-08-15;PSG Talon;8;33.9;0.42;0.7;-0.58;-0.048;46.0;-46.0;-323.0;0.38;0.5;0.38;2.8;0.5;0.58;0.38;0.38;;0.25;0.3;0.491;0.484;3.48;1.35;1.6;0.0
LCP 2025 Season Finals;2025-08-15;Team Secret Whales;6;34.3;1.03;0.73;-0.69;-0.022000000000000002;33.9;32.8;-1620.0;0.5;0.17;0.5;2.7;0.17;0.39;0.5;0.41;;0.33;0.43;0.49700000000000005;0.486;3.97;1.48;1.48;0.6666666666666666
