tournament;match_id;game_in_series;teamA;teamB;win;date
LCK 2025 Rounds 1-2;91;1;Hanwha Life eSports;Gen.G eSports;0;2025-04-02
LCK 2025 Road to MSI;1;1;Hanwha Life eSports;T1;0;2025-06-15
LCK 2025 Road to MSI;2;1;T1;KT Rolster;1;2025-06-14
LCK 2025 Road to MSI;2;2;T1;KT Rolster;1;2025-06-14
LCK 2025 Road to MSI;2;3;T1;KT Rolster;1;2025-06-14
LCK 2025 Road to MSI;3;1;Gen.G eSports;Hanwha Life eSports;1;2025-06-13
LCK 2025 Road to MSI;3;2;Gen.G eSports;Hanwha Life eSports;1;2025-06-13
LCK 2025 Road to MSI;3;3;Gen.G eSports;Hanwha Life eSports;1;2025-06-13
LCK 2025 Road to MSI;4;1;Nongshim RedForce;KT Rolster;0;2025-06-08
LCK 2025 Road to MSI;5;1;KT Rolster;Dplus KIA;1;2025-06-07
LCK 2025 Road to MSI;5;2;KT Rolster;Dplus KIA;1;2025-06-07
LCK 2025 Road to MSI;5;3;KT Rolster;Dplus KIA;1;2025-06-07
LTA North 2025 Split 2;1;1;100 Thieves;Disguised;1;2025-05-18
LTA North 2025 Split 2;1;2;100 Thieves;Disguised;1;2025-05-18
LTA North 2025 Split 2;2;1;Team Liquid;Shopify Rebellion;1;2025-05-18
LTA North 2025 Split 2;2;2;Team Liquid;Shopify Rebellion;1;2025-05-18
LTA North 2025 Split 2;3;1;LYON;Dignitas;1;2025-05-17
LTA North 2025 Split 2;3;2;LYON;Dignitas;0;2025-05-17
LTA North 2025 Split 2;4;1;Cloud9;FlyQuest;0;2025-05-17
LTA North 2025 Split 2;5;1;Disguised;LYON;0;2025-05-11
LTA North 2025 Split 2;6;1;FlyQuest;Dignitas;1;2025-05-11
LTA North 2025 Split 2;6;2;FlyQuest;Dignitas;1;2025-05-11
LTA North 2025 Split 2;7;1;Shopify Rebellion;100 Thieves;1;2025-05-10
LTA North 2025 Split 2;7;2;Shopify Rebellion;100 Thieves;1;2025-05-10
LTA North 2025 Split 2;8;1;Cloud9;Team Liquid;1;2025-05-10
LTA North 2025 Split 2;8;2;Cloud9;Team Liquid;1;2025-05-10
LTA North 2025 Split 2;9;1;100 Thieves;Dignitas;1;2025-05-04
LTA North 2025 Split 2;9;2;100 Thieves;Dignitas;1;2025-05-04
LTA North 2025 Split 2;10;1;LYON;Cloud9;1;2025-05-04
LTA North 2025 Split 2;10;2;LYON;Cloud9;0;2025-05-04
LTA North 2025 Split 2;10;3;LYON;Cloud9;0;2025-05-04
LTA North 2025 Split 2;11;1;Team Liquid;Disguised;1;2025-05-03
LTA North 2025 Split 2;11;2;Team Liquid;Disguised;1;2025-05-03
LTA North 2025 Split 2;12;1;FlyQuest;Shopify Rebellion;1;2025-05-03
LTA North 2025 Split 2;12;2;FlyQuest;Shopify Rebellion;0;2025-05-03
LTA North 2025 Split 2;12;3;FlyQuest;Shopify Rebellion;1;2025-05-03
LTA North 2025 Split 2;13;1;Dignitas;Shopify Rebellion;1;2025-04-27
LTA North 2025 Split 2;13;2;Dignitas;Shopify Rebellion;1;2025-04-27
LTA North 2025 Split 2;14;1;Cloud9;Disguised;1;2025-04-27
LTA North 2025 Split 2;14;2;Cloud9;Disguised;1;2025-04-27
LTA North 2025 Split 2;15;1;Team Liquid;LYON;1;2025-04-26
LTA North 2025 Split 2;15;2;Team Liquid;LYON;1;2025-04-26
LTA North 2025 Split 2;16;1;100 Thieves;FlyQuest;0;2025-04-26
LTA North 2025 Split 2;17;1;100 Thieves;Shopify Rebellion;1;2025-04-21
LTA North 2025 Split 2;18;1;Disguised;Team Liquid;1;2025-04-21
LTA North 2025 Split 2;19;1;LYON;Cloud9;0;2025-04-21
LTA North 2025 Split 2;20;1;FlyQuest;Dignitas;1;2025-04-21
LTA North 2025 Split 2;21;1;Dignitas;Disguised;1;2025-04-20
LTA North 2025 Split 2;22;1;Team Liquid;Shopify Rebellion;1;2025-04-20
LTA North 2025 Split 2;23;1;Cloud9;FlyQuest;1;2025-04-20
LTA North 2025 Split 2;24;1;LYON;100 Thieves;0;2025-04-20
LTA North 2025 Split 2;25;1;Disguised;Shopify Rebellion;0;2025-04-19
LTA North 2025 Split 2;26;1;Dignitas;100 Thieves;0;2025-04-19
LTA North 2025 Split 2;27;1;Cloud9;Team Liquid;1;2025-04-19
LTA North 2025 Split 2;28;1;FlyQuest;LYON;1;2025-04-19
LTA North 2025 Split 2;29;1;Cloud9;Dignitas;1;2025-04-13
LTA North 2025 Split 2;30;1;Team Liquid;LYON;1;2025-04-13
LTA North 2025 Split 2;31;1;Shopify Rebellion;FlyQuest;0;2025-04-13
LTA North 2025 Split 2;32;1;100 Thieves;Disguised;1;2025-04-13
LTA North 2025 Split 2;33;1;LYON;Shopify Rebellion;1;2025-04-12
LTA North 2025 Split 2;34;1;Dignitas;Team Liquid;0;2025-04-12
LTA North 2025 Split 2;35;1;100 Thieves;FlyQuest;0;2025-04-12
LTA North 2025 Split 2;36;1;Cloud9;Disguised;1;2025-04-12
LTA North 2025 Split 2;37;1;LYON;Dignitas;1;2025-04-06
LTA North 2025 Split 2;38;1;Disguised;FlyQuest;0;2025-04-06
LTA North 2025 Split 2;39;1;Team Liquid;100 Thieves;1;2025-04-06
LTA North 2025 Split 2;40;1;Shopify Rebellion;Cloud9;0;2025-04-06
LTA North 2025 Split 2;41;1;Disguised;LYON;0;2025-04-05
LTA North 2025 Split 2;42;1;Cloud9;100 Thieves;0;2025-04-05
LTA North 2025 Split 2;43;1;Shopify Rebellion;Dignitas;1;2025-04-05
LTA North 2025 Split 2;44;1;Team Liquid;FlyQuest;0;2025-04-05
LTA North 2025 Split 2 Playoffs;1;1;FlyQuest;Cloud9;1;2025-06-15
LTA North 2025 Split 2 Playoffs;1;2;FlyQuest;Cloud9;0;2025-06-15
LTA North 2025 Split 2 Playoffs;1;3;FlyQuest;Cloud9;0;2025-06-15
LTA North 2025 Split 2 Playoffs;1;4;FlyQuest;Cloud9;1;2025-06-15
LTA North 2025 Split 2 Playoffs;1;5;FlyQuest;Cloud9;1;2025-06-15
LTA North 2025 Split 2 Playoffs;2;1;Cloud9;Shopify Rebellion;1;2025-06-14
LTA North 2025 Split 2 Playoffs;2;2;Cloud9;Shopify Rebellion;1;2025-06-14
LTA North 2025 Split 2 Playoffs;2;3;Cloud9;Shopify Rebellion;1;2025-06-14
LTA North 2025 Split 2 Playoffs;3;1;Team Liquid;Shopify Rebellion;1;2025-06-08
LTA North 2025 Split 2 Playoffs;3;2;Team Liquid;Shopify Rebellion;0;2025-06-08
LTA North 2025 Split 2 Playoffs;4;1;FlyQuest;Cloud9;1;2025-06-07
LTA North 2025 Split 2 Playoffs;4;2;FlyQuest;Cloud9;1;2025-06-07
LTA North 2025 Split 2 Playoffs;4;3;FlyQuest;Cloud9;0;2025-06-07
LTA North 2025 Split 2 Playoffs;4;4;FlyQuest;Cloud9;0;2025-06-07
LTA North 2025 Split 2 Playoffs;4;5;FlyQuest;Cloud9;1;2025-06-07
LTA North 2025 Split 2 Playoffs;5;1;100 Thieves;Shopify Rebellion;0;2025-06-01
LTA North 2025 Split 2 Playoffs;6;1;Team Liquid;Dignitas;1;2025-05-31
LTA North 2025 Split 2 Playoffs;6;2;Team Liquid;Dignitas;0;2025-05-31
LTA North 2025 Split 2 Playoffs;6;3;Team Liquid;Dignitas;1;2025-05-31
LTA North 2025 Split 2 Playoffs;6;4;Team Liquid;Dignitas;1;2025-05-31
LTA North 2025 Split 2 Playoffs;7;1;Cloud9;Team Liquid;1;2025-05-25
LTA North 2025 Split 2 Playoffs;7;2;Cloud9;Team Liquid;1;2025-05-25
LTA North 2025 Split 2 Playoffs;7;3;Cloud9;Team Liquid;1;2025-05-25
LTA North 2025 Split 2 Playoffs;8;1;FlyQuest;Shopify Rebellion;1;2025-05-24
LTA North 2025 Split 2 Playoffs;8;2;FlyQuest;Shopify Rebellion;1;2025-05-24
LTA North 2025 Split 2 Playoffs;8;3;FlyQuest;Shopify Rebellion;1;2025-05-24
LTA South 2025 Split 2;1;1;Leviatan;RED Canids;0;2025-05-18
LTA South 2025 Split 2;2;1;LOUD;Vivo Keyd Stars;1;2025-05-18
LTA South 2025 Split 2;2;2;LOUD;Vivo Keyd Stars;0;2025-05-18
LTA South 2025 Split 2;2;3;LOUD;Vivo Keyd Stars;0;2025-05-18
LTA South 2025 Split 2;3;1;Fluxo;Isurus;0;2025-05-17
LTA South 2025 Split 2;4;1;paiN Gaming;FURIA;1;2025-05-17
LTA South 2025 Split 2;4;2;paiN Gaming;FURIA;0;2025-05-17
LTA South 2025 Split 2;4;3;paiN Gaming;FURIA;1;2025-05-17
LTA South 2025 Split 2;5;1;LOUD;RED Canids;1;2025-05-11
LTA South 2025 Split 2;5;2;LOUD;RED Canids;1;2025-05-11
LTA South 2025 Split 2;6;1;FURIA;Fluxo;1;2025-05-11
LTA South 2025 Split 2;6;2;FURIA;Fluxo;0;2025-05-11
LTA South 2025 Split 2;7;1;Leviatan;Vivo Keyd Stars;0;2025-05-10
LTA South 2025 Split 2;8;1;Isurus;paiN Gaming;1;2025-05-10
LTA South 2025 Split 2;8;2;Isurus;paiN Gaming;0;2025-05-10
LTA South 2025 Split 2;9;1;Leviatan;Isurus;1;2025-05-04
LTA South 2025 Split 2;9;2;Leviatan;Isurus;0;2025-05-04
LTA South 2025 Split 2;10;1;paiN Gaming;Vivo Keyd Stars;1;2025-05-04
LTA South 2025 Split 2;10;2;paiN Gaming;Vivo Keyd Stars;1;2025-05-04
LTA South 2025 Split 2;11;1;FURIA;RED Canids;1;2025-05-03
LTA South 2025 Split 2;11;2;FURIA;RED Canids;1;2025-05-03
LTA South 2025 Split 2;12;1;Fluxo;LOUD;0;2025-05-03
LTA South 2025 Split 2;13;1;FURIA;LOUD;1;2025-04-27
LTA South 2025 Split 2;13;2;FURIA;LOUD;0;2025-04-27
LTA South 2025 Split 2;13;3;FURIA;LOUD;1;2025-04-27
LTA South 2025 Split 2;14;1;Fluxo;RED Canids;0;2025-04-27
LTA South 2025 Split 2;15;1;Vivo Keyd Stars;Isurus;1;2025-04-26
LTA South 2025 Split 2;15;2;Vivo Keyd Stars;Isurus;1;2025-04-26
LTA South 2025 Split 2;16;1;paiN Gaming;Leviatan;1;2025-04-26
LTA South 2025 Split 2;16;2;paiN Gaming;Leviatan;1;2025-04-26
LTA South 2025 Split 2;17;1;Isurus;Leviatan;0;2025-04-21
LTA South 2025 Split 2;18;1;LOUD;FURIA;1;2025-04-21
LTA South 2025 Split 2;19;1;paiN Gaming;Vivo Keyd Stars;1;2025-04-21
LTA South 2025 Split 2;20;1;RED Canids;Fluxo;1;2025-04-21
LTA South 2025 Split 2;21;1;Vivo Keyd Stars;FURIA;0;2025-04-20
LTA South 2025 Split 2;22;1;Isurus;RED Canids;1;2025-04-20
LTA South 2025 Split 2;23;1;Fluxo;LOUD;0;2025-04-20
LTA South 2025 Split 2;24;1;paiN Gaming;Leviatan;1;2025-04-20
LTA South 2025 Split 2;25;1;Isurus;LOUD;0;2025-04-19
LTA South 2025 Split 2;26;1;Leviatan;Vivo Keyd Stars;1;2025-04-19
LTA South 2025 Split 2;27;1;Fluxo;paiN Gaming;0;2025-04-19
LTA South 2025 Split 2;28;1;RED Canids;FURIA;0;2025-04-19
LTA South 2025 Split 2;29;1;Fluxo;FURIA;0;2025-04-13
LTA South 2025 Split 2;30;1;RED Canids;paiN Gaming;0;2025-04-13
LTA South 2025 Split 2;31;1;Vivo Keyd Stars;Isurus;1;2025-04-13
LTA South 2025 Split 2;32;1;Leviatan;LOUD;0;2025-04-13
LTA South 2025 Split 2;33;1;FURIA;paiN Gaming;1;2025-04-12
LTA South 2025 Split 2;34;1;Leviatan;RED Canids;0;2025-04-12
LTA South 2025 Split 2;35;1;Isurus;Fluxo;0;2025-04-12
LTA South 2025 Split 2;36;1;LOUD;Vivo Keyd Stars;0;2025-04-12
LTA South 2025 Split 2;37;1;LOUD;paiN Gaming;0;2025-04-06
LTA South 2025 Split 2;38;1;Leviatan;Fluxo;1;2025-04-06
LTA South 2025 Split 2;39;1;Vivo Keyd Stars;RED Canids;1;2025-04-06
LTA South 2025 Split 2;40;1;FURIA;Isurus;1;2025-04-06
LTA South 2025 Split 2;41;1;LOUD;RED Canids;0;2025-04-05
LTA South 2025 Split 2;42;1;Vivo Keyd Stars;Fluxo;1;2025-04-05
LTA South 2025 Split 2;43;1;FURIA;Leviatan;0;2025-04-05
LTA South 2025 Split 2;44;1;Isurus;paiN Gaming;0;2025-04-05
LTA South 2025 Split 2 Playoffs;1;1;paiN Gaming;FURIA;0;2025-06-15
LTA South 2025 Split 2 Playoffs;2;1;Isurus;FURIA;1;2025-06-14
LTA South 2025 Split 2 Playoffs;2;2;Isurus;FURIA;0;2025-06-14
LTA South 2025 Split 2 Playoffs;3;1;paiN Gaming;FURIA;1;2025-06-08
LTA South 2025 Split 2 Playoffs;3;2;paiN Gaming;FURIA;1;2025-06-08
LTA South 2025 Split 2 Playoffs;3;3;paiN Gaming;FURIA;1;2025-06-08
LTA South 2025 Split 2 Playoffs;4;1;Isurus;Vivo Keyd Stars;1;2025-06-07
LTA South 2025 Split 2 Playoffs;4;2;Isurus;Vivo Keyd Stars;1;2025-06-07
LTA South 2025 Split 2 Playoffs;4;3;Isurus;Vivo Keyd Stars;1;2025-06-07
LTA South 2025 Split 2 Playoffs;5;1;Vivo Keyd Stars;RED Canids;1;2025-06-01
LTA South 2025 Split 2 Playoffs;5;2;Vivo Keyd Stars;RED Canids;1;2025-06-01
LTA South 2025 Split 2 Playoffs;5;3;Vivo Keyd Stars;RED Canids;1;2025-06-01
LTA South 2025 Split 2 Playoffs;6;1;LOUD;Isurus;1;2025-05-31
LTA South 2025 Split 2 Playoffs;6;2;LOUD;Isurus;0;2025-05-31
LTA South 2025 Split 2 Playoffs;6;3;LOUD;Isurus;0;2025-05-31
LTA South 2025 Split 2 Playoffs;7;1;Vivo Keyd Stars;FURIA;0;2025-05-25
LTA South 2025 Split 2 Playoffs;8;1;paiN Gaming;LOUD;1;2025-05-24
LTA South 2025 Split 2 Playoffs;8;2;paiN Gaming;LOUD;0;2025-05-24
LTA South 2025 Split 2 Playoffs;8;3;paiN Gaming;LOUD;1;2025-05-24
LTA South 2025 Split 2 Playoffs;8;4;paiN Gaming;LOUD;1;2025-05-24
LCP 2025 Mid Season;1;1;CTBC Flying Oyster;Team Secret Whales;1;2025-05-25
LCP 2025 Mid Season;1;2;CTBC Flying Oyster;Team Secret Whales;0;2025-05-25
LCP 2025 Mid Season;1;3;CTBC Flying Oyster;Team Secret Whales;1;2025-05-25
LCP 2025 Mid Season;2;1;Fukuoka SoftBank HAWKS gaming;Chiefs Esports Club;1;2025-05-25
LCP 2025 Mid Season;2;2;Fukuoka SoftBank HAWKS gaming;Chiefs Esports Club;1;2025-05-25
LCP 2025 Mid Season;3;1;MGN Vikings Esports;PSG Talon;1;2025-05-24
LCP 2025 Mid Season;3;2;MGN Vikings Esports;PSG Talon;0;2025-05-24
LCP 2025 Mid Season;4;1;GAM Esports;DetonatioN FocusMe;1;2025-05-24
LCP 2025 Mid Season;4;2;GAM Esports;DetonatioN FocusMe;1;2025-05-24
LCP 2025 Mid Season;5;1;CTBC Flying Oyster;Fukuoka SoftBank HAWKS gaming;1;2025-05-23
LCP 2025 Mid Season;5;2;CTBC Flying Oyster;Fukuoka SoftBank HAWKS gaming;1;2025-05-23
LCP 2025 Mid Season;6;1;Chiefs Esports Club;Team Secret Whales;1;2025-05-23
LCP 2025 Mid Season;6;2;Chiefs Esports Club;Team Secret Whales;0;2025-05-23
LCP 2025 Mid Season;6;3;Chiefs Esports Club;Team Secret Whales;0;2025-05-23
LCP 2025 Mid Season;7;1;GAM Esports;PSG Talon;1;2025-05-18
LCP 2025 Mid Season;7;2;GAM Esports;PSG Talon;0;2025-05-18
LCP 2025 Mid Season;7;3;GAM Esports;PSG Talon;0;2025-05-18
LCP 2025 Mid Season;8;1;MGN Vikings Esports;DetonatioN FocusMe;1;2025-05-18
LCP 2025 Mid Season;8;2;MGN Vikings Esports;DetonatioN FocusMe;1;2025-05-18
LCP 2025 Mid Season;9;1;CTBC Flying Oyster;Chiefs Esports Club;1;2025-05-17
LCP 2025 Mid Season;9;2;CTBC Flying Oyster;Chiefs Esports Club;1;2025-05-17
LCP 2025 Mid Season;10;1;Team Secret Whales;Fukuoka SoftBank HAWKS gaming;1;2025-05-17
LCP 2025 Mid Season;10;2;Team Secret Whales;Fukuoka SoftBank HAWKS gaming;1;2025-05-17
LCP 2025 Mid Season;11;1;MGN Vikings Esports;GAM Esports;1;2025-05-16
LCP 2025 Mid Season;11;2;MGN Vikings Esports;GAM Esports;1;2025-05-16
LCP 2025 Mid Season;12;1;PSG Talon;DetonatioN FocusMe;1;2025-05-16
LCP 2025 Mid Season;12;2;PSG Talon;DetonatioN FocusMe;1;2025-05-16
LCP 2025 Mid Season;13;1;CTBC Flying Oyster;DetonatioN FocusMe;1;2025-05-11
LCP 2025 Mid Season;13;2;CTBC Flying Oyster;DetonatioN FocusMe;1;2025-05-11
LCP 2025 Mid Season;14;1;Team Secret Whales;MGN Vikings Esports;1;2025-05-11
LCP 2025 Mid Season;14;2;Team Secret Whales;MGN Vikings Esports;1;2025-05-11
LCP 2025 Mid Season;15;1;Fukuoka SoftBank HAWKS gaming;PSG Talon;1;2025-05-10
LCP 2025 Mid Season;15;2;Fukuoka SoftBank HAWKS gaming;PSG Talon;0;2025-05-10
LCP 2025 Mid Season;15;3;Fukuoka SoftBank HAWKS gaming;PSG Talon;0;2025-05-10
LCP 2025 Mid Season;16;1;GAM Esports;Chiefs Esports Club;1;2025-05-10
LCP 2025 Mid Season;16;2;GAM Esports;Chiefs Esports Club;1;2025-05-10
LCP 2025 Mid Season;17;1;PSG Talon;Team Secret Whales;0;2025-05-04
LCP 2025 Mid Season;18;1;MGN Vikings Esports;Chiefs Esports Club;1;2025-05-04
LCP 2025 Mid Season;18;2;MGN Vikings Esports;Chiefs Esports Club;1;2025-05-04
LCP 2025 Mid Season;19;1;GAM Esports;CTBC Flying Oyster;0;2025-05-03
LCP 2025 Mid Season;20;1;Fukuoka SoftBank HAWKS gaming;DetonatioN FocusMe;1;2025-05-03
LCP 2025 Mid Season;20;2;Fukuoka SoftBank HAWKS gaming;DetonatioN FocusMe;1;2025-05-03
LCP 2025 Mid Season;21;1;CTBC Flying Oyster;MGN Vikings Esports;1;2025-04-27
LCP 2025 Mid Season;21;2;CTBC Flying Oyster;MGN Vikings Esports;1;2025-04-27
LCP 2025 Mid Season;22;1;Team Secret Whales;DetonatioN FocusMe;1;2025-04-27
LCP 2025 Mid Season;22;2;Team Secret Whales;DetonatioN FocusMe;1;2025-04-27
LCP 2025 Mid Season;23;1;GAM Esports;Fukuoka SoftBank HAWKS gaming;1;2025-04-26
LCP 2025 Mid Season;23;2;GAM Esports;Fukuoka SoftBank HAWKS gaming;1;2025-04-26
LCP 2025 Mid Season;24;1;Chiefs Esports Club;PSG Talon;0;2025-04-26
LCP 2025 Mid Season;25;1;GAM Esports;Team Secret Whales;1;2025-04-20
LCP 2025 Mid Season;25;2;GAM Esports;Team Secret Whales;0;2025-04-20
LCP 2025 Mid Season;25;3;GAM Esports;Team Secret Whales;1;2025-04-20
LCP 2025 Mid Season;26;1;DetonatioN FocusMe;Chiefs Esports Club;1;2025-04-20
LCP 2025 Mid Season;26;2;DetonatioN FocusMe;Chiefs Esports Club;1;2025-04-20
LCP 2025 Mid Season;27;1;PSG Talon;CTBC Flying Oyster;1;2025-04-19
LCP 2025 Mid Season;27;2;PSG Talon;CTBC Flying Oyster;0;2025-04-19
LCP 2025 Mid Season;28;1;Fukuoka SoftBank HAWKS gaming;MGN Vikings Esports;0;2025-04-19
LCP 2025 Mid Season Qualifying Series;1;1;CTBC Flying Oyster;GAM Esports;1;2025-06-08
LCP 2025 Mid Season Qualifying Series;1;2;CTBC Flying Oyster;GAM Esports;0;2025-06-08
LCP 2025 Mid Season Qualifying Series;1;3;CTBC Flying Oyster;GAM Esports;1;2025-06-08
LCP 2025 Mid Season Qualifying Series;1;4;CTBC Flying Oyster;GAM Esports;0;2025-06-08
LCP 2025 Mid Season Qualifying Series;1;5;CTBC Flying Oyster;GAM Esports;1;2025-06-08
LCP 2025 Mid Season Qualifying Series;2;1;PSG Talon;GAM Esports;1;2025-06-07
LCP 2025 Mid Season Qualifying Series;2;2;PSG Talon;GAM Esports;0;2025-06-07
LCP 2025 Mid Season Qualifying Series;2;3;PSG Talon;GAM Esports;0;2025-06-07
LCP 2025 Mid Season Qualifying Series;2;4;PSG Talon;GAM Esports;0;2025-06-07
LCP 2025 Mid Season Qualifying Series;3;1;GAM Esports;Team Secret Whales;1;2025-06-06
LCP 2025 Mid Season Qualifying Series;3;2;GAM Esports;Team Secret Whales;1;2025-06-06
LCP 2025 Mid Season Qualifying Series;3;3;GAM Esports;Team Secret Whales;0;2025-06-06
LCP 2025 Mid Season Qualifying Series;3;4;GAM Esports;Team Secret Whales;1;2025-06-06
LCP 2025 Mid Season Qualifying Series;4;1;CTBC Flying Oyster;PSG Talon;1;2025-06-01
LCP 2025 Mid Season Qualifying Series;4;2;CTBC Flying Oyster;PSG Talon;1;2025-06-01
LCP 2025 Mid Season Qualifying Series;4;3;CTBC Flying Oyster;PSG Talon;1;2025-06-01
LCP 2025 Mid Season Qualifying Series;5;1;Team Secret Whales;PSG Talon;0;2025-05-31
LCP 2025 Mid Season Qualifying Series;6;1;CTBC Flying Oyster;GAM Esports;1;2025-05-31
LCP 2025 Mid Season Qualifying Series;6;2;CTBC Flying Oyster;GAM Esports;0;2025-05-31
LCP 2025 Mid Season Qualifying Series;6;3;CTBC Flying Oyster;GAM Esports;1;2025-05-31
LCP 2025 Mid Season Qualifying Series;7;1;GAM Esports;MGN Vikings Esports;1;2025-05-30
LCP 2025 Mid Season Qualifying Series;7;2;GAM Esports;MGN Vikings Esports;0;2025-05-30
LCP 2025 Mid Season Qualifying Series;7;3;GAM Esports;MGN Vikings Esports;1;2025-05-30
LCP 2025 Mid Season Qualifying Series;8;1;PSG Talon;Fukuoka SoftBank HAWKS gaming;1;2025-05-30
LCP 2025 Mid Season Qualifying Series;8;2;PSG Talon;Fukuoka SoftBank HAWKS gaming;1;2025-05-30
