tournament;match_id;game_in_series;teamA;teamB;win;date
LPL 2025 Split 2 Playoffs;11;5;JD Gaming;Weibo Gaming;0;2025-06-01
LPL 2025 Split 2 Playoffs;12;1;Anyone s Legend;Team WE;1;2025-06-01
LPL 2025 Split 2 Playoffs;12;2;Anyone s Legend;Team WE;1;2025-06-01
LPL 2025 Split 2 Playoffs;12;3;Anyone s Legend;Team WE;1;2025-06-01
LPL 2025 Split 2 Playoffs;13;1;Bilibili Gaming;Invictus Gaming;1;2025-05-31
LPL 2025 Split 2 Playoffs;13;2;Bilibili Gaming;Invictus Gaming;1;2025-05-31
LPL 2025 Split 2 Playoffs;13;3;Bilibili Gaming;Invictus Gaming;1;2025-05-31
LPL 2025 Split 2 Playoffs;14;1;Top Esports;Funplus Phoenix;1;2025-05-31
LPL 2025 Split 2 Playoffs;14;2;Top Esports;Funplus Phoenix;1;2025-05-31
LPL 2025 Split 2 Playoffs;14;3;Top Esports;Funplus Phoenix;1;2025-05-31
LPL 2025 Split 2 Playoffs;15;1;Weibo Gaming;TT;1;2025-05-27
LPL 2025 Split 2 Playoffs;15;2;Weibo Gaming;TT;1;2025-05-27
LPL 2025 Split 2 Playoffs;15;3;Weibo Gaming;TT;1;2025-05-27
LPL 2025 Split 2 Playoffs;16;1;Team WE;LGD Gaming;1;2025-05-26
LPL 2025 Split 2 Playoffs;16;2;Team WE;LGD Gaming;0;2025-05-26
LPL 2025 Split 2 Playoffs;16;3;Team WE;LGD Gaming;1;2025-05-26
LPL 2025 Split 2 Playoffs;16;4;Team WE;LGD Gaming;1;2025-05-26
LPL 2025 Split 2 Playoffs;17;1;Funplus Phoenix;Ninjas in Pyjamas;1;2025-05-25
LPL 2025 Split 2 Playoffs;17;2;Funplus Phoenix;Ninjas in Pyjamas;0;2025-05-25
LPL 2025 Split 2 Playoffs;17;3;Funplus Phoenix;Ninjas in Pyjamas;1;2025-05-25
LPL 2025 Split 2 Playoffs;17;4;Funplus Phoenix;Ninjas in Pyjamas;0;2025-05-25
LPL 2025 Split 2 Playoffs;17;5;Funplus Phoenix;Ninjas in Pyjamas;1;2025-05-25
LPL 2025 Split 2 Playoffs;18;1;Invictus Gaming;Edward Gaming;1;2025-05-24
LPL 2025 Split 2 Playoffs;18;2;Invictus Gaming;Edward Gaming;1;2025-05-24
LPL 2025 Split 2 Playoffs;18;3;Invictus Gaming;Edward Gaming;1;2025-05-24
LEC 2025 Spring Season;1;1;Team Heretics;Team Vitality;1;2025-05-13
LEC 2025 Spring Season;2;1;Rogue;Movistar KOI;0;2025-05-12
LEC 2025 Spring Season;3;1;Team Heretics;GIANTX;0;2025-05-12
LEC 2025 Spring Season;4;1;G2 Esports;Karmine Corp;1;2025-05-11
LEC 2025 Spring Season;4;2;G2 Esports;Karmine Corp;0;2025-05-11
LEC 2025 Spring Season;4;3;G2 Esports;Karmine Corp;0;2025-05-11
LEC 2025 Spring Season;5;1;SK Gaming;Team Vitality;0;2025-05-11
LEC 2025 Spring Season;6;1;Team Vitality;Karmine Corp;1;2025-05-10
LEC 2025 Spring Season;6;2;Team Vitality;Karmine Corp;0;2025-05-10
LEC 2025 Spring Season;7;1;SK Gaming;G2 Esports;0;2025-05-10
LEC 2025 Spring Season;8;1;Movistar KOI;SK Gaming;1;2025-05-05
LEC 2025 Spring Season;8;2;Movistar KOI;SK Gaming;1;2025-05-05
LEC 2025 Spring Season;9;1;Fnatic;Team Heretics;1;2025-05-05
LEC 2025 Spring Season;9;2;Fnatic;Team Heretics;1;2025-05-05
LEC 2025 Spring Season;10;1;G2 Esports;Team Vitality;1;2025-05-04
LEC 2025 Spring Season;10;2;G2 Esports;Team Vitality;1;2025-05-04
LEC 2025 Spring Season;11;1;GIANTX;Team BDS;1;2025-05-04
LEC 2025 Spring Season;11;2;GIANTX;Team BDS;1;2025-05-04
LEC 2025 Spring Season;12;1;Karmine Corp;Rogue;1;2025-05-03
LEC 2025 Spring Season;12;2;Karmine Corp;Rogue;1;2025-05-03
LEC 2025 Spring Season;13;1;Fnatic;Team BDS;1;2025-05-03
LEC 2025 Spring Season;13;2;Fnatic;Team BDS;1;2025-05-03
LEC 2025 Spring Season;14;1;Team Vitality;Team BDS;1;2025-04-28
LEC 2025 Spring Season;14;2;Team Vitality;Team BDS;0;2025-04-28
LEC 2025 Spring Season;14;3;Team Vitality;Team BDS;1;2025-04-28
LEC 2025 Spring Season;15;1;SK Gaming;Team Heretics;0;2025-04-28
LEC 2025 Spring Season;16;1;Movistar KOI;GIANTX;1;2025-04-27
LEC 2025 Spring Season;16;2;Movistar KOI;GIANTX;0;2025-04-27
LEC 2025 Spring Season;16;3;Movistar KOI;GIANTX;1;2025-04-27
LEC 2025 Spring Season;17;1;G2 Esports;Fnatic;1;2025-04-27
LEC 2025 Spring Season;17;2;G2 Esports;Fnatic;0;2025-04-27
LEC 2025 Spring Season;17;3;G2 Esports;Fnatic;0;2025-04-27
LEC 2025 Spring Season;18;1;Movistar KOI;Fnatic;1;2025-04-26
LEC 2025 Spring Season;18;2;Movistar KOI;Fnatic;1;2025-04-26
LEC 2025 Spring Season;19;1;GIANTX;G2 Esports;1;2025-04-26
LEC 2025 Spring Season;19;2;GIANTX;G2 Esports;0;2025-04-26
LEC 2025 Spring Season;19;3;GIANTX;G2 Esports;1;2025-04-26
LEC 2025 Spring Season;20;1;Team Vitality;Movistar KOI;1;2025-04-21
LEC 2025 Spring Season;20;2;Team Vitality;Movistar KOI;1;2025-04-21
LEC 2025 Spring Season;21;1;SK Gaming;Rogue;1;2025-04-21
LEC 2025 Spring Season;21;2;SK Gaming;Rogue;0;2025-04-21
LEC 2025 Spring Season;21;3;SK Gaming;Rogue;0;2025-04-21
LEC 2025 Spring Season;22;1;Team BDS;G2 Esports;1;2025-04-20
LEC 2025 Spring Season;22;2;Team BDS;G2 Esports;1;2025-04-20
LEC 2025 Spring Season;23;1;Team Heretics;Team Vitality;1;2025-04-20
LEC 2025 Spring Season;23;2;Team Heretics;Team Vitality;1;2025-04-20
LEC 2025 Spring Season;24;1;Karmine Corp;GIANTX;1;2025-04-19
LEC 2025 Spring Season;24;2;Karmine Corp;GIANTX;0;2025-04-19
LEC 2025 Spring Season;24;3;Karmine Corp;GIANTX;1;2025-04-19
LEC 2025 Spring Season;25;1;Fnatic;Rogue;1;2025-04-19
LEC 2025 Spring Season;25;2;Fnatic;Rogue;1;2025-04-19
LEC 2025 Spring Season;26;1;Team Heretics;Karmine Corp;1;2025-04-14
LEC 2025 Spring Season;26;2;Team Heretics;Karmine Corp;0;2025-04-14
LEC 2025 Spring Season;26;3;Team Heretics;Karmine Corp;0;2025-04-14
LEC 2025 Spring Season;27;1;GIANTX;SK Gaming;0;2025-04-14
LEC 2025 Spring Season;28;1;Team BDS;Movistar KOI;0;2025-04-13
LEC 2025 Spring Season;29;1;Team Vitality;Fnatic;0;2025-04-13
LEC 2025 Spring Season;30;1;Karmine Corp;SK Gaming;1;2025-04-12
LEC 2025 Spring Season;30;2;Karmine Corp;SK Gaming;1;2025-04-12
LEC 2025 Spring Season;31;1;Rogue;G2 Esports;0;2025-04-12
LEC 2025 Spring Season;32;1;Team Heretics;Team BDS;1;2025-04-12
LEC 2025 Spring Season;32;2;Team Heretics;Team BDS;0;2025-04-12
LEC 2025 Spring Season;32;3;Team Heretics;Team BDS;1;2025-04-12
LEC 2025 Spring Season;33;1;Movistar KOI;Team Heretics;1;2025-04-07
LEC 2025 Spring Season;33;2;Movistar KOI;Team Heretics;1;2025-04-07
LEC 2025 Spring Season;34;1;GIANTX;Rogue;1;2025-04-07
LEC 2025 Spring Season;34;2;GIANTX;Rogue;1;2025-04-07
LEC 2025 Spring Season;35;1;Karmine Corp;Fnatic;1;2025-04-06
LEC 2025 Spring Season;35;2;Karmine Corp;Fnatic;0;2025-04-06
LEC 2025 Spring Season;35;3;Karmine Corp;Fnatic;0;2025-04-06
LEC 2025 Spring Season;36;1;Team BDS;SK Gaming;1;2025-04-06
LEC 2025 Spring Season;36;2;Team BDS;SK Gaming;1;2025-04-06
LEC 2025 Spring Season;37;1;G2 Esports;Team Heretics;1;2025-04-05
LEC 2025 Spring Season;37;2;G2 Esports;Team Heretics;1;2025-04-05
LEC 2025 Spring Season;38;1;Team BDS;Karmine Corp;0;2025-04-05
LEC 2025 Spring Season;39;1;Rogue;Team Vitality;1;2025-04-05
LEC 2025 Spring Season;39;2;Rogue;Team Vitality;1;2025-04-05
LEC 2025 Spring Season;40;1;SK Gaming;Fnatic;1;2025-03-31
LEC 2025 Spring Season;40;2;SK Gaming;Fnatic;1;2025-03-31
LEC 2025 Spring Season;41;1;Team BDS;Rogue;1;2025-03-31
LEC 2025 Spring Season;41;2;Team BDS;Rogue;1;2025-03-31
LEC 2025 Spring Season;42;1;Karmine Corp;Movistar KOI;1;2025-03-30
LEC 2025 Spring Season;42;2;Karmine Corp;Movistar KOI;0;2025-03-30
LEC 2025 Spring Season;42;3;Karmine Corp;Movistar KOI;1;2025-03-30
LEC 2025 Spring Season;43;1;GIANTX;Team Vitality;0;2025-03-30
LEC 2025 Spring Season;44;1;G2 Esports;Movistar KOI;1;2025-03-29
LEC 2025 Spring Season;44;2;G2 Esports;Movistar KOI;0;2025-03-29
LEC 2025 Spring Season;44;3;G2 Esports;Movistar KOI;1;2025-03-29
LEC 2025 Spring Season;45;1;Rogue;Team Heretics;0;2025-03-29
LEC 2025 Spring Season;46;1;Fnatic;GIANTX;1;2025-03-29
LEC 2025 Spring Season;46;2;Fnatic;GIANTX;1;2025-03-29
LEC 2025 Spring Playoffs;1;1;G2 Esports;Movistar KOI;1;2025-06-08
LEC 2025 Spring Playoffs;1;2;G2 Esports;Movistar KOI;0;2025-06-08
LEC 2025 Spring Playoffs;2;1;Movistar KOI;Karmine Corp;1;2025-06-07
LEC 2025 Spring Playoffs;2;2;Movistar KOI;Karmine Corp;1;2025-06-07
LEC 2025 Spring Playoffs;2;3;Movistar KOI;Karmine Corp;0;2025-06-07
LEC 2025 Spring Playoffs;2;4;Movistar KOI;Karmine Corp;1;2025-06-07
LEC 2025 Spring Playoffs;3;1;Karmine Corp;Fnatic;1;2025-06-02
LEC 2025 Spring Playoffs;3;2;Karmine Corp;Fnatic;1;2025-06-02
LEC 2025 Spring Playoffs;3;3;Karmine Corp;Fnatic;1;2025-06-02
LEC 2025 Spring Playoffs;4;1;Karmine Corp;Team Heretics;1;2025-06-01
LEC 2025 Spring Playoffs;4;2;Karmine Corp;Team Heretics;0;2025-06-01
LEC 2025 Spring Playoffs;4;3;Karmine Corp;Team Heretics;1;2025-06-01
LEC 2025 Spring Playoffs;4;4;Karmine Corp;Team Heretics;1;2025-06-01
LEC 2025 Spring Playoffs;5;1;Fnatic;GIANTX;1;2025-05-31
LEC 2025 Spring Playoffs;5;2;Fnatic;GIANTX;1;2025-05-31
LEC 2025 Spring Playoffs;5;3;Fnatic;GIANTX;0;2025-05-31
LEC 2025 Spring Playoffs;5;4;Fnatic;GIANTX;1;2025-05-31
LEC 2025 Spring Playoffs;6;1;Movistar KOI;G2 Esports;1;2025-05-26
LEC 2025 Spring Playoffs;6;2;Movistar KOI;G2 Esports;0;2025-05-26
LEC 2025 Spring Playoffs;7;1;Karmine Corp;Movistar KOI;1;2025-05-25
LEC 2025 Spring Playoffs;7;2;Karmine Corp;Movistar KOI;0;2025-05-25
LEC 2025 Spring Playoffs;7;3;Karmine Corp;Movistar KOI;1;2025-05-25
LEC 2025 Spring Playoffs;7;4;Karmine Corp;Movistar KOI;0;2025-05-25
LEC 2025 Spring Playoffs;8;1;Fnatic;G2 Esports;1;2025-05-24
LEC 2025 Spring Playoffs;8;2;Fnatic;G2 Esports;0;2025-05-24
LEC 2025 Spring Playoffs;8;3;Fnatic;G2 Esports;0;2025-05-24
LEC 2025 Spring Playoffs;8;4;Fnatic;G2 Esports;0;2025-05-24
LCK 2025 Rounds 1-2;1;1;Dplus KIA;KT Rolster;1;2025-06-04
LCK 2025 Rounds 1-2;1;2;Dplus KIA;KT Rolster;0;2025-06-04
LCK 2025 Rounds 1-2;1;3;Dplus KIA;KT Rolster;0;2025-06-04
LCK 2025 Rounds 1-2;2;1;Dplus KIA;Nongshim RedForce;1;2025-06-01
LCK 2025 Rounds 1-2;2;2;Dplus KIA;Nongshim RedForce;0;2025-06-01
LCK 2025 Rounds 1-2;2;3;Dplus KIA;Nongshim RedForce;1;2025-06-01
LCK 2025 Rounds 1-2;3;1;Hanwha Life eSports;BNK FearX;1;2025-06-01
LCK 2025 Rounds 1-2;3;2;Hanwha Life eSports;BNK FearX;1;2025-06-01
LCK 2025 Rounds 1-2;4;1;OK BRION;Gen.G eSports;0;2025-05-31
LCK 2025 Rounds 1-2;5;1;KT Rolster;DRX;1;2025-05-31
LCK 2025 Rounds 1-2;5;2;KT Rolster;DRX;1;2025-05-31
LCK 2025 Rounds 1-2;6;1;Dplus KIA;DN Freecs;1;2025-05-30
LCK 2025 Rounds 1-2;6;2;Dplus KIA;DN Freecs;0;2025-05-30
LCK 2025 Rounds 1-2;6;3;Dplus KIA;DN Freecs;1;2025-05-30
LCK 2025 Rounds 1-2;7;1;Nongshim RedForce;T1;1;2025-05-30
LCK 2025 Rounds 1-2;7;2;Nongshim RedForce;T1;1;2025-05-30
LCK 2025 Rounds 1-2;8;1;KT Rolster;Gen.G eSports;1;2025-05-29
LCK 2025 Rounds 1-2;8;2;KT Rolster;Gen.G eSports;0;2025-05-29
LCK 2025 Rounds 1-2;9;1;DRX;OK BRION;1;2025-05-29
LCK 2025 Rounds 1-2;9;2;DRX;OK BRION;0;2025-05-29
LCK 2025 Rounds 1-2;9;3;DRX;OK BRION;1;2025-05-29
LCK 2025 Rounds 1-2;10;1;T1;Hanwha Life eSports;0;2025-05-28
LCK 2025 Rounds 1-2;11;1;BNK FearX;DN Freecs;1;2025-05-28
LCK 2025 Rounds 1-2;11;2;BNK FearX;DN Freecs;0;2025-05-28
LCK 2025 Rounds 1-2;11;3;BNK FearX;DN Freecs;1;2025-05-28
LCK 2025 Rounds 1-2;12;1;BNK FearX;KT Rolster;1;2025-05-25
LCK 2025 Rounds 1-2;12;2;BNK FearX;KT Rolster;0;2025-05-25
LCK 2025 Rounds 1-2;12;3;BNK FearX;KT Rolster;0;2025-05-25
LCK 2025 Rounds 1-2;13;1;OK BRION;Nongshim RedForce;1;2025-05-25
LCK 2025 Rounds 1-2;13;2;OK BRION;Nongshim RedForce;0;2025-05-25
LCK 2025 Rounds 1-2;13;3;OK BRION;Nongshim RedForce;0;2025-05-25
LCK 2025 Rounds 1-2;14;1;DN Freecs;T1;0;2025-05-24
LCK 2025 Rounds 1-2;15;1;Hanwha Life eSports;Dplus KIA;1;2025-05-24
LCK 2025 Rounds 1-2;15;2;Hanwha Life eSports;Dplus KIA;0;2025-05-24
LCK 2025 Rounds 1-2;16;1;Nongshim RedForce;KT Rolster;1;2025-05-23
LCK 2025 Rounds 1-2;16;2;Nongshim RedForce;KT Rolster;0;2025-05-23
LCK 2025 Rounds 1-2;17;1;Gen.G eSports;DRX;1;2025-05-23
LCK 2025 Rounds 1-2;17;2;Gen.G eSports;DRX;1;2025-05-23
LCK 2025 Rounds 1-2;18;1;T1;BNK FearX;1;2025-05-22
LCK 2025 Rounds 1-2;18;2;T1;BNK FearX;1;2025-05-22
LCK 2025 Rounds 1-2;19;1;OK BRION;Dplus KIA;1;2025-05-22
LCK 2025 Rounds 1-2;19;2;OK BRION;Dplus KIA;1;2025-05-22
LCK 2025 Rounds 1-2;20;1;DN Freecs;DRX;0;2025-05-21
LCK 2025 Rounds 1-2;21;1;Gen.G eSports;Hanwha Life eSports;1;2025-05-21
LCK 2025 Rounds 1-2;21;2;Gen.G eSports;Hanwha Life eSports;0;2025-05-21
LCK 2025 Rounds 1-2;21;3;Gen.G eSports;Hanwha Life eSports;1;2025-05-21
LCK 2025 Rounds 1-2;22;1;Gen.G eSports;T1;1;2025-05-18
LCK 2025 Rounds 1-2;22;2;Gen.G eSports;T1;1;2025-05-18
LCK 2025 Rounds 1-2;23;1;Hanwha Life eSports;DN Freecs;1;2025-05-18
LCK 2025 Rounds 1-2;23;2;Hanwha Life eSports;DN Freecs;1;2025-05-18
LCK 2025 Rounds 1-2;24;1;KT Rolster;OK BRION;1;2025-05-17
LCK 2025 Rounds 1-2;24;2;KT Rolster;OK BRION;0;2025-05-17
LCK 2025 Rounds 1-2;24;3;KT Rolster;OK BRION;1;2025-05-17
LCK 2025 Rounds 1-2;25;1;DRX;Nongshim RedForce;1;2025-05-17
LCK 2025 Rounds 1-2;25;2;DRX;Nongshim RedForce;0;2025-05-17
LCK 2025 Rounds 1-2;26;1;DN Freecs;Gen.G eSports;0;2025-05-16
LCK 2025 Rounds 1-2;27;1;Dplus KIA;BNK FearX;1;2025-05-16
LCK 2025 Rounds 1-2;27;2;Dplus KIA;BNK FearX;1;2025-05-16
LCK 2025 Rounds 1-2;28;1;T1;OK BRION;1;2025-05-15
LCK 2025 Rounds 1-2;28;2;T1;OK BRION;0;2025-05-15
LCK 2025 Rounds 1-2;28;3;T1;OK BRION;1;2025-05-15
LCK 2025 Rounds 1-2;29;1;KT Rolster;Hanwha Life eSports;1;2025-05-15
LCK 2025 Rounds 1-2;29;2;KT Rolster;Hanwha Life eSports;1;2025-05-15
LCK 2025 Rounds 1-2;30;1;DRX;Dplus KIA;1;2025-05-14
LCK 2025 Rounds 1-2;30;2;DRX;Dplus KIA;0;2025-05-14
LCK 2025 Rounds 1-2;31;1;BNK FearX;Nongshim RedForce;1;2025-05-14
LCK 2025 Rounds 1-2;31;2;BNK FearX;Nongshim RedForce;0;2025-05-14
LCK 2025 Rounds 1-2;31;3;BNK FearX;Nongshim RedForce;0;2025-05-14
LCK 2025 Rounds 1-2;32;1;Hanwha Life eSports;DRX;1;2025-05-11
LCK 2025 Rounds 1-2;32;2;Hanwha Life eSports;DRX;1;2025-05-11
LCK 2025 Rounds 1-2;33;1;Nongshim RedForce;DN Freecs;1;2025-05-11
LCK 2025 Rounds 1-2;33;2;Nongshim RedForce;DN Freecs;0;2025-05-11
LCK 2025 Rounds 1-2;33;3;Nongshim RedForce;DN Freecs;0;2025-05-11
LCK 2025 Rounds 1-2;34;1;Gen.G eSports;BNK FearX;1;2025-05-10
LCK 2025 Rounds 1-2;34;2;Gen.G eSports;BNK FearX;1;2025-05-10
LCK 2025 Rounds 1-2;35;1;Dplus KIA;T1;0;2025-05-10
LCK 2025 Rounds 1-2;36;1;OK BRION;Hanwha Life eSports;0;2025-05-09
LCK 2025 Rounds 1-2;37;1;DN Freecs;KT Rolster;0;2025-05-09
LCK 2025 Rounds 1-2;38;1;Nongshim RedForce;Gen.G eSports;0;2025-05-08
LCK 2025 Rounds 1-2;39;1;T1;DRX;1;2025-05-08
LCK 2025 Rounds 1-2;39;2;T1;DRX;1;2025-05-08
LCK 2025 Rounds 1-2;40;1;Dplus KIA;KT Rolster;0;2025-05-07
LCK 2025 Rounds 1-2;41;1;BNK FearX;OK BRION;1;2025-05-07
LCK 2025 Rounds 1-2;41;2;BNK FearX;OK BRION;0;2025-05-07
LCK 2025 Rounds 1-2;41;3;BNK FearX;OK BRION;1;2025-05-07
LCK 2025 Rounds 1-2;42;1;DN Freecs;OK BRION;1;2025-05-04
LCK 2025 Rounds 1-2;42;2;DN Freecs;OK BRION;0;2025-05-04
LCK 2025 Rounds 1-2;43;1;KT Rolster;T1;0;2025-05-04
LCK 2025 Rounds 1-2;44;1;DRX;BNK FearX;1;2025-05-03
LCK 2025 Rounds 1-2;44;2;DRX;BNK FearX;1;2025-05-03
LCK 2025 Rounds 1-2;45;1;Gen.G eSports;Dplus KIA;1;2025-05-03
LCK 2025 Rounds 1-2;45;2;Gen.G eSports;Dplus KIA;1;2025-05-03
LCK 2025 Rounds 1-2;46;1;Hanwha Life eSports;Nongshim RedForce;1;2025-05-02
LCK 2025 Rounds 1-2;46;2;Hanwha Life eSports;Nongshim RedForce;1;2025-05-02
LCK 2025 Rounds 1-2;47;1;T1;DN Freecs;1;2025-05-02
LCK 2025 Rounds 1-2;47;2;T1;DN Freecs;1;2025-05-02
LCK 2025 Rounds 1-2;48;1;OK BRION;DRX;1;2025-05-01
LCK 2025 Rounds 1-2;48;2;OK BRION;DRX;0;2025-05-01
LCK 2025 Rounds 1-2;49;1;Gen.G eSports;KT Rolster;1;2025-05-01
LCK 2025 Rounds 1-2;49;2;Gen.G eSports;KT Rolster;1;2025-05-01
LCK 2025 Rounds 1-2;50;1;BNK FearX;Hanwha Life eSports;0;2025-04-30
LCK 2025 Rounds 1-2;51;1;Nongshim RedForce;Dplus KIA;1;2025-04-30
LCK 2025 Rounds 1-2;51;2;Nongshim RedForce;Dplus KIA;1;2025-04-30
LCK 2025 Rounds 1-2;52;1;Dplus KIA;Hanwha Life eSports;1;2025-04-27
LCK 2025 Rounds 1-2;52;2;Dplus KIA;Hanwha Life eSports;0;2025-04-27
LCK 2025 Rounds 1-2;52;3;Dplus KIA;Hanwha Life eSports;0;2025-04-27
LCK 2025 Rounds 1-2;53;1;OK BRION;T1;1;2025-04-27
LCK 2025 Rounds 1-2;53;2;OK BRION;T1;0;2025-04-27
LCK 2025 Rounds 1-2;53;3;OK BRION;T1;1;2025-04-27
LCK 2025 Rounds 1-2;54;1;DRX;Gen.G eSports;0;2025-04-26
LCK 2025 Rounds 1-2;55;1;DN Freecs;BNK FearX;1;2025-04-26
LCK 2025 Rounds 1-2;55;2;DN Freecs;BNK FearX;0;2025-04-26
LCK 2025 Rounds 1-2;55;3;DN Freecs;BNK FearX;0;2025-04-26
LCK 2025 Rounds 1-2;56;1;T1;Dplus KIA;1;2025-04-25
LCK 2025 Rounds 1-2;56;2;T1;Dplus KIA;0;2025-04-25
LCK 2025 Rounds 1-2;56;3;T1;Dplus KIA;1;2025-04-25
LCK 2025 Rounds 1-2;57;1;KT Rolster;Nongshim RedForce;0;2025-04-25
LCK 2025 Rounds 1-2;58;1;Hanwha Life eSports;OK BRION;1;2025-04-24
LCK 2025 Rounds 1-2;58;2;Hanwha Life eSports;OK BRION;1;2025-04-24
LCK 2025 Rounds 1-2;59;1;Gen.G eSports;DN Freecs;1;2025-04-24
LCK 2025 Rounds 1-2;59;2;Gen.G eSports;DN Freecs;1;2025-04-24
LCK 2025 Rounds 1-2;60;1;Nongshim RedForce;BNK FearX;1;2025-04-23
LCK 2025 Rounds 1-2;60;2;Nongshim RedForce;BNK FearX;1;2025-04-23
LCK 2025 Rounds 1-2;61;1;DRX;KT Rolster;0;2025-04-23
LCK 2025 Rounds 1-2;62;1;KT Rolster;DN Freecs;1;2025-04-20
LCK 2025 Rounds 1-2;62;2;KT Rolster;DN Freecs;1;2025-04-20
LCK 2025 Rounds 1-2;63;1;Dplus KIA;DRX;1;2025-04-20
LCK 2025 Rounds 1-2;63;2;Dplus KIA;DRX;1;2025-04-20
LCK 2025 Rounds 1-2;64;1;Nongshim RedForce;Hanwha Life eSports;0;2025-04-19
LCK 2025 Rounds 1-2;65;1;Gen.G eSports;OK BRION;1;2025-04-19
LCK 2025 Rounds 1-2;65;2;Gen.G eSports;OK BRION;1;2025-04-19
LCK 2025 Rounds 1-2;66;1;DN Freecs;Dplus KIA;0;2025-04-18
LCK 2025 Rounds 1-2;67;1;BNK FearX;T1;1;2025-04-18
LCK 2025 Rounds 1-2;67;2;BNK FearX;T1;1;2025-04-18
LCK 2025 Rounds 1-2;68;1;OK BRION;KT Rolster;1;2025-04-17
LCK 2025 Rounds 1-2;68;2;OK BRION;KT Rolster;1;2025-04-17
LCK 2025 Rounds 1-2;69;1;DRX;Hanwha Life eSports;0;2025-04-17
LCK 2025 Rounds 1-2;70;1;BNK FearX;Gen.G eSports;1;2025-04-16
LCK 2025 Rounds 1-2;70;2;BNK FearX;Gen.G eSports;0;2025-04-16
LCK 2025 Rounds 1-2;70;3;BNK FearX;Gen.G eSports;0;2025-04-16
LCK 2025 Rounds 1-2;71;1;T1;Nongshim RedForce;1;2025-04-16
LCK 2025 Rounds 1-2;71;2;T1;Nongshim RedForce;0;2025-04-16
LCK 2025 Rounds 1-2;71;3;T1;Nongshim RedForce;1;2025-04-16
LCK 2025 Rounds 1-2;72;1;Nongshim RedForce;DRX;1;2025-04-13
LCK 2025 Rounds 1-2;72;2;Nongshim RedForce;DRX;0;2025-04-13
LCK 2025 Rounds 1-2;72;3;Nongshim RedForce;DRX;1;2025-04-13
LCK 2025 Rounds 1-2;73;1;Dplus KIA;Gen.G eSports;1;2025-04-13
LCK 2025 Rounds 1-2;73;2;Dplus KIA;Gen.G eSports;0;2025-04-13
LCK 2025 Rounds 1-2;73;3;Dplus KIA;Gen.G eSports;0;2025-04-13
LCK 2025 Rounds 1-2;74;1;KT Rolster;BNK FearX;1;2025-04-12
LCK 2025 Rounds 1-2;74;2;KT Rolster;BNK FearX;0;2025-04-12
LCK 2025 Rounds 1-2;74;3;KT Rolster;BNK FearX;1;2025-04-12
LCK 2025 Rounds 1-2;75;1;Hanwha Life eSports;T1;1;2025-04-12
LCK 2025 Rounds 1-2;75;2;Hanwha Life eSports;T1;1;2025-04-12
LCK 2025 Rounds 1-2;76;1;Gen.G eSports;Nongshim RedForce;1;2025-04-11
LCK 2025 Rounds 1-2;76;2;Gen.G eSports;Nongshim RedForce;1;2025-04-11
LCK 2025 Rounds 1-2;77;1;OK BRION;DN Freecs;1;2025-04-11
LCK 2025 Rounds 1-2;77;2;OK BRION;DN Freecs;1;2025-04-11
LCK 2025 Rounds 1-2;78;1;T1;KT Rolster;1;2025-04-10
LCK 2025 Rounds 1-2;78;2;T1;KT Rolster;1;2025-04-10
LCK 2025 Rounds 1-2;79;1;BNK FearX;DRX;1;2025-04-10
LCK 2025 Rounds 1-2;79;2;BNK FearX;DRX;1;2025-04-10
LCK 2025 Rounds 1-2;80;1;Dplus KIA;OK BRION;1;2025-04-09
LCK 2025 Rounds 1-2;80;2;Dplus KIA;OK BRION;1;2025-04-09
LCK 2025 Rounds 1-2;81;1;DN Freecs;Hanwha Life eSports;1;2025-04-09
LCK 2025 Rounds 1-2;81;2;DN Freecs;Hanwha Life eSports;0;2025-04-09
LCK 2025 Rounds 1-2;82;1;T1;Gen.G eSports;1;2025-04-06
LCK 2025 Rounds 1-2;82;2;T1;Gen.G eSports;0;2025-04-06
LCK 2025 Rounds 1-2;82;3;T1;Gen.G eSports;0;2025-04-06
LCK 2025 Rounds 1-2;83;1;KT Rolster;Dplus KIA;0;2025-04-06
LCK 2025 Rounds 1-2;84;1;DN Freecs;Nongshim RedForce;0;2025-04-05
LCK 2025 Rounds 1-2;85;1;OK BRION;BNK FearX;1;2025-04-05
LCK 2025 Rounds 1-2;85;2;OK BRION;BNK FearX;0;2025-04-05
LCK 2025 Rounds 1-2;85;3;OK BRION;BNK FearX;0;2025-04-05
LCK 2025 Rounds 1-2;86;1;DRX;T1;0;2025-04-04
LCK 2025 Rounds 1-2;87;1;Hanwha Life eSports;KT Rolster;1;2025-04-04
LCK 2025 Rounds 1-2;87;2;Hanwha Life eSports;KT Rolster;0;2025-04-04
LCK 2025 Rounds 1-2;87;3;Hanwha Life eSports;KT Rolster;1;2025-04-04
LCK 2025 Rounds 1-2;88;1;BNK FearX;Dplus KIA;1;2025-04-03
LCK 2025 Rounds 1-2;88;2;BNK FearX;Dplus KIA;0;2025-04-03
LCK 2025 Rounds 1-2;89;1;Nongshim RedForce;OK BRION;1;2025-04-03
LCK 2025 Rounds 1-2;89;2;Nongshim RedForce;OK BRION;1;2025-04-03
LCK 2025 Rounds 1-2;90;1;DRX;DN Freecs;1;2025-04-02
LCK 2025 Rounds 1-2;90;2;DRX;DN Freecs;1;2025-04-02
