tournament;date;Team;GP;AGT;KD;CKPM;GPR;GSPD;EGR;MLR;GD15;FB%;FT%;F3T%;PPG;HLD%;GRB%;FD%;DRG%;ELD%;FBN%;BN%;LNE%;JNG%;WPM;CWPM;WCPM;winrate%
LPL 2025 Split 1;2025-01-19;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-19;Invictus Gaming;4;32.3;0.74;0.87;;-0.004;;;;0.0;0.5;;;0.5;0.33;0.75;0.33;;;0.0;0.511;0.45799999999999996;3.25;1.34;1.56;0.25
LPL 2025 Split 1;2025-01-19;LGD Gaming;3;34.9;0.67;1.21;;-0.073;;;;0.33;0.67;;;0.67;0.67;0.0;0.45;;;0.2;0.474;0.478;3.17;1.39;1.51;0.0
LPL 2025 Split 1;2025-01-19;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-19;Ninjas in Pyjamas;4;32.3;1.35;0.87;;0.004;;;;1.0;0.5;;;0.5;0.67;0.25;0.67;;;1.0;0.489;0.542;3.12;1.18;1.45;0.75
LPL 2025 Split 1;2025-01-19;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-19;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-19;Team WE;3;33.0;0.59;0.95;;-0.109;;;;0.67;0.33;;;0.33;0.56;0.67;0.55;;;0.5;0.485;0.428;3.36;1.41;1.37;0.0
LPL 2025 Split 1;2025-01-19;ThunderTalk Gaming;4;35.0;1.3;0.82;;0.055;;;;0.75;0.25;;;0.5;0.29;0.75;0.67;;;0.71;0.501;0.532;3.53;1.47;1.47;0.75
LPL 2025 Split 1;2025-01-19;Top Esports;3;33.0;1.69;0.95;;0.109;;;;0.33;0.67;;;0.67;0.44;0.33;0.45;;;0.5;0.515;0.5720000000000001;3.27;1.31;1.59;1.0
LPL 2025 Split 1;2025-01-19;Ultra Prime;4;30.0;0.76;0.98;;-0.11900000000000001;;;;0.5;0.25;;;0.25;0.38;0.5;0.44;;;0.67;0.479;0.47200000000000003;3.3;1.52;1.44;0.25
LPL 2025 Split 1;2025-01-19;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-20;Anyone's Legend;3;34.9;1.49;1.21;;0.073;;;;0.67;0.33;;;0.33;0.33;1.0;0.55;;;0.8;0.526;0.522;3.41;1.3;1.82;1.0
LPL 2025 Split 1;2025-01-20;Bilibili Gaming;3;33.7;2.15;0.84;;0.071;;;;0.33;0.67;;;0.33;0.33;0.67;0.79;;;0.67;0.519;0.529;3.22;1.35;1.99;1.0
LPL 2025 Split 1;2025-01-20;EDward Gaming;3;33.7;0.47;0.84;;-0.071;;;;0.67;0.33;;;0.67;0.67;0.33;0.21;;;0.33;0.48100000000000004;0.47100000000000003;3.34;1.37;1.33;0.0
LPL 2025 Split 1;2025-01-20;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-20;Invictus Gaming;4;32.3;0.74;0.87;;-0.004;;;;0.0;0.5;;;0.5;0.33;0.75;0.33;;;0.0;0.511;0.45799999999999996;3.25;1.34;1.56;0.25
LPL 2025 Split 1;2025-01-20;JD Gaming;3;33.7;2.59;0.78;;0.07200000000000001;;;;0.67;0.33;;;0.67;0.78;1.0;0.58;;;0.25;0.509;0.495;3.75;1.31;1.44;1.0
LPL 2025 Split 1;2025-01-20;LGD Gaming;3;34.9;0.67;1.21;;-0.073;;;;0.33;0.67;;;0.67;0.67;0.0;0.45;;;0.2;0.474;0.478;3.17;1.39;1.51;0.0
LPL 2025 Split 1;2025-01-20;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-20;Ninjas in Pyjamas;4;32.3;1.35;0.87;;0.004;;;;1.0;0.5;;;0.5;0.67;0.25;0.67;;;1.0;0.489;0.542;3.12;1.18;1.45;0.75
LPL 2025 Split 1;2025-01-20;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-20;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-20;Team WE;3;33.0;0.59;0.95;;-0.109;;;;0.67;0.33;;;0.33;0.56;0.67;0.55;;;0.5;0.485;0.428;3.36;1.41;1.37;0.0
LPL 2025 Split 1;2025-01-20;ThunderTalk Gaming;4;35.0;1.3;0.82;;0.055;;;;0.75;0.25;;;0.5;0.29;0.75;0.67;;;0.71;0.501;0.532;3.53;1.47;1.47;0.75
LPL 2025 Split 1;2025-01-20;Top Esports;3;33.0;1.69;0.95;;0.109;;;;0.33;0.67;;;0.67;0.44;0.33;0.45;;;0.5;0.515;0.5720000000000001;3.27;1.31;1.59;1.0
LPL 2025 Split 1;2025-01-20;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-01-20;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-21;Anyone's Legend;3;34.9;1.49;1.21;;0.073;;;;0.67;0.33;;;0.33;0.33;1.0;0.55;;;0.8;0.526;0.522;3.41;1.3;1.82;1.0
LPL 2025 Split 1;2025-01-21;Bilibili Gaming;3;33.7;2.15;0.84;;0.071;;;;0.33;0.67;;;0.33;0.33;0.67;0.79;;;0.67;0.519;0.529;3.22;1.35;1.99;1.0
LPL 2025 Split 1;2025-01-21;EDward Gaming;7;32.5;0.63;0.91;;-0.066;;;;0.57;0.29;;;0.43;0.45;0.43;0.29;;;0.25;0.489;0.46799999999999997;3.43;1.39;1.38;0.14285714285714285
LPL 2025 Split 1;2025-01-21;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-21;Invictus Gaming;4;32.3;0.74;0.87;;-0.004;;;;0.0;0.5;;;0.5;0.33;0.75;0.33;;;0.0;0.511;0.45799999999999996;3.25;1.34;1.56;0.25
LPL 2025 Split 1;2025-01-21;JD Gaming;3;33.7;2.59;0.78;;0.07200000000000001;;;;0.67;0.33;;;0.67;0.78;1.0;0.58;;;0.25;0.509;0.495;3.75;1.31;1.44;1.0
LPL 2025 Split 1;2025-01-21;LGD Gaming;3;34.9;0.67;1.21;;-0.073;;;;0.33;0.67;;;0.67;0.67;0.0;0.45;;;0.2;0.474;0.478;3.17;1.39;1.51;0.0
LPL 2025 Split 1;2025-01-21;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-21;Ninjas in Pyjamas;4;32.3;1.35;0.87;;0.004;;;;1.0;0.5;;;0.5;0.67;0.25;0.67;;;1.0;0.489;0.542;3.12;1.18;1.45;0.75
LPL 2025 Split 1;2025-01-21;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-21;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-21;Team WE;3;33.0;0.59;0.95;;-0.109;;;;0.67;0.33;;;0.33;0.56;0.67;0.55;;;0.5;0.485;0.428;3.36;1.41;1.37;0.0
LPL 2025 Split 1;2025-01-21;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-01-21;Top Esports;3;33.0;1.69;0.95;;0.109;;;;0.33;0.67;;;0.67;0.44;0.33;0.45;;;0.5;0.515;0.5720000000000001;3.27;1.31;1.59;1.0
LPL 2025 Split 1;2025-01-21;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-01-21;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-22;Anyone's Legend;3;34.9;1.49;1.21;;0.073;;;;0.67;0.33;;;0.33;0.33;1.0;0.55;;;0.8;0.526;0.522;3.41;1.3;1.82;1.0
LPL 2025 Split 1;2025-01-22;Bilibili Gaming;3;33.7;2.15;0.84;;0.071;;;;0.33;0.67;;;0.33;0.33;0.67;0.79;;;0.67;0.519;0.529;3.22;1.35;1.99;1.0
LPL 2025 Split 1;2025-01-22;EDward Gaming;7;32.5;0.63;0.91;;-0.066;;;;0.57;0.29;;;0.43;0.45;0.43;0.29;;;0.25;0.489;0.46799999999999997;3.43;1.39;1.38;0.14285714285714285
LPL 2025 Split 1;2025-01-22;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-22;Invictus Gaming;4;32.3;0.74;0.87;;-0.004;;;;0.0;0.5;;;0.5;0.33;0.75;0.33;;;0.0;0.511;0.45799999999999996;3.25;1.34;1.56;0.25
LPL 2025 Split 1;2025-01-22;JD Gaming;3;33.7;2.59;0.78;;0.07200000000000001;;;;0.67;0.33;;;0.67;0.78;1.0;0.58;;;0.25;0.509;0.495;3.75;1.31;1.44;1.0
LPL 2025 Split 1;2025-01-22;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-01-22;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-22;Ninjas in Pyjamas;4;32.3;1.35;0.87;;0.004;;;;1.0;0.5;;;0.5;0.67;0.25;0.67;;;1.0;0.489;0.542;3.12;1.18;1.45;0.75
LPL 2025 Split 1;2025-01-22;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-22;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-22;Team WE;6;32.1;0.49;0.9;;-0.113;;;;0.5;0.5;;;0.33;0.47;0.33;0.26;;;0.29;0.485;0.45799999999999996;3.43;1.45;1.38;0.0
LPL 2025 Split 1;2025-01-22;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-01-22;Top Esports;3;33.0;1.69;0.95;;0.109;;;;0.33;0.67;;;0.67;0.44;0.33;0.45;;;0.5;0.515;0.5720000000000001;3.27;1.31;1.59;1.0
LPL 2025 Split 1;2025-01-22;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-01-22;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-23;Anyone's Legend;3;34.9;1.49;1.21;;0.073;;;;0.67;0.33;;;0.33;0.33;1.0;0.55;;;0.8;0.526;0.522;3.41;1.3;1.82;1.0
LPL 2025 Split 1;2025-01-23;Bilibili Gaming;3;33.7;2.15;0.84;;0.071;;;;0.33;0.67;;;0.33;0.33;0.67;0.79;;;0.67;0.519;0.529;3.22;1.35;1.99;1.0
LPL 2025 Split 1;2025-01-23;EDward Gaming;7;32.5;0.63;0.91;;-0.066;;;;0.57;0.29;;;0.43;0.45;0.43;0.29;;;0.25;0.489;0.46799999999999997;3.43;1.39;1.38;0.14285714285714285
LPL 2025 Split 1;2025-01-23;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-23;Invictus Gaming;4;32.3;0.74;0.87;;-0.004;;;;0.0;0.5;;;0.5;0.33;0.75;0.33;;;0.0;0.511;0.45799999999999996;3.25;1.34;1.56;0.25
LPL 2025 Split 1;2025-01-23;JD Gaming;8;30.8;1.62;0.84;;0.092;;;;0.63;0.38;;;0.5;0.56;0.75;0.61;;;0.13;0.518;0.514;3.47;1.24;1.35;0.75
LPL 2025 Split 1;2025-01-23;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-01-23;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-23;Ninjas in Pyjamas;4;32.3;1.35;0.87;;0.004;;;;1.0;0.5;;;0.5;0.67;0.25;0.67;;;1.0;0.489;0.542;3.12;1.18;1.45;0.75
LPL 2025 Split 1;2025-01-23;Oh My God;8;30.8;0.71;0.89;;-0.099;;;;0.25;0.5;;;0.5;0.54;0.38;0.43;;;0.57;0.485;0.47;3.31;1.24;1.35;0.25
LPL 2025 Split 1;2025-01-23;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-23;Team WE;6;32.1;0.49;0.9;;-0.113;;;;0.5;0.5;;;0.33;0.47;0.33;0.26;;;0.29;0.485;0.45799999999999996;3.43;1.45;1.38;0.0
LPL 2025 Split 1;2025-01-23;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-01-23;Top Esports;3;33.0;1.69;0.95;;0.109;;;;0.33;0.67;;;0.67;0.44;0.33;0.45;;;0.5;0.515;0.5720000000000001;3.27;1.31;1.59;1.0
LPL 2025 Split 1;2025-01-23;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-01-23;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-24;Anyone's Legend;7;36.6;1.65;0.99;;0.075;;;;0.71;0.43;;;0.57;0.48;0.86;0.67;;;0.82;0.508;0.511;3.44;1.36;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-24;Bilibili Gaming;3;33.7;2.15;0.84;;0.071;;;;0.33;0.67;;;0.33;0.33;0.67;0.79;;;0.67;0.519;0.529;3.22;1.35;1.99;1.0
LPL 2025 Split 1;2025-01-24;EDward Gaming;7;32.5;0.63;0.91;;-0.066;;;;0.57;0.29;;;0.43;0.45;0.43;0.29;;;0.25;0.489;0.46799999999999997;3.43;1.39;1.38;0.14285714285714285
LPL 2025 Split 1;2025-01-24;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-24;Invictus Gaming;4;32.3;0.74;0.87;;-0.004;;;;0.0;0.5;;;0.5;0.33;0.75;0.33;;;0.0;0.511;0.45799999999999996;3.25;1.34;1.56;0.25
LPL 2025 Split 1;2025-01-24;JD Gaming;8;30.8;1.62;0.84;;0.092;;;;0.63;0.38;;;0.5;0.56;0.75;0.61;;;0.13;0.518;0.514;3.47;1.24;1.35;0.75
LPL 2025 Split 1;2025-01-24;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-01-24;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-24;Ninjas in Pyjamas;4;32.3;1.35;0.87;;0.004;;;;1.0;0.5;;;0.5;0.67;0.25;0.67;;;1.0;0.489;0.542;3.12;1.18;1.45;0.75
LPL 2025 Split 1;2025-01-24;Oh My God;8;30.8;0.71;0.89;;-0.099;;;;0.25;0.5;;;0.5;0.54;0.38;0.43;;;0.57;0.485;0.47;3.31;1.24;1.35;0.25
LPL 2025 Split 1;2025-01-24;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-24;Team WE;6;32.1;0.49;0.9;;-0.113;;;;0.5;0.5;;;0.33;0.47;0.33;0.26;;;0.29;0.485;0.45799999999999996;3.43;1.45;1.38;0.0
LPL 2025 Split 1;2025-01-24;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-01-24;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-01-24;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-01-24;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-25;Anyone's Legend;7;36.6;1.65;0.99;;0.075;;;;0.71;0.43;;;0.57;0.48;0.86;0.67;;;0.82;0.508;0.511;3.44;1.36;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-25;Bilibili Gaming;6;31.4;2.48;0.81;;0.098;;;;0.5;0.83;;;0.33;0.56;0.5;0.8;;;0.8;0.516;0.521;3.38;1.31;1.81;1.0
LPL 2025 Split 1;2025-01-25;EDward Gaming;7;32.5;0.63;0.91;;-0.066;;;;0.57;0.29;;;0.43;0.45;0.43;0.29;;;0.25;0.489;0.46799999999999997;3.43;1.39;1.38;0.14285714285714285
LPL 2025 Split 1;2025-01-25;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-25;Invictus Gaming;8;33.5;1.0;0.81;;0.019;;;;0.25;0.63;;;0.75;0.46;0.75;0.53;;;0.38;0.51;0.48700000000000004;3.22;1.29;1.66;0.5
LPL 2025 Split 1;2025-01-25;JD Gaming;8;30.8;1.62;0.84;;0.092;;;;0.63;0.38;;;0.5;0.56;0.75;0.61;;;0.13;0.518;0.514;3.47;1.24;1.35;0.75
LPL 2025 Split 1;2025-01-25;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-01-25;LNG Esports;7;32.4;0.57;0.81;;-0.085;;;;0.29;0.43;;;0.57;0.5;0.43;0.28;;;0.22;0.493;0.47600000000000003;3.33;1.26;1.37;0.14285714285714285
LPL 2025 Split 1;2025-01-25;Ninjas in Pyjamas;4;32.3;1.35;0.87;;0.004;;;;1.0;0.5;;;0.5;0.67;0.25;0.67;;;1.0;0.489;0.542;3.12;1.18;1.45;0.75
LPL 2025 Split 1;2025-01-25;Oh My God;8;30.8;0.71;0.89;;-0.099;;;;0.25;0.5;;;0.5;0.54;0.38;0.43;;;0.57;0.485;0.47;3.31;1.24;1.35;0.25
LPL 2025 Split 1;2025-01-25;Royal Never Give Up;8;35.0;1.01;0.73;;0.001;;;;0.63;0.63;;;0.25;0.48;0.25;0.37;;;0.55;0.49700000000000005;0.508;3.39;1.33;1.49;0.5
LPL 2025 Split 1;2025-01-25;Team WE;6;32.1;0.49;0.9;;-0.113;;;;0.5;0.5;;;0.33;0.47;0.33;0.26;;;0.29;0.485;0.45799999999999996;3.43;1.45;1.38;0.0
LPL 2025 Split 1;2025-01-25;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-01-25;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-01-25;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-01-25;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-02-08;Anyone's Legend;7;36.6;1.65;0.99;;0.075;;;;0.71;0.43;;;0.57;0.48;0.86;0.67;;;0.82;0.508;0.511;3.44;1.36;1.66;0.8571428571428571
LPL 2025 Split 1;2025-02-08;Bilibili Gaming;6;31.4;2.48;0.81;;0.098;;;;0.5;0.83;;;0.33;0.56;0.5;0.8;;;0.8;0.516;0.521;3.38;1.31;1.81;1.0
LPL 2025 Split 1;2025-02-08;EDward Gaming;7;32.5;0.63;0.91;;-0.066;;;;0.57;0.29;;;0.43;0.45;0.43;0.29;;;0.25;0.489;0.46799999999999997;3.43;1.39;1.38;0.14285714285714285
LPL 2025 Split 1;2025-02-08;FunPlus Phoenix;7;33.7;0.56;0.78;;-0.09699999999999999;;;;0.14;0.29;;;0.43;0.43;0.71;0.42;;;0.29;0.502;0.445;3.17;1.28;1.49;0.14285714285714285
LPL 2025 Split 1;2025-02-08;Invictus Gaming;8;33.5;1.0;0.81;;0.019;;;;0.25;0.63;;;0.75;0.46;0.75;0.53;;;0.38;0.51;0.48700000000000004;3.22;1.29;1.66;0.5
LPL 2025 Split 1;2025-02-08;JD Gaming;8;30.8;1.62;0.84;;0.092;;;;0.63;0.38;;;0.5;0.56;0.75;0.61;;;0.13;0.518;0.514;3.47;1.24;1.35;0.75
LPL 2025 Split 1;2025-02-08;LGD Gaming;6;33.1;1.11;1.04;;0.023;;;;0.5;0.5;;;0.67;0.64;0.5;0.74;;;0.5;0.495;0.495;3.27;1.34;1.63;0.5
LPL 2025 Split 1;2025-02-08;LNG Esports;7;32.4;0.57;0.81;;-0.085;;;;0.29;0.43;;;0.57;0.5;0.43;0.28;;;0.22;0.493;0.47600000000000003;3.33;1.26;1.37;0.14285714285714285
LPL 2025 Split 1;2025-02-08;Ninjas in Pyjamas;7;31.9;1.71;0.87;;0.07400000000000001;;;;1.0;0.43;;;0.57;0.64;0.29;0.71;;;1.0;0.491;0.561;3.07;1.15;1.48;0.8571428571428571
LPL 2025 Split 1;2025-02-08;Oh My God;8;30.8;0.71;0.89;;-0.099;;;;0.25;0.5;;;0.5;0.54;0.38;0.43;;;0.57;0.485;0.47;3.31;1.24;1.35;0.25
LPL 2025 Split 1;2025-02-08;Royal Never Give Up;8;35.0;1.01;0.73;;0.001;;;;0.63;0.63;;;0.25;0.48;0.25;0.37;;;0.55;0.49700000000000005;0.508;3.39;1.33;1.49;0.5
LPL 2025 Split 1;2025-02-08;Team WE;6;32.1;0.49;0.9;;-0.113;;;;0.5;0.5;;;0.33;0.47;0.33;0.26;;;0.29;0.485;0.45799999999999996;3.43;1.45;1.38;0.0
LPL 2025 Split 1;2025-02-08;ThunderTalk Gaming;8;33.3;1.31;0.89;;0.059000000000000004;;;;0.63;0.5;;;0.63;0.5;0.63;0.66;;;0.75;0.503;0.5329999999999999;3.43;1.51;1.6;0.75
LPL 2025 Split 1;2025-02-08;Top Esports;7;35.8;0.89;0.88;;0.003;;;;0.29;0.57;;;0.43;0.43;0.29;0.33;;;0.3;0.509;0.529;3.32;1.31;1.61;0.5714285714285714
LPL 2025 Split 1;2025-02-08;Ultra Prime;7;31.6;0.59;0.89;;-0.099;;;;0.43;0.43;;;0.29;0.31;0.29;0.43;;;0.71;0.484;0.486;3.33;1.52;1.57;0.14285714285714285
LPL 2025 Split 1;2025-02-08;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-02-09;Anyone's Legend;7;36.6;1.65;0.99;;0.075;;;;0.71;0.43;;;0.57;0.48;0.86;0.67;;;0.82;0.508;0.511;3.44;1.36;1.66;0.8571428571428571
