tournament;date;Team;GP;AGT;KD;CKPM;GPR;GSPD;EGR;MLR;GD15;FB%;FT%;F3T%;PPG;HLD%;GRB%;FD%;DRG%;ELD%;FBN%;BN%;LNE%;JNG%;WPM;CWPM;WCPM;winrate%
LEC 2025 Winter Playoffs;2025-02-16;Team Vitality;2;38.8;0.65;0.92;-2.41;-0.115;7.8;-7.8;-4301.0;0.0;0.0;0.0;2.0;0.0;0.08;1.0;0.22;0.0;0.0;0.0;0.507;0.42700000000000005;3.25;1.3;1.67;0.0
LEC 2025 Winter Playoffs;2025-02-17;Fnatic;4;33.7;1.05;0.94;0.57;0.044000000000000004;63.2;-13.2;1114.0;0.75;0.75;0.5;4.8;1.0;0.67;0.5;0.53;;0.5;0.67;0.494;0.505;3.18;0.94;1.23;0.5
LEC 2025 Winter Playoffs;2025-02-17;G2 Esports;4;37.0;1.49;0.89;0.67;0.044000000000000004;60.8;39.2;612.0;0.5;0.0;0.75;5.3;0.25;0.21;0.75;0.67;;0.25;0.75;0.512;0.524;3.16;1.0;1.62;1.0
LEC 2025 Winter Playoffs;2025-02-17;GiantX;2;36.5;0.82;0.7;-1.14;-0.04;27.6;-27.6;-1534.0;0.5;1.0;0.0;4.5;0.5;0.75;0.0;0.3;;0.0;0.0;0.495;0.45;3.41;1.29;1.76;0.0
LEC 2025 Winter Playoffs;2025-02-17;Karmine Corp;4;33.8;2.12;0.76;1.92;0.105;75.8;24.2;2187.0;0.75;0.75;0.75;6.5;0.75;0.63;0.5;0.88;1.0;0.5;0.8;0.499;0.5670000000000001;3.35;1.2;1.73;1.0
LEC 2025 Winter Playoffs;2025-02-17;Movistar KOI;4;32.3;0.92;0.78;0.23;0.03;48.9;1.1;590.0;0.5;0.5;0.5;4.8;0.5;0.67;0.5;0.37;;0.75;0.8;0.501;0.518;3.93;1.63;1.82;0.5
LEC 2025 Winter Playoffs;2025-02-17;Team BDS;2;35.8;0.57;0.96;-1.42;-0.156;42.8;-42.8;-1254.0;0.5;0.5;0.5;5.0;0.5;0.33;0.0;0.36;;0.0;0.0;0.49200000000000005;0.402;3.26;1.21;1.63;0.0
LEC 2025 Winter Playoffs;2025-02-17;Team Heretics;2;29.8;0.31;0.77;-1.55;-0.135;24.4;-24.4;-1918.0;0.0;0.5;0.5;5.5;0.0;0.5;0.5;0.25;;0.0;0.0;0.493;0.491;2.82;1.19;1.21;0.0
LEC 2025 Winter Playoffs;2025-02-17;Team Vitality;2;38.8;0.65;0.92;-2.41;-0.115;7.8;-7.8;-4301.0;0.0;0.0;0.0;2.0;0.0;0.08;1.0;0.22;0.0;0.0;0.0;0.507;0.42700000000000005;3.25;1.3;1.67;0.0
LEC 2025 Winter Playoffs;2025-02-22;Fnatic;4;33.7;1.05;0.94;0.57;0.044000000000000004;63.2;-13.2;1114.0;0.75;0.75;0.5;4.8;1.0;0.67;0.5;0.53;;0.5;0.67;0.494;0.505;3.18;0.94;1.23;0.5
LEC 2025 Winter Playoffs;2025-02-22;G2 Esports;4;37.0;1.49;0.89;0.67;0.044000000000000004;60.8;39.2;612.0;0.5;0.0;0.75;5.3;0.25;0.21;0.75;0.67;;0.25;0.75;0.512;0.524;3.16;1.0;1.62;1.0
LEC 2025 Winter Playoffs;2025-02-22;GiantX;5;33.8;1.12;0.74;0.01;0.034;52.2;-12.2;-179.0;0.6;0.6;0.6;4.0;0.2;0.7;0.4;0.48;;0.4;0.4;0.502;0.501;3.47;1.4;1.66;0.4
LEC 2025 Winter Playoffs;2025-02-22;Karmine Corp;4;33.8;2.12;0.76;1.92;0.105;75.8;24.2;2187.0;0.75;0.75;0.75;6.5;0.75;0.63;0.5;0.88;1.0;0.5;0.8;0.499;0.5670000000000001;3.35;1.2;1.73;1.0
LEC 2025 Winter Playoffs;2025-02-22;Movistar KOI;4;32.3;0.92;0.78;0.23;0.03;48.9;1.1;590.0;0.5;0.5;0.5;4.8;0.5;0.67;0.5;0.37;;0.75;0.8;0.501;0.518;3.93;1.63;1.82;0.5
LEC 2025 Winter Playoffs;2025-02-22;Team BDS;5;36.8;0.83;0.94;-0.35;-0.059000000000000004;60.9;-20.9;663.0;0.6;0.8;0.6;4.8;0.6;0.53;0.4;0.48;;0.4;0.5;0.49700000000000005;0.445;3.25;1.24;1.53;0.4
LEC 2025 Winter Playoffs;2025-02-22;Team Heretics;5;31.1;0.54;0.77;-1.13;-0.10300000000000001;28.5;-8.5;-1201.0;0.2;0.6;0.2;3.4;0.6;0.4;0.4;0.33;;0.2;0.25;0.493;0.47600000000000003;3.09;1.25;1.5;0.2
LEC 2025 Winter Playoffs;2025-02-22;Team Vitality;5;38.0;0.81;0.92;-1.19;-0.049;19.4;0.6;-2884.0;0.2;0.0;0.2;2.0;0.2;0.23;0.6;0.36;0.0;0.2;0.13;0.503;0.486;3.14;1.24;1.57;0.2
LEC 2025 Winter Playoffs;2025-02-23;Fnatic;7;36.4;0.94;0.94;0.2;0.037000000000000005;58.0;-0.8;646.0;0.71;0.57;0.29;4.6;0.57;0.57;0.43;0.54;;0.29;0.5;0.503;0.525;3.27;1.02;1.36;0.5714285714285714
LEC 2025 Winter Playoffs;2025-02-23;G2 Esports;4;37.0;1.49;0.89;0.67;0.044000000000000004;60.8;39.2;612.0;0.5;0.0;0.75;5.3;0.25;0.21;0.75;0.67;;0.25;0.75;0.512;0.524;3.16;1.0;1.62;1.0
LEC 2025 Winter Playoffs;2025-02-23;GiantX;7;33.3;0.88;0.73;-0.77;-0.012;40.6;-12.1;-1118.0;0.43;0.43;0.43;3.7;0.14;0.5;0.43;0.39;;0.29;0.29;0.501;0.47200000000000003;3.46;1.38;1.68;0.2857142857142857
LEC 2025 Winter Playoffs;2025-02-23;Karmine Corp;4;33.8;2.12;0.76;1.92;0.105;75.8;24.2;2187.0;0.75;0.75;0.75;6.5;0.75;0.63;0.5;0.88;1.0;0.5;0.8;0.499;0.5670000000000001;3.35;1.2;1.73;1.0
LEC 2025 Winter Playoffs;2025-02-23;Movistar KOI;6;32.2;1.21;0.75;1.1;0.062;62.0;4.6;1549.0;0.67;0.67;0.67;5.0;0.67;0.78;0.5;0.52;;0.83;0.86;0.501;0.546;3.87;1.57;1.8;0.6666666666666666
LEC 2025 Winter Playoffs;2025-02-23;Team BDS;8;38.0;0.96;0.94;-0.13;-0.047;56.4;-18.9;406.0;0.5;0.75;0.75;3.9;0.75;0.54;0.5;0.47;;0.63;0.53;0.493;0.447;3.24;1.19;1.56;0.375
LEC 2025 Winter Playoffs;2025-02-23;Team Heretics;5;31.1;0.54;0.77;-1.13;-0.10300000000000001;28.5;-8.5;-1201.0;0.2;0.6;0.2;3.4;0.6;0.4;0.4;0.33;;0.2;0.25;0.493;0.47600000000000003;3.09;1.25;1.5;0.2
LEC 2025 Winter Playoffs;2025-02-23;Team Vitality;5;38.0;0.81;0.92;-1.19;-0.049;19.4;0.6;-2884.0;0.2;0.0;0.2;2.0;0.2;0.23;0.6;0.36;0.0;0.2;0.13;0.503;0.486;3.14;1.24;1.57;0.2
LEC 2025 Winter Playoffs;2025-02-24;Fnatic;7;36.4;0.94;0.94;0.2;0.037000000000000005;58.0;-0.8;646.0;0.71;0.57;0.29;4.6;0.57;0.57;0.43;0.54;;0.29;0.5;0.503;0.525;3.27;1.02;1.36;0.5714285714285714
LEC 2025 Winter Playoffs;2025-02-24;G2 Esports;8;33.0;1.69;0.79;1.15;0.043;66.9;20.6;1005.0;0.63;0.38;0.75;4.9;0.5;0.35;0.75;0.68;;0.38;0.71;0.507;0.537;3.14;1.01;1.56;0.875
LEC 2025 Winter Playoffs;2025-02-24;GiantX;7;33.3;0.88;0.73;-0.77;-0.012;40.6;-12.1;-1118.0;0.43;0.43;0.43;3.7;0.14;0.5;0.43;0.39;;0.29;0.29;0.501;0.47200000000000003;3.46;1.38;1.68;0.2857142857142857
LEC 2025 Winter Playoffs;2025-02-24;Karmine Corp;8;31.4;1.1;0.72;0.21;0.032;51.4;11.1;395.0;0.5;0.5;0.5;4.1;0.5;0.56;0.38;0.59;1.0;0.38;0.63;0.499;0.508;3.19;1.13;1.44;0.625
LEC 2025 Winter Playoffs;2025-02-24;Movistar KOI;6;32.2;1.21;0.75;1.1;0.062;62.0;4.6;1549.0;0.67;0.67;0.67;5.0;0.67;0.78;0.5;0.52;;0.83;0.86;0.501;0.546;3.87;1.57;1.8;0.6666666666666666
LEC 2025 Winter Playoffs;2025-02-24;Team BDS;8;38.0;0.96;0.94;-0.13;-0.047;56.4;-18.9;406.0;0.5;0.75;0.75;3.9;0.75;0.54;0.5;0.47;;0.63;0.53;0.493;0.447;3.24;1.19;1.56;0.375
LEC 2025 Winter Playoffs;2025-02-24;Team Heretics;5;31.1;0.54;0.77;-1.13;-0.10300000000000001;28.5;-8.5;-1201.0;0.2;0.6;0.2;3.4;0.6;0.4;0.4;0.33;;0.2;0.25;0.493;0.47600000000000003;3.09;1.25;1.5;0.2
LEC 2025 Winter Playoffs;2025-02-24;Team Vitality;5;38.0;0.81;0.92;-1.19;-0.049;19.4;0.6;-2884.0;0.2;0.0;0.2;2.0;0.2;0.23;0.6;0.36;0.0;0.2;0.13;0.503;0.486;3.14;1.24;1.57;0.2
LEC 2025 Winter Playoffs;2025-02-28;Fnatic;11;34.9;0.98;0.93;0.02;0.016;56.0;7.7;260.0;0.64;0.55;0.45;4.0;0.64;0.45;0.55;0.55;;0.36;0.53;0.506;0.521;3.3;1.0;1.38;0.6363636363636364
LEC 2025 Winter Playoffs;2025-02-28;G2 Esports;8;33.0;1.69;0.79;1.15;0.043;66.9;20.6;1005.0;0.63;0.38;0.75;4.9;0.5;0.35;0.75;0.68;;0.38;0.71;0.507;0.537;3.14;1.01;1.56;0.875
LEC 2025 Winter Playoffs;2025-02-28;GiantX;7;33.3;0.88;0.73;-0.77;-0.012;40.6;-12.1;-1118.0;0.43;0.43;0.43;3.7;0.14;0.5;0.43;0.39;;0.29;0.29;0.501;0.47200000000000003;3.46;1.38;1.68;0.2857142857142857
LEC 2025 Winter Playoffs;2025-02-28;Karmine Corp;8;31.4;1.1;0.72;0.21;0.032;51.4;11.1;395.0;0.5;0.5;0.5;4.1;0.5;0.56;0.38;0.59;1.0;0.38;0.63;0.499;0.508;3.19;1.13;1.44;0.625
LEC 2025 Winter Playoffs;2025-02-28;Movistar KOI;10;32.2;1.09;0.81;0.79;0.045;56.3;-6.3;1095.0;0.6;0.6;0.5;4.9;0.5;0.78;0.4;0.49;;0.7;0.67;0.496;0.522;3.73;1.53;1.66;0.5
LEC 2025 Winter Playoffs;2025-02-28;Team BDS;8;38.0;0.96;0.94;-0.13;-0.047;56.4;-18.9;406.0;0.5;0.75;0.75;3.9;0.75;0.54;0.5;0.47;;0.63;0.53;0.493;0.447;3.24;1.19;1.56;0.375
LEC 2025 Winter Playoffs;2025-02-28;Team Heretics;5;31.1;0.54;0.77;-1.13;-0.10300000000000001;28.5;-8.5;-1201.0;0.2;0.6;0.2;3.4;0.6;0.4;0.4;0.33;;0.2;0.25;0.493;0.47600000000000003;3.09;1.25;1.5;0.2
LEC 2025 Winter Playoffs;2025-02-28;Team Vitality;5;38.0;0.81;0.92;-1.19;-0.049;19.4;0.6;-2884.0;0.2;0.0;0.2;2.0;0.2;0.23;0.6;0.36;0.0;0.2;0.13;0.503;0.486;3.14;1.24;1.57;0.2
LEC 2025 Winter Playoffs;2025-03-01;Fnatic;16;35.1;0.96;0.92;-0.02;0.008;50.0;6.2;22.0;0.56;0.5;0.44;3.7;0.69;0.45;0.5;0.52;0.0;0.38;0.59;0.502;0.522;3.28;1.0;1.43;0.5625
LEC 2025 Winter Playoffs;2025-03-01;G2 Esports;8;33.0;1.69;0.79;1.15;0.043;66.9;20.6;1005.0;0.63;0.38;0.75;4.9;0.5;0.35;0.75;0.68;;0.38;0.71;0.507;0.537;3.14;1.01;1.56;0.875
LEC 2025 Winter Playoffs;2025-03-01;GiantX;7;33.3;0.88;0.73;-0.77;-0.012;40.6;-12.1;-1118.0;0.43;0.43;0.43;3.7;0.14;0.5;0.43;0.39;;0.29;0.29;0.501;0.47200000000000003;3.46;1.38;1.68;0.2857142857142857
LEC 2025 Winter Playoffs;2025-03-01;Karmine Corp;13;33.1;1.1;0.79;0.18;0.024;55.9;5.7;437.0;0.54;0.54;0.54;4.7;0.38;0.55;0.46;0.57;1.0;0.38;0.47;0.502;0.496;3.25;1.17;1.49;0.6153846153846154
LEC 2025 Winter Playoffs;2025-03-01;Movistar KOI;10;32.2;1.09;0.81;0.79;0.045;56.3;-6.3;1095.0;0.6;0.6;0.5;4.9;0.5;0.78;0.4;0.49;;0.7;0.67;0.496;0.522;3.73;1.53;1.66;0.5
LEC 2025 Winter Playoffs;2025-03-01;Team BDS;8;38.0;0.96;0.94;-0.13;-0.047;56.4;-18.9;406.0;0.5;0.75;0.75;3.9;0.75;0.54;0.5;0.47;;0.63;0.53;0.493;0.447;3.24;1.19;1.56;0.375
LEC 2025 Winter Playoffs;2025-03-01;Team Heretics;5;31.1;0.54;0.77;-1.13;-0.10300000000000001;28.5;-8.5;-1201.0;0.2;0.6;0.2;3.4;0.6;0.4;0.4;0.33;;0.2;0.25;0.493;0.47600000000000003;3.09;1.25;1.5;0.2
LEC 2025 Winter Playoffs;2025-03-01;Team Vitality;5;38.0;0.81;0.92;-1.19;-0.049;19.4;0.6;-2884.0;0.2;0.0;0.2;2.0;0.2;0.23;0.6;0.36;0.0;0.2;0.13;0.503;0.486;3.14;1.24;1.57;0.2
LEC 2025 Winter Playoffs;2025-03-02;Fnatic;16;35.1;0.96;0.92;-0.02;0.008;50.0;6.2;22.0;0.56;0.5;0.44;3.7;0.69;0.45;0.5;0.52;0.0;0.38;0.59;0.502;0.522;3.28;1.0;1.43;0.5625
LEC 2025 Winter Playoffs;2025-03-02;G2 Esports;11;32.6;1.09;0.82;0.55;-0.006999999999999999;61.5;2.1;821.0;0.55;0.36;0.55;4.5;0.55;0.41;0.55;0.54;0.5;0.27;0.5;0.501;0.517;3.07;1.01;1.49;0.6363636363636364
LEC 2025 Winter Playoffs;2025-03-02;GiantX;7;33.3;0.88;0.73;-0.77;-0.012;40.6;-12.1;-1118.0;0.43;0.43;0.43;3.7;0.14;0.5;0.43;0.39;;0.29;0.29;0.501;0.47200000000000003;3.46;1.38;1.68;0.2857142857142857
LEC 2025 Winter Playoffs;2025-03-02;Karmine Corp;16;32.8;1.31;0.81;0.35;0.045;55.3;13.4;293.0;0.56;0.56;0.63;4.8;0.38;0.53;0.56;0.63;0.75;0.44;0.56;0.504;0.504;3.29;1.19;1.46;0.6875
LEC 2025 Winter Playoffs;2025-03-02;Movistar KOI;10;32.2;1.09;0.81;0.79;0.045;56.3;-6.3;1095.0;0.6;0.6;0.5;4.9;0.5;0.78;0.4;0.49;;0.7;0.67;0.496;0.522;3.73;1.53;1.66;0.5
LEC 2025 Winter Playoffs;2025-03-02;Team BDS;8;38.0;0.96;0.94;-0.13;-0.047;56.4;-18.9;406.0;0.5;0.75;0.75;3.9;0.75;0.54;0.5;0.47;;0.63;0.53;0.493;0.447;3.24;1.19;1.56;0.375
LEC 2025 Winter Playoffs;2025-03-02;Team Heretics;5;31.1;0.54;0.77;-1.13;-0.10300000000000001;28.5;-8.5;-1201.0;0.2;0.6;0.2;3.4;0.6;0.4;0.4;0.33;;0.2;0.25;0.493;0.47600000000000003;3.09;1.25;1.5;0.2
LEC 2025 Winter Playoffs;2025-03-02;Team Vitality;5;38.0;0.81;0.92;-1.19;-0.049;19.4;0.6;-2884.0;0.2;0.0;0.2;2.0;0.2;0.23;0.6;0.36;0.0;0.2;0.13;0.503;0.486;3.14;1.24;1.57;0.2
LPL 2025 Split 1;2025-01-12;Weibo Gaming;3;33.8;1.68;0.9;;0.09;;;;1.0;0.67;;;0.67;0.5;0.67;0.5;;;1.0;0.501;0.54;3.42;1.28;1.77;1.0
LPL 2025 Split 1;2025-01-12;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-13;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-13;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-13;ThunderTalk Gaming;4;35.0;1.3;0.82;;0.055;;;;0.75;0.25;;;0.5;0.29;0.75;0.67;;;0.71;0.501;0.532;3.53;1.47;1.47;0.75
LPL 2025 Split 1;2025-01-13;Weibo Gaming;3;33.8;1.68;0.9;;0.09;;;;1.0;0.67;;;0.67;0.5;0.67;0.5;;;1.0;0.501;0.54;3.42;1.28;1.77;1.0
LPL 2025 Split 1;2025-01-14;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-14;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-14;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-14;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-14;ThunderTalk Gaming;4;35.0;1.3;0.82;;0.055;;;;0.75;0.25;;;0.5;0.29;0.75;0.67;;;0.71;0.501;0.532;3.53;1.47;1.47;0.75
LPL 2025 Split 1;2025-01-14;Weibo Gaming;3;33.8;1.68;0.9;;0.09;;;;1.0;0.67;;;0.67;0.5;0.67;0.5;;;1.0;0.501;0.54;3.42;1.28;1.77;1.0
LPL 2025 Split 1;2025-01-15;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-15;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-15;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-15;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-15;ThunderTalk Gaming;4;35.0;1.3;0.82;;0.055;;;;0.75;0.25;;;0.5;0.29;0.75;0.67;;;0.71;0.501;0.532;3.53;1.47;1.47;0.75
LPL 2025 Split 1;2025-01-15;Ultra Prime;4;30.0;0.76;0.98;;-0.11900000000000001;;;;0.5;0.25;;;0.25;0.38;0.5;0.44;;;0.67;0.479;0.47200000000000003;3.3;1.52;1.44;0.25
LPL 2025 Split 1;2025-01-15;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-16;Anyone's Legend;3;34.9;1.49;1.21;;0.073;;;;0.67;0.33;;;0.33;0.33;1.0;0.55;;;0.8;0.526;0.522;3.41;1.3;1.82;1.0
LPL 2025 Split 1;2025-01-16;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-16;LGD Gaming;3;34.9;0.67;1.21;;-0.073;;;;0.33;0.67;;;0.67;0.67;0.0;0.45;;;0.2;0.474;0.478;3.17;1.39;1.51;0.0
LPL 2025 Split 1;2025-01-16;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-16;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-16;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-16;ThunderTalk Gaming;4;35.0;1.3;0.82;;0.055;;;;0.75;0.25;;;0.5;0.29;0.75;0.67;;;0.71;0.501;0.532;3.53;1.47;1.47;0.75
LPL 2025 Split 1;2025-01-16;Ultra Prime;4;30.0;0.76;0.98;;-0.11900000000000001;;;;0.5;0.25;;;0.25;0.38;0.5;0.44;;;0.67;0.479;0.47200000000000003;3.3;1.52;1.44;0.25
LPL 2025 Split 1;2025-01-16;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-17;Anyone's Legend;3;34.9;1.49;1.21;;0.073;;;;0.67;0.33;;;0.33;0.33;1.0;0.55;;;0.8;0.526;0.522;3.41;1.3;1.82;1.0
LPL 2025 Split 1;2025-01-17;Bilibili Gaming;3;33.7;2.15;0.84;;0.071;;;;0.33;0.67;;;0.33;0.33;0.67;0.79;;;0.67;0.519;0.529;3.22;1.35;1.99;1.0
LPL 2025 Split 1;2025-01-17;EDward Gaming;3;33.7;0.47;0.84;;-0.071;;;;0.67;0.33;;;0.67;0.67;0.33;0.21;;;0.33;0.48100000000000004;0.47100000000000003;3.34;1.37;1.33;0.0
LPL 2025 Split 1;2025-01-17;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-17;LGD Gaming;3;34.9;0.67;1.21;;-0.073;;;;0.33;0.67;;;0.67;0.67;0.0;0.45;;;0.2;0.474;0.478;3.17;1.39;1.51;0.0
LPL 2025 Split 1;2025-01-17;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-17;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-17;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-17;ThunderTalk Gaming;4;35.0;1.3;0.82;;0.055;;;;0.75;0.25;;;0.5;0.29;0.75;0.67;;;0.71;0.501;0.532;3.53;1.47;1.47;0.75
LPL 2025 Split 1;2025-01-17;Ultra Prime;4;30.0;0.76;0.98;;-0.11900000000000001;;;;0.5;0.25;;;0.25;0.38;0.5;0.44;;;0.67;0.479;0.47200000000000003;3.3;1.52;1.44;0.25
LPL 2025 Split 1;2025-01-17;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-18;Anyone's Legend;3;34.9;1.49;1.21;;0.073;;;;0.67;0.33;;;0.33;0.33;1.0;0.55;;;0.8;0.526;0.522;3.41;1.3;1.82;1.0
LPL 2025 Split 1;2025-01-18;Bilibili Gaming;3;33.7;2.15;0.84;;0.071;;;;0.33;0.67;;;0.33;0.33;0.67;0.79;;;0.67;0.519;0.529;3.22;1.35;1.99;1.0
LPL 2025 Split 1;2025-01-18;EDward Gaming;3;33.7;0.47;0.84;;-0.071;;;;0.67;0.33;;;0.67;0.67;0.33;0.21;;;0.33;0.48100000000000004;0.47100000000000003;3.34;1.37;1.33;0.0
LPL 2025 Split 1;2025-01-18;FunPlus Phoenix;4;35.4;0.7;0.72;;-0.043;;;;0.25;0.0;;;0.5;0.46;0.75;0.55;;;0.4;0.498;0.46799999999999997;3.31;1.34;1.62;0.25
LPL 2025 Split 1;2025-01-18;LGD Gaming;3;34.9;0.67;1.21;;-0.073;;;;0.33;0.67;;;0.67;0.67;0.0;0.45;;;0.2;0.474;0.478;3.17;1.39;1.51;0.0
LPL 2025 Split 1;2025-01-18;LNG Esports;4;35.0;0.76;0.82;;-0.055;;;;0.25;0.75;;;0.5;0.71;0.25;0.33;;;0.29;0.499;0.46799999999999997;3.37;1.33;1.4;0.25
LPL 2025 Split 1;2025-01-18;Oh My God;3;33.8;0.6;0.9;;-0.09;;;;0.0;0.33;;;0.33;0.5;0.33;0.5;;;0.0;0.499;0.46;3.61;1.34;1.49;0.0
LPL 2025 Split 1;2025-01-18;Royal Never Give Up;4;35.4;1.43;0.72;;0.043;;;;0.75;1.0;;;0.5;0.54;0.25;0.45;;;0.6;0.502;0.532;3.3;1.31;1.59;0.75
LPL 2025 Split 1;2025-01-18;Team WE;3;33.0;0.59;0.95;;-0.109;;;;0.67;0.33;;;0.33;0.56;0.67;0.55;;;0.5;0.485;0.428;3.36;1.41;1.37;0.0
LPL 2025 Split 1;2025-01-18;ThunderTalk Gaming;4;35.0;1.3;0.82;;0.055;;;;0.75;0.25;;;0.5;0.29;0.75;0.67;;;0.71;0.501;0.532;3.53;1.47;1.47;0.75
LPL 2025 Split 1;2025-01-18;Top Esports;3;33.0;1.69;0.95;;0.109;;;;0.33;0.67;;;0.67;0.44;0.33;0.45;;;0.5;0.515;0.5720000000000001;3.27;1.31;1.59;1.0
LPL 2025 Split 1;2025-01-18;Ultra Prime;4;30.0;0.76;0.98;;-0.11900000000000001;;;;0.5;0.25;;;0.25;0.38;0.5;0.44;;;0.67;0.479;0.47200000000000003;3.3;1.52;1.44;0.25
LPL 2025 Split 1;2025-01-18;Weibo Gaming;7;31.6;1.41;0.94;;0.107;;;;0.71;0.71;;;0.71;0.57;0.57;0.54;;;0.67;0.513;0.5329999999999999;3.4;1.28;1.66;0.8571428571428571
LPL 2025 Split 1;2025-01-19;Anyone's Legend;3;34.9;1.49;1.21;;0.073;;;;0.67;0.33;;;0.33;0.33;1.0;0.55;;;0.8;0.526;0.522;3.41;1.3;1.82;1.0
LPL 2025 Split 1;2025-01-19;Bilibili Gaming;3;33.7;2.15;0.84;;0.071;;;;0.33;0.67;;;0.33;0.33;0.67;0.79;;;0.67;0.519;0.529;3.22;1.35;1.99;1.0
LPL 2025 Split 1;2025-01-19;EDward Gaming;3;33.7;0.47;0.84;;-0.071;;;;0.67;0.33;;;0.67;0.67;0.33;0.21;;;0.33;0.48100000000000004;0.47100000000000003;3.34;1.37;1.33;0.0
