tournament,date,Team,GP,AGT,KD,CKPM,GPR,GSPD,EGR,MLR,GD15,FB%,FT%,F3T%,PPG,HLD%,GRB%,FD%,DRG%,ELD%,FBN%,BN%,LNE%,JNG%,WPM,CWPM,WCPM,winrate%
LPL 2025 Split 2,2025-04-23,Oh My God,7,32.6,0.52,1.02,,-0.132,,,,0.43,0.29,,,0.43,0.57,0.43,0.29,,,0.22,0.495,0.452,3.57,1.35,1.41,0.14285714285714285
LPL 2025 Split 2,2025-04-23,Royal Never Give Up,5,33.6,0.52,0.82,,-0.049,,,,0.4,0.8,,,0.4,0.57,0.4,0.29,,,0.0,0.502,0.491,3.6,1.4,1.66,0.2
LPL 2025 Split 2,2025-04-23,Team WE,17,33.2,0.8,0.99,,-0.036000000000000004,,,,0.76,0.41,,,0.35,0.48,0.41,0.36,,,0.52,0.49700000000000005,0.461,3.3,1.34,1.63,0.29411764705882354
LPL 2025 Split 2,2025-04-23,ThunderTalk Gaming,19,29.4,0.6,1.01,,-0.077,,,,0.32,0.16,,,0.5,0.65,0.21,0.3,,,0.09,0.49,0.48200000000000004,3.35,1.34,1.36,0.2631578947368421
LPL 2025 Split 2,2025-04-23,Top Esports,22,32.5,1.16,1.01,,0.055999999999999994,,,,0.55,0.68,,,0.59,0.64,0.41,0.55,,,0.73,0.508,0.53,3.44,1.33,1.46,0.6818181818181818
LPL 2025 Split 2,2025-04-23,Ultra Prime,5,32.8,0.89,0.76,,-0.033,,,,0.4,0.2,,,0.2,0.3,0.4,0.43,,,0.6,0.498,0.478,3.62,1.52,1.52,0.4
LPL 2025 Split 2,2025-04-23,Weibo Gaming,15,32.2,1.03,0.85,,-0.011000000000000001,,,,0.6,0.47,,,0.33,0.42,0.47,0.51,,,0.4,0.49700000000000005,0.486,3.51,1.29,1.61,0.4666666666666667
LPL 2025 Split 2,2025-04-24,Anyone's Legend,20,31.6,1.59,0.93,,0.052000000000000005,,,,0.7,0.75,,,0.63,0.43,0.75,0.64,,,0.55,0.504,0.521,3.42,1.33,1.61,0.65
LPL 2025 Split 2,2025-04-24,Bilibili Gaming,15,32.7,1.21,0.99,,0.037000000000000005,,,,0.4,0.53,,,0.6,0.43,0.6,0.61,,,0.47,0.507,0.516,3.43,1.33,1.56,0.5333333333333333
LPL 2025 Split 2,2025-04-24,EDward Gaming,5,36.2,2.31,0.59,,0.07200000000000001,,,,0.6,1.0,,,1.0,0.6,0.2,0.65,,,0.5,0.5,0.5479999999999999,3.71,1.31,1.75,0.8
LPL 2025 Split 2,2025-04-24,FunPlus Phoenix,18,34.5,0.95,1.0,,-0.021,,,,0.33,0.5,,,0.39,0.45,0.5,0.45,,,0.57,0.495,0.48200000000000004,3.51,1.4,1.57,0.5
LPL 2025 Split 2,2025-04-24,Invictus Gaming,21,35.8,0.98,0.97,,-0.01,,,,0.48,0.48,,,0.48,0.42,0.48,0.6,,,0.48,0.505,0.49700000000000005,3.16,1.18,1.56,0.5238095238095238
LPL 2025 Split 2,2025-04-24,JD Gaming,17,33.0,1.29,0.81,,0.045,,,,0.35,0.47,,,0.71,0.56,0.53,0.57,,,0.53,0.501,0.532,3.8,1.44,1.52,0.6470588235294118
LPL 2025 Split 2,2025-04-24,LGD Gaming,7,33.4,1.76,0.99,,0.10800000000000001,,,,0.57,0.57,,,0.71,0.5,0.57,0.64,,,0.9,0.5,0.522,3.33,1.26,1.73,0.8571428571428571
LPL 2025 Split 2,2025-04-24,LNG Esports,9,32.9,1.22,0.61,,0.024,,,,0.56,0.33,,,0.33,0.46,0.78,0.61,,,0.55,0.504,0.511,3.4,1.28,1.67,0.5555555555555556
LPL 2025 Split 2,2025-04-24,Ninjas in Pyjamas,18,34.0,0.79,0.95,,-0.042,,,,0.5,0.5,,,0.39,0.46,0.67,0.41,,,0.42,0.494,0.485,3.06,1.04,1.4,0.3888888888888889
LPL 2025 Split 2,2025-04-24,Oh My God,7,32.6,0.52,1.02,,-0.132,,,,0.43,0.29,,,0.43,0.57,0.43,0.29,,,0.22,0.495,0.452,3.57,1.35,1.41,0.14285714285714285
LPL 2025 Split 2,2025-04-24,Royal Never Give Up,5,33.6,0.52,0.82,,-0.049,,,,0.4,0.8,,,0.4,0.57,0.4,0.29,,,0.0,0.502,0.491,3.6,1.4,1.66,0.2
LPL 2025 Split 2,2025-04-24,Team WE,20,33.8,0.84,0.97,,-0.022000000000000002,,,,0.75,0.45,,,0.35,0.48,0.4,0.41,,,0.56,0.49700000000000005,0.47200000000000003,3.31,1.34,1.61,0.35
LPL 2025 Split 2,2025-04-24,ThunderTalk Gaming,19,29.4,0.6,1.01,,-0.077,,,,0.32,0.16,,,0.5,0.65,0.21,0.3,,,0.09,0.49,0.48200000000000004,3.35,1.34,1.36,0.2631578947368421
LPL 2025 Split 2,2025-04-24,Top Esports,22,32.5,1.16,1.01,,0.055999999999999994,,,,0.55,0.68,,,0.59,0.64,0.41,0.55,,,0.73,0.508,0.53,3.44,1.33,1.46,0.6818181818181818
LPL 2025 Split 2,2025-04-24,Ultra Prime,5,32.8,0.89,0.76,,-0.033,,,,0.4,0.2,,,0.2,0.3,0.4,0.43,,,0.6,0.498,0.478,3.62,1.52,1.52,0.4
LPL 2025 Split 2,2025-04-24,Weibo Gaming,18,33.1,1.0,0.85,,-0.019,,,,0.56,0.44,,,0.39,0.44,0.5,0.48,,,0.38,0.498,0.48200000000000004,3.47,1.28,1.63,0.4444444444444444
LPL 2025 Split 2,2025-04-25,Anyone's Legend,20,31.6,1.59,0.93,,0.052000000000000005,,,,0.7,0.75,,,0.63,0.43,0.75,0.64,,,0.55,0.504,0.521,3.42,1.33,1.61,0.65
LPL 2025 Split 2,2025-04-25,Bilibili Gaming,17,32.5,1.28,1.01,,0.036000000000000004,,,,0.47,0.53,,,0.53,0.43,0.65,0.62,,,0.47,0.507,0.517,3.4,1.31,1.58,0.5882352941176471
LPL 2025 Split 2,2025-04-25,EDward Gaming,5,36.2,2.31,0.59,,0.07200000000000001,,,,0.6,1.0,,,1.0,0.6,0.2,0.65,,,0.5,0.5,0.5479999999999999,3.71,1.31,1.75,0.8
LPL 2025 Split 2,2025-04-25,FunPlus Phoenix,21,34.1,0.91,0.99,,-0.03,,,,0.33,0.48,,,0.38,0.47,0.52,0.43,,,0.54,0.495,0.475,3.5,1.39,1.58,0.47619047619047616
LPL 2025 Split 2,2025-04-25,Invictus Gaming,21,35.8,0.98,0.97,,-0.01,,,,0.48,0.48,,,0.48,0.42,0.48,0.6,,,0.48,0.505,0.49700000000000005,3.16,1.18,1.56,0.5238095238095238
LPL 2025 Split 2,2025-04-25,JD Gaming,17,33.0,1.29,0.81,,0.045,,,,0.35,0.47,,,0.71,0.56,0.53,0.57,,,0.53,0.501,0.532,3.8,1.44,1.52,0.6470588235294118
LPL 2025 Split 2,2025-04-25,LGD Gaming,7,33.4,1.76,0.99,,0.10800000000000001,,,,0.57,0.57,,,0.71,0.5,0.57,0.64,,,0.9,0.5,0.522,3.33,1.26,1.73,0.8571428571428571
LPL 2025 Split 2,2025-04-25,LNG Esports,9,32.9,1.22,0.61,,0.024,,,,0.56,0.33,,,0.33,0.46,0.78,0.61,,,0.55,0.504,0.511,3.4,1.28,1.67,0.5555555555555556
LPL 2025 Split 2,2025-04-25,Ninjas in Pyjamas,20,33.8,0.75,0.97,,-0.040999999999999995,,,,0.45,0.5,,,0.45,0.48,0.6,0.4,,,0.43,0.493,0.484,3.04,1.04,1.4,0.35
LPL 2025 Split 2,2025-04-25,Oh My God,7,32.6,0.52,1.02,,-0.132,,,,0.43,0.29,,,0.43,0.57,0.43,0.29,,,0.22,0.495,0.452,3.57,1.35,1.41,0.14285714285714285
LPL 2025 Split 2,2025-04-25,Royal Never Give Up,5,33.6,0.52,0.82,,-0.049,,,,0.4,0.8,,,0.4,0.57,0.4,0.29,,,0.0,0.502,0.491,3.6,1.4,1.66,0.2
LPL 2025 Split 2,2025-04-25,Team WE,23,33.5,0.9,0.97,,-0.008,,,,0.74,0.48,,,0.39,0.48,0.39,0.44,,,0.57,0.498,0.485,3.32,1.34,1.63,0.391304347826087
LPL 2025 Split 2,2025-04-25,ThunderTalk Gaming,19,29.4,0.6,1.01,,-0.077,,,,0.32,0.16,,,0.5,0.65,0.21,0.3,,,0.09,0.49,0.48200000000000004,3.35,1.34,1.36,0.2631578947368421
LPL 2025 Split 2,2025-04-25,Top Esports,22,32.5,1.16,1.01,,0.055999999999999994,,,,0.55,0.68,,,0.59,0.64,0.41,0.55,,,0.73,0.508,0.53,3.44,1.33,1.46,0.6818181818181818
LPL 2025 Split 2,2025-04-25,Ultra Prime,5,32.8,0.89,0.76,,-0.033,,,,0.4,0.2,,,0.2,0.3,0.4,0.43,,,0.6,0.498,0.478,3.62,1.52,1.52,0.4
LPL 2025 Split 2,2025-04-25,Weibo Gaming,18,33.1,1.0,0.85,,-0.019,,,,0.56,0.44,,,0.39,0.44,0.5,0.48,,,0.38,0.498,0.48200000000000004,3.47,1.28,1.63,0.4444444444444444
LPL 2025 Split 2,2025-04-26,Anyone's Legend,20,31.6,1.59,0.93,,0.052000000000000005,,,,0.7,0.75,,,0.63,0.43,0.75,0.64,,,0.55,0.504,0.521,3.42,1.33,1.61,0.65
LPL 2025 Split 2,2025-04-26,Bilibili Gaming,17,32.5,1.28,1.01,,0.036000000000000004,,,,0.47,0.53,,,0.53,0.43,0.65,0.62,,,0.47,0.507,0.517,3.4,1.31,1.58,0.5882352941176471
LPL 2025 Split 2,2025-04-26,EDward Gaming,8,34.4,1.52,0.63,,0.055,,,,0.38,0.75,,,0.75,0.46,0.38,0.56,,,0.43,0.504,0.526,3.68,1.35,1.7,0.625
LPL 2025 Split 2,2025-04-26,FunPlus Phoenix,21,34.1,0.91,0.99,,-0.03,,,,0.33,0.48,,,0.38,0.47,0.52,0.43,,,0.54,0.495,0.475,3.5,1.39,1.58,0.47619047619047616
LPL 2025 Split 2,2025-04-26,Invictus Gaming,21,35.8,0.98,0.97,,-0.01,,,,0.48,0.48,,,0.48,0.42,0.48,0.6,,,0.48,0.505,0.49700000000000005,3.16,1.18,1.56,0.5238095238095238
LPL 2025 Split 2,2025-04-26,JD Gaming,20,32.8,1.31,0.81,,0.043,,,,0.45,0.5,,,0.65,0.5,0.5,0.56,,,0.55,0.503,0.526,3.81,1.45,1.54,0.65
LPL 2025 Split 2,2025-04-26,LGD Gaming,7,33.4,1.76,0.99,,0.10800000000000001,,,,0.57,0.57,,,0.71,0.5,0.57,0.64,,,0.9,0.5,0.522,3.33,1.26,1.73,0.8571428571428571
LPL 2025 Split 2,2025-04-26,LNG Esports,9,32.9,1.22,0.61,,0.024,,,,0.56,0.33,,,0.33,0.46,0.78,0.61,,,0.55,0.504,0.511,3.4,1.28,1.67,0.5555555555555556
LPL 2025 Split 2,2025-04-26,Ninjas in Pyjamas,20,33.8,0.75,0.97,,-0.040999999999999995,,,,0.45,0.5,,,0.45,0.48,0.6,0.4,,,0.43,0.493,0.484,3.04,1.04,1.4,0.35
LPL 2025 Split 2,2025-04-26,Oh My God,7,32.6,0.52,1.02,,-0.132,,,,0.43,0.29,,,0.43,0.57,0.43,0.29,,,0.22,0.495,0.452,3.57,1.35,1.41,0.14285714285714285
LPL 2025 Split 2,2025-04-26,Royal Never Give Up,5,33.6,0.52,0.82,,-0.049,,,,0.4,0.8,,,0.4,0.57,0.4,0.29,,,0.0,0.502,0.491,3.6,1.4,1.66,0.2
LPL 2025 Split 2,2025-04-26,Team WE,23,33.5,0.9,0.97,,-0.008,,,,0.74,0.48,,,0.39,0.48,0.39,0.44,,,0.57,0.498,0.485,3.32,1.34,1.63,0.391304347826087
LPL 2025 Split 2,2025-04-26,ThunderTalk Gaming,22,29.7,0.61,0.98,,-0.071,,,,0.27,0.18,,,0.52,0.67,0.27,0.33,,,0.14,0.49,0.486,3.38,1.35,1.39,0.2727272727272727
LPL 2025 Split 2,2025-04-26,Top Esports,22,32.5,1.16,1.01,,0.055999999999999994,,,,0.55,0.68,,,0.59,0.64,0.41,0.55,,,0.73,0.508,0.53,3.44,1.33,1.46,0.6818181818181818
LPL 2025 Split 2,2025-04-26,Ultra Prime,8,32.3,0.98,0.75,,-0.031,,,,0.63,0.38,,,0.38,0.48,0.38,0.5,,,0.67,0.495,0.49,3.71,1.56,1.46,0.5
LPL 2025 Split 2,2025-04-26,Weibo Gaming,18,33.1,1.0,0.85,,-0.019,,,,0.56,0.44,,,0.39,0.44,0.5,0.48,,,0.38,0.498,0.48200000000000004,3.47,1.28,1.63,0.4444444444444444
LPL 2025 Split 2,2025-04-27,Anyone's Legend,22,31.8,1.67,0.93,,0.059000000000000004,,,,0.73,0.73,,,0.62,0.42,0.77,0.64,,,0.58,0.506,0.521,3.43,1.34,1.62,0.6818181818181818
LPL 2025 Split 2,2025-04-27,Bilibili Gaming,17,32.5,1.28,1.01,,0.036000000000000004,,,,0.47,0.53,,,0.53,0.43,0.65,0.62,,,0.47,0.507,0.517,3.4,1.31,1.58,0.5882352941176471
LPL 2025 Split 2,2025-04-27,EDward Gaming,8,34.4,1.52,0.63,,0.055,,,,0.38,0.75,,,0.75,0.46,0.38,0.56,,,0.43,0.504,0.526,3.68,1.35,1.7,0.625
LPL 2025 Split 2,2025-04-27,FunPlus Phoenix,21,34.1,0.91,0.99,,-0.03,,,,0.33,0.48,,,0.38,0.47,0.52,0.43,,,0.54,0.495,0.475,3.5,1.39,1.58,0.47619047619047616
LPL 2025 Split 2,2025-04-27,Invictus Gaming,24,35.2,0.95,0.98,,-0.005,,,,0.46,0.54,,,0.46,0.42,0.46,0.57,,,0.48,0.505,0.496,3.13,1.18,1.55,0.5
LPL 2025 Split 2,2025-04-27,JD Gaming,23,33.0,1.21,0.83,,0.031,,,,0.39,0.48,,,0.65,0.47,0.52,0.52,,,0.48,0.501,0.518,3.77,1.43,1.52,0.6086956521739131
LPL 2025 Split 2,2025-04-27,LGD Gaming,7,33.4,1.76,0.99,,0.10800000000000001,,,,0.57,0.57,,,0.71,0.5,0.57,0.64,,,0.9,0.5,0.522,3.33,1.26,1.73,0.8571428571428571
LPL 2025 Split 2,2025-04-27,LNG Esports,9,32.9,1.22,0.61,,0.024,,,,0.56,0.33,,,0.33,0.46,0.78,0.61,,,0.55,0.504,0.511,3.4,1.28,1.67,0.5555555555555556
LPL 2025 Split 2,2025-04-27,Ninjas in Pyjamas,22,33.7,0.71,0.96,,-0.049,,,,0.41,0.5,,,0.45,0.49,0.55,0.39,,,0.39,0.49200000000000005,0.484,3.05,1.04,1.41,0.3181818181818182
LPL 2025 Split 2,2025-04-27,Oh My God,7,32.6,0.52,1.02,,-0.132,,,,0.43,0.29,,,0.43,0.57,0.43,0.29,,,0.22,0.495,0.452,3.57,1.35,1.41,0.14285714285714285
LPL 2025 Split 2,2025-04-27,Royal Never Give Up,5,33.6,0.52,0.82,,-0.049,,,,0.4,0.8,,,0.4,0.57,0.4,0.29,,,0.0,0.502,0.491,3.6,1.4,1.66,0.2
LPL 2025 Split 2,2025-04-27,Team WE,23,33.5,0.9,0.97,,-0.008,,,,0.74,0.48,,,0.39,0.48,0.39,0.44,,,0.57,0.498,0.485,3.32,1.34,1.63,0.391304347826087
LPL 2025 Split 2,2025-04-27,ThunderTalk Gaming,22,29.7,0.61,0.98,,-0.071,,,,0.27,0.18,,,0.52,0.67,0.27,0.33,,,0.14,0.49,0.486,3.38,1.35,1.39,0.2727272727272727
LPL 2025 Split 2,2025-04-27,Top Esports,25,32.8,1.17,0.99,,0.055,,,,0.6,0.68,,,0.56,0.65,0.4,0.56,,,0.74,0.508,0.53,3.47,1.34,1.48,0.68
LPL 2025 Split 2,2025-04-27,Ultra Prime,8,32.3,0.98,0.75,,-0.031,,,,0.63,0.38,,,0.38,0.48,0.38,0.5,,,0.67,0.495,0.49,3.71,1.56,1.46,0.5
LPL 2025 Split 2,2025-04-27,Weibo Gaming,21,32.7,1.04,0.87,,-0.02,,,,0.57,0.38,,,0.43,0.46,0.52,0.49,,,0.39,0.498,0.48700000000000004,3.47,1.27,1.56,0.47619047619047616
LPL 2025 Split 2,2025-04-28,Anyone's Legend,22,31.8,1.67,0.93,,0.059000000000000004,,,,0.73,0.73,,,0.62,0.42,0.77,0.64,,,0.58,0.506,0.521,3.43,1.34,1.62,0.6818181818181818
LPL 2025 Split 2,2025-04-28,Bilibili Gaming,20,32.0,1.21,1.03,,0.035,,,,0.45,0.5,,,0.55,0.44,0.6,0.6,,,0.48,0.507,0.519,3.43,1.32,1.58,0.55
LPL 2025 Split 2,2025-04-28,EDward Gaming,8,34.4,1.52,0.63,,0.055,,,,0.38,0.75,,,0.75,0.46,0.38,0.56,,,0.43,0.504,0.526,3.68,1.35,1.7,0.625
LPL 2025 Split 2,2025-04-28,FunPlus Phoenix,24,33.5,0.93,1.01,,-0.03,,,,0.38,0.5,,,0.38,0.47,0.54,0.44,,,0.54,0.495,0.474,3.49,1.37,1.59,0.5
LPL 2025 Split 2,2025-04-28,Invictus Gaming,24,35.2,0.95,0.98,,-0.005,,,,0.46,0.54,,,0.46,0.42,0.46,0.57,,,0.48,0.505,0.496,3.13,1.18,1.55,0.5
LPL 2025 Split 2,2025-04-28,JD Gaming,23,33.0,1.21,0.83,,0.031,,,,0.39,0.48,,,0.65,0.47,0.52,0.52,,,0.48,0.501,0.518,3.77,1.43,1.52,0.6086956521739131
LPL 2025 Split 2,2025-04-28,LGD Gaming,7,33.4,1.76,0.99,,0.10800000000000001,,,,0.57,0.57,,,0.71,0.5,0.57,0.64,,,0.9,0.5,0.522,3.33,1.26,1.73,0.8571428571428571
LPL 2025 Split 2,2025-04-28,LNG Esports,11,32.7,1.51,0.66,,0.049,,,,0.45,0.45,,,0.45,0.42,0.73,0.6,,,0.58,0.504,0.508,3.42,1.26,1.67,0.6363636363636364
LPL 2025 Split 2,2025-04-28,Ninjas in Pyjamas,22,33.7,0.71,0.96,,-0.049,,,,0.41,0.5,,,0.45,0.49,0.55,0.39,,,0.39,0.49200000000000005,0.484,3.05,1.04,1.41,0.3181818181818182
LPL 2025 Split 2,2025-04-28,Oh My God,7,32.6,0.52,1.02,,-0.132,,,,0.43,0.29,,,0.43,0.57,0.43,0.29,,,0.22,0.495,0.452,3.57,1.35,1.41,0.14285714285714285
LPL 2025 Split 2,2025-04-28,Royal Never Give Up,7,33.1,0.45,0.83,,-0.081,,,,0.57,0.57,,,0.29,0.62,0.43,0.33,,,0.0,0.5,0.494,3.59,1.39,1.59,0.14285714285714285
LPL 2025 Split 2,2025-04-28,Team WE,23,33.5,0.9,0.97,,-0.008,,,,0.74,0.48,,,0.39,0.48,0.39,0.44,,,0.57,0.498,0.485,3.32,1.34,1.63,0.391304347826087
LPL 2025 Split 2,2025-04-28,ThunderTalk Gaming,22,29.7,0.61,0.98,,-0.071,,,,0.27,0.18,,,0.52,0.67,0.27,0.33,,,0.14,0.49,0.486,3.38,1.35,1.39,0.2727272727272727
LPL 2025 Split 2,2025-04-28,Top Esports,25,32.8,1.17,0.99,,0.055,,,,0.6,0.68,,,0.56,0.65,0.4,0.56,,,0.74,0.508,0.53,3.47,1.34,1.48,0.68
LPL 2025 Split 2,2025-04-28,Ultra Prime,8,32.3,0.98,0.75,,-0.031,,,,0.63,0.38,,,0.38,0.48,0.38,0.5,,,0.67,0.495,0.49,3.71,1.56,1.46,0.5
LPL 2025 Split 2,2025-04-28,Weibo Gaming,21,32.7,1.04,0.87,,-0.02,,,,0.57,0.38,,,0.43,0.46,0.52,0.49,,,0.39,0.498,0.48700000000000004,3.47,1.27,1.56,0.47619047619047616
LPL 2025 Split 2,2025-04-29,Anyone's Legend,22,31.8,1.67,0.93,,0.059000000000000004,,,,0.73,0.73,,,0.62,0.42,0.77,0.64,,,0.58,0.506,0.521,3.43,1.34,1.62,0.6818181818181818
LPL 2025 Split 2,2025-04-29,Bilibili Gaming,23,32.3,1.06,1.0,,0.013999999999999999,,,,0.43,0.43,,,0.48,0.46,0.61,0.55,,,0.45,0.506,0.509,3.45,1.34,1.56,0.5217391304347826
LPL 2025 Split 2,2025-04-29,EDward Gaming,11,34.3,1.45,0.65,,0.042,,,,0.45,0.55,,,0.73,0.45,0.55,0.6,,,0.56,0.503,0.522,3.65,1.35,1.65,0.6363636363636364
LPL 2025 Split 2,2025-04-29,FunPlus Phoenix,24,33.5,0.93,1.01,,-0.03,,,,0.38,0.5,,,0.38,0.47,0.54,0.44,,,0.54,0.495,0.474,3.49,1.37,1.59,0.5
LPL 2025 Split 2,2025-04-29,Invictus Gaming,24,35.2,0.95,0.98,,-0.005,,,,0.46,0.54,,,0.46,0.42,0.46,0.57,,,0.48,0.505,0.496,3.13,1.18,1.55,0.5
LPL 2025 Split 2,2025-04-29,JD Gaming,23,33.0,1.21,0.83,,0.031,,,,0.39,0.48,,,0.65,0.47,0.52,0.52,,,0.48,0.501,0.518,3.77,1.43,1.52,0.6086956521739131
LPL 2025 Split 2,2025-04-29,LGD Gaming,10,33.6,1.44,0.9,,0.07400000000000001,,,,0.5,0.7,,,0.6,0.52,0.4,0.53,,,0.75,0.5,0.512,3.26,1.23,1.7,0.7
LPL 2025 Split 2,2025-04-29,LNG Esports,11,32.7,1.51,0.66,,0.049,,,,0.45,0.45,,,0.45,0.42,0.73,0.6,,,0.58,0.504,0.508,3.42,1.26,1.67,0.6363636363636364
LPL 2025 Split 2,2025-04-29,Ninjas in Pyjamas,22,33.7,0.71,0.96,,-0.049,,,,0.41,0.5,,,0.45,0.49,0.55,0.39,,,0.39,0.49200000000000005,0.484,3.05,1.04,1.41,0.3181818181818182
LPL 2025 Split 2,2025-04-29,Oh My God,7,32.6,0.52,1.02,,-0.132,,,,0.43,0.29,,,0.43,0.57,0.43,0.29,,,0.22,0.495,0.452,3.57,1.35,1.41,0.14285714285714285
LPL 2025 Split 2,2025-04-29,Royal Never Give Up,7,33.1,0.45,0.83,,-0.081,,,,0.57,0.57,,,0.29,0.62,0.43,0.33,,,0.0,0.5,0.494,3.59,1.39,1.59,0.14285714285714285
LPL 2025 Split 2,2025-04-29,Team WE,23,33.5,0.9,0.97,,-0.008,,,,0.74,0.48,,,0.39,0.48,0.39,0.44,,,0.57,0.498,0.485,3.32,1.34,1.63,0.391304347826087
LPL 2025 Split 2,2025-04-29,ThunderTalk Gaming,22,29.7,0.61,0.98,,-0.071,,,,0.27,0.18,,,0.52,0.67,0.27,0.33,,,0.14,0.49,0.486,3.38,1.35,1.39,0.2727272727272727
LPL 2025 Split 2,2025-04-29,Top Esports,25,32.8,1.17,0.99,,0.055,,,,0.6,0.68,,,0.56,0.65,0.4,0.56,,,0.74,0.508,0.53,3.47,1.34,1.48,0.68
LPL 2025 Split 2,2025-04-29,Ultra Prime,8,32.3,0.98,0.75,,-0.031,,,,0.63,0.38,,,0.38,0.48,0.38,0.5,,,0.67,0.495,0.49,3.71,1.56,1.46,0.5
LPL 2025 Split 2,2025-04-29,Weibo Gaming,24,32.8,1.18,0.87,,-0.002,,,,0.58,0.46,,,0.5,0.46,0.5,0.53,,,0.42,0.498,0.495,3.44,1.28,1.57,0.5
LPL 2025 Split 2,2025-04-30,Anyone's Legend,22,31.8,1.67,0.93,,0.059000000000000004,,,,0.73,0.73,,,0.62,0.42,0.77,0.64,,,0.58,0.506,0.521,3.43,1.34,1.62,0.6818181818181818
LPL 2025 Split 2,2025-04-30,Bilibili Gaming,23,32.3,1.06,1.0,,0.013999999999999999,,,,0.43,0.43,,,0.48,0.46,0.61,0.55,,,0.45,0.506,0.509,3.45,1.34,1.56,0.5217391304347826
LPL 2025 Split 2,2025-04-30,EDward Gaming,11,34.3,1.45,0.65,,0.042,,,,0.45,0.55,,,0.73,0.45,0.55,0.6,,,0.56,0.503,0.522,3.65,1.35,1.65,0.6363636363636364
LPL 2025 Split 2,2025-04-30,FunPlus Phoenix,24,33.5,0.93,1.01,,-0.03,,,,0.38,0.5,,,0.38,0.47,0.54,0.44,,,0.54,0.495,0.474,3.49,1.37,1.59,0.5
LPL 2025 Split 2,2025-04-30,Invictus Gaming,27,34.8,0.93,0.96,,-0.013999999999999999,,,,0.41,0.56,,,0.44,0.42,0.44,0.56,,,0.45,0.505,0.49,3.11,1.16,1.54,0.48148148148148145
LPL 2025 Split 2,2025-04-30,JD Gaming,25,32.5,1.31,0.86,,0.043,,,,0.4,0.52,,,0.64,0.46,0.52,0.55,,,0.5,0.503,0.523,3.73,1.42,1.5,0.64
LPL 2025 Split 2,2025-04-30,LGD Gaming,10,33.6,1.44,0.9,,0.07400000000000001,,,,0.5,0.7,,,0.6,0.52,0.4,0.53,,,0.75,0.5,0.512,3.26,1.23,1.7,0.7
LPL 2025 Split 2,2025-04-30,LNG Esports,11,32.7,1.51,0.66,,0.049,,,,0.45,0.45,,,0.45,0.42,0.73,0.6,,,0.58,0.504,0.508,3.42,1.26,1.67,0.6363636363636364
LPL 2025 Split 2,2025-04-30,Ninjas in Pyjamas,22,33.7,0.71,0.96,,-0.049,,,,0.41,0.5,,,0.45,0.49,0.55,0.39,,,0.39,0.49200000000000005,0.484,3.05,1.04,1.41,0.3181818181818182
LPL 2025 Split 2,2025-04-30,Oh My God,7,32.6,0.52,1.02,,-0.132,,,,0.43,0.29,,,0.43,0.57,0.43,0.29,,,0.22,0.495,0.452,3.57,1.35,1.41,0.14285714285714285
LPL 2025 Split 2,2025-04-30,Royal Never Give Up,7,33.1,0.45,0.83,,-0.081,,,,0.57,0.57,,,0.29,0.62,0.43,0.33,,,0.0,0.5,0.494,3.59,1.39,1.59,0.14285714285714285
LPL 2025 Split 2,2025-04-30,Team WE,23,33.5,0.9,0.97,,-0.008,,,,0.74,0.48,,,0.39,0.48,0.39,0.44,,,0.57,0.498,0.485,3.32,1.34,1.63,0.391304347826087
LPL 2025 Split 2,2025-04-30,ThunderTalk Gaming,24,29.5,0.58,1.0,,-0.08,,,,0.29,0.17,,,0.52,0.67,0.29,0.31,,,0.13,0.489,0.48100000000000004,3.37,1.35,1.39,0.25
LPL 2025 Split 2,2025-04-30,Top Esports,25,32.8,1.17,0.99,,0.055,,,,0.6,0.68,,,0.56,0.65,0.4,0.56,,,0.74,0.508,0.53,3.47,1.34,1.48,0.68
LPL 2025 Split 2,2025-04-30,Ultra Prime,8,32.3,0.98,0.75,,-0.031,,,,0.63,0.38,,,0.38,0.48,0.38,0.5,,,0.67,0.495,0.49,3.71,1.56,1.46,0.5
LPL 2025 Split 2,2025-04-30,Weibo Gaming,27,32.7,1.2,0.87,,0.008,,,,0.63,0.44,,,0.52,0.47,0.52,0.54,,,0.46,0.498,0.502,3.43,1.27,1.55,0.5185185185185185
LPL 2025 Split 2,2025-05-01,Anyone's Legend,24,31.6,1.76,0.91,,0.062,,,,0.71,0.71,,,0.61,0.44,0.79,0.64,,,0.62,0.506,0.521,3.42,1.32,1.63,0.7083333333333334
LPL 2025 Split 2,2025-05-01,Bilibili Gaming,23,32.3,1.06,1.0,,0.013999999999999999,,,,0.43,0.43,,,0.48,0.46,0.61,0.55,,,0.45,0.506,0.509,3.45,1.34,1.56,0.5217391304347826
LPL 2025 Split 2,2025-05-01,EDward Gaming,11,34.3,1.45,0.65,,0.042,,,,0.45,0.55,,,0.73,0.45,0.55,0.6,,,0.56,0.503,0.522,3.65,1.35,1.65,0.6363636363636364
LPL 2025 Split 2,2025-05-01,FunPlus Phoenix,26,33.5,0.89,1.03,,-0.035,,,,0.38,0.46,,,0.42,0.49,0.54,0.43,,,0.5,0.495,0.473,3.46,1.36,1.57,0.46153846153846156
LPL 2025 Split 2,2025-05-01,Invictus Gaming,29,34.4,0.88,0.95,,-0.02,,,,0.41,0.55,,,0.45,0.42,0.41,0.54,,,0.43,0.505,0.489,3.11,1.16,1.53,0.4482758620689655
